symbol,net_contribution
SZ002631,-169280.34984675457
SZ002104,-169408.9713149863
SZ000848,-169462.60667601717
SZ000881,-169803.0165289133
SZ000915,-171079.5619511085
SH600545,-172257.72040241997
SH600177,-175850.18321975763
SZ002658,-180276.14542834426
SZ000567,-183957.79908343672
SZ300113,-184460.75140375458
SH688399,-187468.8709946263
SZ002460,-187790.576543567
SH600252,-188251.6867084616
SZ002285,-190762.1042977972
SH600633,-191717.30615797814
SH600876,-192218.16645158757
SZ300418,-192528.8807283116
SH600809,-193731.0443255962
SZ002717,-194463.80960022635
SZ002761,-202666.58474690776
SH600030,-206138.34098290547
SH600452,-207730.93119098898
SZ002812,-207773.14104229305
SZ000065,-210483.45308034518
SZ300011,-212364.66651226208
SZ002768,-212620.75788467028
SZ002469,-213828.83732786612
SZ002280,-215925.37411035504
SZ300531,-218033.15894877398
SH601555,-220649.97393149824
SZ300287,-226931.3486048397
SZ002466,-228555.19880217104
SH600738,-232900.12828924425
SZ000783,-233223.0006874986
SH600732,-235101.1426463097
SZ300896,-236726.8193898173
SZ300482,-239958.16926337406
SH600486,-240338.58299300098
SZ002258,-241117.4130148358
SZ000422,-242106.91880948702
SZ000016,-242201.7671964335
SZ002558,-243837.99583790638
SZ300121,-244811.6544751405
SH600031,-252940.34176501376
SZ002001,-259050.95236457896
SZ000830,-259167.26037412137
SH600877,-260039.50487903343
SZ002364,-264901.96489409404
SZ002950,-265497.6683545727
SH600179,-266032.65128703194
SH601099,-266978.4897119148
SZ002354,-267079.93355331896
SH688598,-270534.974474028
SZ000626,-273160.14142841985
SZ002168,-275419.4400244615
SH600743,-277867.57176585856
SH600649,-286466.2065059402
SZ000958,-287182.6631920047
SH600376,-288081.9018219705
SZ300618,-289019.05569387303
SZ300016,-293862.12593417836
SZ002270,-303516.8698324879
SZ300207,-304050.0366157
SZ002975,-306817.8766852794
SZ300567,-309247.84140255896
SZ002487,-312848.1772000692
SZ002673,-313426.7663463219
SH603165,-313926.47367990017
SZ300443,-319409.2854558984
SH600086,-319488.59421012196
SZ300601,-320025.82899706904
SH600171,-321864.7909060763
SZ000046,-336985.81631637795
SZ002036,-338988.38659131166
SZ002959,-341390.99931450887
SH603799,-343436.48210773116
SZ000537,-344466.63892347843
SH600570,-344493.10141147743
SH688111,-344969.0026910333
SZ300552,-346764.86380828335
SZ002016,-356563.39562247694
SH605399,-359510.23679251736
SZ002553,-360690.54926350876
SZ002838,-365054.85028672987
SH600230,-370048.41728762793
SZ300216,-373748.24461651465
SZ002312,-383214.7591556811
SZ000951,-385550.8225211075
SZ000786,-387874.24575385405
SZ002027,-391070.68176724436
SZ002919,-396529.04457726027
SZ002366,-449678.75634972984
SZ000932,-456802.53550115257
SZ300219,-461221.42500235554
SZ300015,-471251.7428528536
SZ300554,-481616.34440725844
SH601377,-524311.4490830867
SZ002064,-531906.6424439705
SZ002677,-533267.108163534
SZ000516,-543217.1218264033
SZ300059,-548695.4630726773
SZ300316,-550365.752869308
SH601688,-553873.342177972
SZ300244,-604622.0795634994
SH603301,-674957.4637435807
SH688068,-702546.4978709719
