trade_date,symbol,shares,average_cost,close,market_value
2009-02-13,SH600117,116200,3.4410320572376247,6.609999656677246,768081.960105896
2009-02-13,SH600158,120800,3.3109931812524795,8.359999656677246,1009887.9585266113
2009-02-13,SH600307,102500,3.9011703338861468,6.84999942779541,702124.9413490295
2009-02-13,SH600309,47700,8.372510885524749,14.269999504089355,680678.9763450623
2009-02-13,SH600376,83600,4.781433732891083,12.989999771118164,1085963.9808654785
2009-02-13,SH600380,138400,2.8908668664455415,6.40000057220459,885760.0791931152
2009-02-13,SH600432,50800,7.872360408544541,17.8799991607666,908303.9573669434
2009-02-13,SH600456,42100,9.482843542099,18.68000030517578,786428.0128479004
2009-02-13,SH600595,78800,5.071521171712876,8.6899995803833,684771.9669342041
2009-02-13,SH600748,67700,5.901769618415833,10.559999465942383,714911.9638442993
2009-02-13,SH600804,78500,5.091526675653458,14.040000915527344,1102140.0718688965
2009-02-13,SH601111,115900,3.451034809207916,5.37999963760376,623541.9579982758
2009-02-13,SH601168,72700,5.501650000000001,10.15000057220459,737905.0415992737
2009-02-13,SH601588,160000,2.50075,4.630000114440918,740800.0183105469
2009-02-13,SZ000572,162600,2.4607380381584165,5.2099995613098145,847145.9286689758
2009-02-13,SZ000581,96300,4.151245095396042,8.0,770400.0
2009-02-13,SZ000751,168700,2.3707111240148544,4.580000400543213,772646.06757164
2009-02-13,SZ000755,102000,3.921175837826729,7.390000343322754,753780.0350189209
2009-02-13,SZ000878,55200,7.242172248029709,14.749999046325684,814199.9473571777
2009-02-13,SZ000960,45400,8.812642465782165,16.149999618530273,733209.9826812744
2009-02-13,SZ002097,58900,6.792037438821792,18.280000686645508,1076692.0404434204
2009-02-13,SZ002202,24200,16.50495,34.0,822800.0
2009-02-16,SH600008,105800,3.781133732891083,7.059999942779541,746947.9939460754
2009-02-16,SH600026,54700,7.302189713811874,12.170001029968262,665699.0563392639
2009-02-16,SH600110,107500,3.7211160286188125,8.199999809265137,881499.9794960022
2009-02-16,SH600117,116200,3.4410320572376247,7.269999980926514,844773.9977836609
2009-02-16,SH600158,120800,3.3109931812524795,9.199999809265137,1111359.9769592285
2009-02-16,SH600307,102500,3.9011703338861468,6.84999942779541,702124.9413490295
2009-02-16,SH600309,47700,8.372510885524749,15.450000762939453,736965.0363922119
2009-02-16,SH600376,83600,4.781433732891083,12.530000686645508,1047508.0574035645
2009-02-16,SH600380,138400,2.8908668664455415,6.369999885559082,881607.984161377
2009-02-16,SH600432,50800,7.872360408544541,18.360000610351562,932688.0310058594
2009-02-16,SH600456,42100,9.482843542099,19.079999923706055,803267.9967880249
2009-02-16,SH600595,78800,5.071521171712876,9.130001068115234,719444.0841674805
2009-02-16,SH600748,67700,5.901769618415833,10.9399995803833,740637.9715919495
2009-02-16,SH600804,78500,5.091526675653458,14.239999771118164,1117839.9820327759
2009-02-16,SH601111,115900,3.451034809207916,5.699999809265137,660629.9778938293
2009-02-16,SH601168,72700,5.501650000000001,10.289999961853027,748082.9972267151
2009-02-16,SH601588,160000,2.50075,4.690000057220459,750400.0091552734
2009-02-16,SZ000572,162600,2.4607380381584165,5.130000114440918,834138.0186080933
2009-02-16,SZ000581,96300,4.151245095396042,8.100000381469727,780030.0367355347
2009-02-16,SZ000751,168700,2.3707111240148544,5.0400004386901855,850248.0740070343
2009-02-16,SZ000755,102000,3.921175837826729,7.670000076293945,782340.0077819824
2009-02-16,SZ000878,55200,7.242172248029709,14.920000076293945,823584.0042114258
2009-02-16,SZ000960,45400,8.812642465782165,16.899999618530273,767259.9826812744
2009-02-16,SZ002097,58900,6.792037438821792,17.860000610351562,1051954.035949707
2009-02-16,SZ002202,24200,16.50495,34.29999923706055,830059.9815368652
2009-02-17,SH600008,105800,3.781133732891083,6.690000057220459,707802.0060539246
