window_start,trade_date,v2_three_year_return,core_three_year_return,active_excess
2017-07-25,2020-08-31,0.3073796955409116,0.30075725439266265,0.006622441148248948
2017-08-24,2020-09-30,0.2503603654853801,0.26103896745331645,-0.010678601967936352
2017-09-15,2020-10-30,0.2570675872005792,0.2517668921003211,0.0053006951002581015
2017-10-23,2020-11-30,0.25750072266374735,0.2566645055178538,0.0008362171458935475
2017-11-23,2020-12-31,0.32984666703073984,0.28254040161679717,0.04730626541394267
2017-12-21,2021-01-29,0.3483616263873681,0.2982619494439043,0.050099676943463844
2018-01-12,2021-02-26,0.27042099460239766,0.2576536284786879,0.012767366123709767
2018-02-14,2021-03-31,0.24867224025665502,0.25360776150983066,-0.004935521253175645
2018-03-22,2021-04-30,0.28244176834328094,0.26604318732472265,0.01639858101855829
2018-04-19,2021-05-31,0.3628584309226779,0.3188110971444156,0.04404733377826231
2018-05-22,2021-06-30,0.3706675574511795,0.2934057122675382,0.07726184518364132
2018-06-22,2021-07-30,0.4146963917799553,0.3046995833135997,0.10999680846635562
2018-07-24,2021-08-31,0.417584141233341,0.2963185222200331,0.1212656190133079
2018-08-21,2021-09-30,0.4405842497884127,0.33916606867160204,0.10141818111681067
2018-09-12,2021-10-29,0.44139232712148835,0.3608209408013838,0.08057138632010452
2018-10-22,2021-11-30,0.39088814151758977,0.3281636892383888,0.06272445227920098
2018-11-22,2021-12-31,0.3868523034389084,0.3540339195621738,0.032818383876734636
2018-12-19,2022-01-28,0.3003956388888924,0.325660334527637,-0.02526469563874456
2019-01-14,2022-02-28,0.33248898411505046,0.3361896062029208,-0.0037006220878703644
2019-02-21,2022-03-31,0.21545743409454166,0.23127936301001784,-0.01582192891547618
2019-03-20,2022-04-29,0.1567752179623041,0.17100036684589526,-0.014225148883591165
2019-04-17,2022-05-31,0.14331004466807418,0.1512648261163576,-0.007954781448283432
2019-05-21,2022-06-30,0.2467158656268027,0.2344281496666285,0.012287715960174195
2019-06-20,2022-07-29,0.17319801294412174,0.15730898643641966,0.015889026507702075
2019-07-23,2022-08-31,0.1495462610640672,0.14588460385340096,0.003661657210666247
2019-08-21,2022-09-30,0.0878805629190964,0.09618806905381971,-0.008307506134723308
2019-09-12,2022-10-31,0.031028964532741954,0.04738060724655302,-0.016351642713811065
2019-10-22,2022-11-30,0.06528913429060723,0.10350626494467718,-0.03821713065406995
2019-11-21,2022-12-30,0.07461910992142218,0.1136421896799984,-0.03902307975857622
2019-12-13,2023-01-31,0.09655080135701888,0.14277092916879708,-0.0462201278117782
2020-01-13,2023-02-28,0.049379963201869215,0.0895443366421591,-0.04016437344028989
2020-02-21,2023-03-31,0.055209558326847485,0.09117974406924523,-0.03597018574239774
2020-03-19,2023-04-28,0.1946456045831293,0.17705870474023833,0.01758689984289097
2020-04-17,2023-05-31,0.10667039145892199,0.0961141784173527,0.010556213041569285
2020-05-20,2023-06-30,0.09140888125311708,0.07981217139566965,0.01159670985744743
2020-06-18,2023-07-31,0.05728266215315747,0.10477466009985914,-0.04749199794670167
2020-07-23,2023-08-31,-0.10063333283366283,-0.0014574853319405667,-0.09917584750172226
2020-08-20,2023-09-28,-0.08601150037790495,-0.008000990092524973,-0.07801051028537997
2020-09-14,2023-10-31,-0.08072988270125458,-0.0064346242798556386,-0.07429525842139895
2020-10-22,2023-11-30,-0.1029837201407906,-0.022314994962971846,-0.08066872517781876
2020-11-20,2023-12-29,-0.12222628146854264,-0.02746757452488524,-0.0947587069436574
2020-12-22,2024-01-31,-0.16704427790411114,-0.048366874076297806,-0.11867740382781333
2021-01-13,2024-02-29,-0.1973026721247889,-0.06224204433075231,-0.1350606277940366
2021-02-18,2024-03-29,-0.19052006464318572,-0.04316063066722631,-0.1473594339759594
2021-03-18,2024-04-30,-0.0956782951535814,0.019189426336911897,-0.11486772149049329
2021-04-16,2024-05-31,-0.09127184062223004,0.030506772989314257,-0.1217786136115443
2021-05-18,2024-06-28,-0.1373435238933428,-0.006623166259131064,-0.13072035763421175
2021-06-21,2024-07-31,-0.137010344879958,0.016335888338785187,-0.1533462332187432
2021-07-21,2024-08-30,-0.18662043566435893,-0.006452115493373212,-0.18016832017098572
2021-08-17,2024-09-30,-0.0677649663114469,0.11913881665411163,-0.18690378296555854
2021-09-10,2024-10-31,-0.12139590596082772,0.1006056633417487,-0.22200156930257642
2021-10-20,2024-11-29,-0.06782495667617017,0.11617228292676218,-0.18399723960293235
2021-11-19,2024-12-31,-0.05813585470515614,0.1137498880347545,-0.17188574273991064
2021-12-15,2025-01-27,-0.07290693239711787,0.11328966199898116,-0.18619659439609904
2022-01-11,2025-02-28,0.0012889249820311477,0.13976344053413126,-0.1384745155521001
2022-02-16,2025-03-31,0.015303849527600555,0.1709523207330581,-0.15564847120545755
2022-03-17,2025-04-30,0.05247739125428308,0.20728837035332814,-0.15481097909904507
2022-04-15,2025-05-30,0.05251366836281357,0.21080428836313736,-0.1582906200003238
2022-05-18,2025-06-30,0.09768458951372505,0.2506506486827833,-0.15296605916905825
2022-06-21,2025-07-31,0.09314710604815413,0.2318998469146465,-0.13875274086649236
2022-07-20,2025-08-29,0.18161337855456772,0.3045749054342386,-0.12296152687967088
2022-08-19,2025-09-30,0.22131868322892045,0.3502502749488261,-0.12893159171990565
2022-09-14,2025-10-31,0.23916704671720312,0.38430610042332325,-0.14513905370612012
2022-10-19,2025-11-28,0.27011152942558336,0.4121977515260804,-0.14208622210049704
2022-11-21,2025-12-31,0.33373318464902235,0.42245897495337936,-0.08872579030435701
2022-12-19,2026-01-30,0.3962143926397663,0.46628599165963847,-0.07007159901987214
2023-01-09,2026-02-27,0.3802537703828228,0.4433641817898033,-0.06311041140698048
2023-02-15,2026-03-31,0.2100999373620005,0.36175214769058917,-0.15165221032858867
2023-03-16,2026-04-30,0.28428435162579335,0.41869155019516224,-0.1344071985693689
2023-04-12,2026-05-29,0.21290073542532095,0.38893874025412756,-0.1760380048288066
2023-05-16,2026-06-30,0.3994654164867437,0.3802218175920864,0.01924359889465732
2023-06-09,2026-07-24,0.22527260114931802,0.3602352190438305,-0.13496261789451247
