date,equity,cash,market_value,positions,gross_traded,benchmark_value,daily_return,drawdown
2023-04-24,457792.64864713245,52818.37582570553,404974.2728214269,10,85309.20007629394,1.3228504657745361,-0.004009184950277023,-0.6055904285429993
2023-04-25,447349.5848279246,196596.20222600785,250753.38260191673,7,143964.98087544044,1.316217303276062,-0.022811777013172163,-0.6145876117389371
2023-04-26,442861.9258350284,327974.42190506216,114887.50392996625,4,131549.23368284202,1.3150748014450073,-0.010031660126883613,-0.6184539378266626
2023-04-27,441866.8606501992,348694.97146025114,93171.88918994804,3,20747.521332921777,1.324770450592041,-0.002246897117996749,-0.6193112325741429
2023-04-28,445014.125698195,374267.63491858274,70746.49077961226,2,25605.95119488495,1.3382790088653564,0.007122654646163573,-0.6165997179560948
2023-05-04,463678.3420100821,41521.83543488659,422156.5065751955,10,332646.0056819916,1.3386644124984741,0.04194072779735758,-0.6005196310894613
2023-05-05,458954.3144598794,41521.83543488659,417432.47902499285,10,0.0,1.3342235088348389,-0.010188156577949359,-0.6045895996377388
2023-05-08,467450.52280267986,41521.83543488659,425928.6873677933,10,0.0,1.3494294881820679,0.018512100388029307,-0.5972697226117618
2023-05-09,450492.0064768486,81233.26576102887,369258.74071581976,9,39763.1223852431,1.3378770351409912,-0.036278740740631865,-0.6118802699335324
2023-05-10,441677.34539792046,120031.96244106488,321645.3829568556,9,38849.20064086914,1.3275771141052246,-0.01956674247755197,-0.6194745087422
2023-05-11,442064.8197163183,205660.48959078582,236404.33012553243,8,85739.9891355972,1.3255144357681274,0.0008772791324598295,-0.6191406816693505
2023-05-12,441114.21795245813,311440.32056146034,129673.8973909978,5,105917.52375155155,1.3079434633255005,-0.0021503673702651938,-0.6199596691201502
2023-05-15,433805.5998176766,60881.262887900135,372924.3369297765,10,330452.1041409332,1.3282479047775269,-0.016568539025348827,-0.6262563821735394
2023-05-16,426358.10694891575,100771.255730132,325586.85121878376,9,39941.917334767066,1.3213790655136108,-0.017167811738462824,-0.6326727422428362
2023-05-17,423829.8199882469,194810.35587650002,229019.4641117469,7,94161.51010951039,1.3153870105743408,-0.0059299610338400255,-0.6348509785680034
2023-05-18,425070.8189913875,274955.50606071146,150115.31293067607,5,80249.47450106282,1.3140251636505127,0.002928059670683325,-0.6337818004445589
2023-05-19,424013.66097013815,294407.3745644561,129606.28640568201,4,19477.1888492487,1.3101954460144043,-0.0024870162194567946,-0.6346925910467136
2023-05-22,416961.36587903794,119456.35754542839,297505.00833360956,8,433532.476014578,1.3184294700622559,-0.016632235562799247,-0.6407684699252605
2023-05-23,410515.8519950572,152745.727445809,257770.12454924823,7,33332.7024135182,1.299782395362854,-0.01545830000434767,-0.6463215786881766
2023-05-24,408069.4218537614,226615.57173762977,181453.85011613168,5,73966.0000919403,1.2818129062652588,-0.00595940480594459,-0.6484292915719012
2023-05-25,415514.027804815,343629.7210559903,71884.30674882466,2,117166.46572380149,1.2789596319198608,0.018243479056172518,-0.6420154187159294
2023-05-26,419944.8662688049,343629.7210559903,76315.14521281459,2,0.0,1.2791091203689575,0.010663511139198611,-0.6381980461457454
