scenario,model,capital,maximum_volume_ratio,slippage,annualized_return,maximum_drawdown,sharpe,total_fees,filled_order_count,capacity_limited_order_count,blocked_order_count,maximum_volume_participation,average_absolute_target_gap,p95_absolute_target_gap,maximum_absolute_target_gap,p95_all_day_exposure_drift,longest_unfinished_rebalance_days,average_rounding_error,maximum_rounding_error,average_fee_to_trade_value,maximum_fee_to_trade_value,minimum_cash,minimum_shares,event_chain_valid,engineering_capacity_gate
risk-friction__threshold-0p05__capital-1e+09__volume-0p01__slippage-0p002,risk-friction__threshold-0p05,1000000000.0,0.01,0.002,0.18218441739294766,0.11150288786868934,1.2085782424568594,898098.8295254997,70,46,1,0.009999999626743123,0.09522958766973239,0.45800522649092257,0.5502256407182025,0.0562550048100981,12,3.736751392751785e-08,1.3670853393765725e-07,0.0003000000000000001,0.00030000000000000003,10460812.331624597,0,True,False
production-ensemble__threshold-0p1__capital-10000__volume-0p001__slippage-0p0002,production-ensemble__threshold-0p1,10000.0,0.001,0.0002,0.20403076573973533,0.07991563342620167,1.3637412207158206,180.0,36,0,0,1.4843530915192743e-06,0.004344925188880796,0.008863243768811938,0.010295203592292912,0.029825507834129517,0,0.0034019103808975715,0.012630492949250227,0.0022193925925801006,0.005054578734627054,165.56158000000005,0,True,True
production-ensemble__threshold-0p1__capital-10000__volume-0p001__slippage-0p002,production-ensemble__threshold-0p1,10000.0,0.001,0.002,0.19882026354515592,0.07715772294859358,1.3413332840120527,180.0,36,0,0,1.480668539613658e-06,0.004755455361461547,0.010071050698366918,0.012466710078867183,0.028762638241147248,0,0.003443565662194793,0.012717417616629478,0.0022615708362873953,0.006076434251158472,106.92740000000049,0,True,True
production-ensemble__threshold-0p1__capital-10000__volume-0p005__slippage-0p0002,production-ensemble__threshold-0p1,10000.0,0.005,0.0002,0.20403076573973533,0.07991563342620167,1.3637412207158206,180.0,36,0,0,1.4843530915192743e-06,0.004344925188880796,0.008863243768811938,0.010295203592292912,0.029825507834129517,0,0.0034019103808975715,0.012630492949250227,0.0022193925925801006,0.005054578734627054,165.56158000000005,0,True,True
production-ensemble__threshold-0p1__capital-10000__volume-0p005__slippage-0p002,production-ensemble__threshold-0p1,10000.0,0.005,0.002,0.19882026354515592,0.07715772294859358,1.3413332840120527,180.0,36,0,0,1.480668539613658e-06,0.004755455361461547,0.010071050698366918,0.012466710078867183,0.028762638241147248,0,0.003443565662194793,0.012717417616629478,0.0022615708362873953,0.006076434251158472,106.92740000000049,0,True,True
production-ensemble__threshold-0p1__capital-10000__volume-0p01__slippage-0p0002,production-ensemble__threshold-0p1,10000.0,0.01,0.0002,0.20403076573973533,0.07991563342620167,1.3637412207158206,180.0,36,0,0,1.4843530915192743e-06,0.004344925188880796,0.008863243768811938,0.010295203592292912,0.029825507834129517,0,0.0034019103808975715,0.012630492949250227,0.0022193925925801006,0.005054578734627054,165.56158000000005,0,True,True
production-ensemble__threshold-0p1__capital-10000__volume-0p01__slippage-0p002,production-ensemble__threshold-0p1,10000.0,0.01,0.002,0.19882026354515592,0.07715772294859358,1.3413332840120527,180.0,36,0,0,1.480668539613658e-06,0.004755455361461547,0.010071050698366918,0.012466710078867183,0.028762638241147248,0,0.003443565662194793,0.012717417616629478,0.0022615708362873953,0.006076434251158472,106.92740000000049,0,True,True
production-ensemble__threshold-0p1__capital-50000__volume-0p001__slippage-0p0002,production-ensemble__threshold-0p1,50000.0,0.001,0.0002,0.2107807603754588,0.08016413176339765,1.3928602527719203,192.43083607399998,36,0,0,7.535946464636315e-06,0.0009025974524845848,0.0017345806093045368,0.0021799353179940972,0.029385734284810644,0,0.0007002817411664793,0.0024114356588229025,0.00045612720549270035,0.001045774910612494,657.160419048004,0,True,True
production-ensemble__threshold-0p1__capital-50000__volume-0p001__slippage-0p002,production-ensemble__threshold-0p1,50000.0,0.001,0.002,0.20469972796101255,0.08057795857693817,1.3594935197151021,192.0669539,36,0,0,7.478855961116343e-06,0.0005741714261186434,0.0016330235354341388,0.0019597549462884167,0.02947244926881884,0,0.0006769477180197035,0.0024634159531481126,0.000457596262089503,0.0010476610777859436,560.8752304799942,0,True,True
production-ensemble__threshold-0p1__capital-50000__volume-0p005__slippage-0p0002,production-ensemble__threshold-0p1,50000.0,0.005,0.0002,0.2107807603754588,0.08016413176339765,1.3928602527719203,192.43083607399998,36,0,0,7.535946464636315e-06,0.0009025974524845848,0.0017345806093045368,0.0021799353179940972,0.029385734284810644,0,0.0007002817411664793,0.0024114356588229025,0.00045612720549270035,0.001045774910612494,657.160419048004,0,True,True
production-ensemble__threshold-0p1__capital-50000__volume-0p005__slippage-0p002,production-ensemble__threshold-0p1,50000.0,0.005,0.002,0.20469972796101255,0.08057795857693817,1.3594935197151021,192.0669539,36,0,0,7.478855961116343e-06,0.0005741714261186434,0.0016330235354341388,0.0019597549462884167,0.02947244926881884,0,0.0006769477180197035,0.0024634159531481126,0.000457596262089503,0.0010476610777859436,560.8752304799942,0,True,True
production-ensemble__threshold-0p1__capital-50000__volume-0p01__slippage-0p0002,production-ensemble__threshold-0p1,50000.0,0.01,0.0002,0.2107807603754588,0.08016413176339765,1.3928602527719203,192.43083607399998,36,0,0,7.535946464636315e-06,0.0009025974524845848,0.0017345806093045368,0.0021799353179940972,0.029385734284810644,0,0.0007002817411664793,0.0024114356588229025,0.00045612720549270035,0.001045774910612494,657.160419048004,0,True,True
production-ensemble__threshold-0p1__capital-50000__volume-0p01__slippage-0p002,production-ensemble__threshold-0p1,50000.0,0.01,0.002,0.20469972796101255,0.08057795857693817,1.3594935197151021,192.0669539,36,0,0,7.478855961116343e-06,0.0005741714261186434,0.0016330235354341388,0.0019597549462884167,0.02947244926881884,0,0.0006769477180197035,0.0024634159531481126,0.000457596262089503,0.0010476610777859436,560.8752304799942,0,True,True
production-ensemble__threshold-0p1__capital-100000__volume-0p001__slippage-0p0002,production-ensemble__threshold-0p1,100000.0,0.001,0.0002,0.21151967720740905,0.08013133967271724,1.3955293468634349,300.016077962,36,0,0,1.5128983432792603e-05,0.0004055952798282945,0.0008543430074638217,0.0010814883303090217,0.0300361978456144,0,0.0003508382120494376,0.0012183867102559254,0.0003145896420038845,0.0005320609194344268,1177.2062930500028,0,True,True
production-ensemble__threshold-0p1__capital-100000__volume-0p001__slippage-0p002,production-ensemble__threshold-0p1,100000.0,0.001,0.002,0.20534058398940602,0.08046785461136952,1.3623665527622328,298.34396816,36,0,0,1.4957711922232686e-05,0.00027923023276352866,0.0007031500345846889,0.000794599810866381,0.030116590151543998,0,0.0003580201541102081,0.0011459064248713624,0.0003153260297780247,0.0005425387724248636,1177.9071644000032,0,True,True
production-ensemble__threshold-0p1__capital-100000__volume-0p005__slippage-0p0002,production-ensemble__threshold-0p1,100000.0,0.005,0.0002,0.21151967720740905,0.08013133967271724,1.3955293468634349,300.016077962,36,0,0,1.5128983432792603e-05,0.0004055952798282945,0.0008543430074638217,0.0010814883303090217,0.0300361978456144,0,0.0003508382120494376,0.0012183867102559254,0.0003145896420038845,0.0005320609194344268,1177.2062930500028,0,True,True
production-ensemble__threshold-0p1__capital-100000__volume-0p005__slippage-0p002,production-ensemble__threshold-0p1,100000.0,0.005,0.002,0.20534058398940602,0.08046785461136952,1.3623665527622328,298.34396816,36,0,0,1.4957711922232686e-05,0.00027923023276352866,0.0007031500345846889,0.000794599810866381,0.030116590151543998,0,0.0003580201541102081,0.0011459064248713624,0.0003153260297780247,0.0005425387724248636,1177.9071644000032,0,True,True
production-ensemble__threshold-0p1__capital-100000__volume-0p01__slippage-0p0002,production-ensemble__threshold-0p1,100000.0,0.01,0.0002,0.21151967720740905,0.08013133967271724,1.3955293468634349,300.016077962,36,0,0,1.5128983432792603e-05,0.0004055952798282945,0.0008543430074638217,0.0010814883303090217,0.0300361978456144,0,0.0003508382120494376,0.0012183867102559254,0.0003145896420038845,0.0005320609194344268,1177.2062930500028,0,True,True
production-ensemble__threshold-0p1__capital-100000__volume-0p01__slippage-0p002,production-ensemble__threshold-0p1,100000.0,0.01,0.002,0.20534058398940602,0.08046785461136952,1.3623665527622328,298.34396816,36,0,0,1.4957711922232686e-05,0.00027923023276352866,0.0007031500345846889,0.000794599810866381,0.030116590151543998,0,0.0003580201541102081,0.0011459064248713624,0.0003153260297780247,0.0005425387724248636,1177.9071644000032,0,True,True
production-ensemble__threshold-0p1__capital-500000__volume-0p001__slippage-0p0002,production-ensemble__threshold-0p1,500000.0,0.001,0.0002,0.21159198968051318,0.08036352878646902,1.3947129010591224,1468.842955896,36,0,0,7.564491716396302e-05,6.759772026799403e-05,0.00017183354314633664,0.00020986621838955943,0.03023334039605552,0,7.091833360656212e-05,0.0002455588958520938,0.0003,0.0003,5828.372001039938,0,True,True
production-ensemble__threshold-0p1__capital-500000__volume-0p001__slippage-0p002,production-ensemble__threshold-0p1,500000.0,0.001,0.002,0.20550343489385292,0.08059192560876527,1.3623158357649816,1459.2134486399998,36,0,0,7.490274061820337e-05,0.00012126342995477118,0.000465115241665634,0.0005602829358906103,0.03031881474829587,0,7.115104940968696e-05,0.0002437524621946019,0.0003,0.00030000000000000003,5521.312338619971,0,True,True
production-ensemble__threshold-0p1__capital-500000__volume-0p005__slippage-0p0002,production-ensemble__threshold-0p1,500000.0,0.005,0.0002,0.21159198968051318,0.08036352878646902,1.3947129010591224,1468.842955896,36,0,0,7.564491716396302e-05,6.759772026799403e-05,0.00017183354314633664,0.00020986621838955943,0.03023334039605552,0,7.091833360656212e-05,0.0002455588958520938,0.0003,0.0003,5828.372001039938,0,True,True
production-ensemble__threshold-0p1__capital-500000__volume-0p005__slippage-0p002,production-ensemble__threshold-0p1,500000.0,0.005,0.002,0.20550343489385292,0.08059192560876527,1.3623158357649816,1459.2134486399998,36,0,0,7.490274061820337e-05,0.00012126342995477118,0.000465115241665634,0.0005602829358906103,0.03031881474829587,0,7.115104940968696e-05,0.0002437524621946019,0.0003,0.00030000000000000003,5521.312338619971,0,True,True
production-ensemble__threshold-0p1__capital-500000__volume-0p01__slippage-0p0002,production-ensemble__threshold-0p1,500000.0,0.01,0.0002,0.21159198968051318,0.08036352878646902,1.3947129010591224,1468.842955896,36,0,0,7.564491716396302e-05,6.759772026799403e-05,0.00017183354314633664,0.00020986621838955943,0.03023334039605552,0,7.091833360656212e-05,0.0002455588958520938,0.0003,0.0003,5828.372001039938,0,True,True
production-ensemble__threshold-0p1__capital-500000__volume-0p01__slippage-0p002,production-ensemble__threshold-0p1,500000.0,0.01,0.002,0.20550343489385292,0.08059192560876527,1.3623158357649816,1459.2134486399998,36,0,0,7.490274061820337e-05,0.00012126342995477118,0.000465115241665634,0.0005602829358906103,0.03031881474829587,0,7.115104940968696e-05,0.0002437524621946019,0.0003,0.00030000000000000003,5521.312338619971,0,True,True
production-ensemble__threshold-0p1__capital-1e+06__volume-0p001__slippage-0p0002,production-ensemble__threshold-0p1,1000000.0,0.001,0.0002,0.21159015428708994,0.08040063294733102,1.3945650283702924,2938.0010621459996,36,0,0,0.00015128983432792604,3.415015204618945e-05,0.00010303786095410689,0.00010765648026067609,0.030287590049545676,0,3.771574583227096e-05,0.0001268240868967374,0.0003,0.00030000000000000003,11641.966901180216,0,True,True
production-ensemble__threshold-0p1__capital-1e+06__volume-0p001__slippage-0p002,production-ensemble__threshold-0p1,1000000.0,0.001,0.002,0.20550779642805805,0.0806289229922037,1.362157348855265,2918.69471136,36,0,0,0.00014980548123640674,0.00014859860772466668,0.000532829542358268,0.0006666860475063041,0.030415831447250352,0,3.535604884887583e-05,0.00011419428955317112,0.0003,0.00030000000000000003,10918.004302000129,0,True,True
production-ensemble__threshold-0p1__capital-1e+06__volume-0p005__slippage-0p0002,production-ensemble__threshold-0p1,1000000.0,0.005,0.0002,0.21159015428708994,0.08040063294733102,1.3945650283702924,2938.0010621459996,36,0,0,0.00015128983432792604,3.415015204618945e-05,0.00010303786095410689,0.00010765648026067609,0.030287590049545676,0,3.771574583227096e-05,0.0001268240868967374,0.0003,0.00030000000000000003,11641.966901180216,0,True,True
production-ensemble__threshold-0p1__capital-1e+06__volume-0p005__slippage-0p002,production-ensemble__threshold-0p1,1000000.0,0.005,0.002,0.20550779642805805,0.0806289229922037,1.362157348855265,2918.69471136,36,0,0,0.00014980548123640674,0.00014859860772466668,0.000532829542358268,0.0006666860475063041,0.030415831447250352,0,3.535604884887583e-05,0.00011419428955317112,0.0003,0.00030000000000000003,10918.004302000129,0,True,True
production-ensemble__threshold-0p1__capital-1e+06__volume-0p01__slippage-0p0002,production-ensemble__threshold-0p1,1000000.0,0.01,0.0002,0.21159015428708994,0.08040063294733102,1.3945650283702924,2938.0010621459996,36,0,0,0.00015128983432792604,3.415015204618945e-05,0.00010303786095410689,0.00010765648026067609,0.030287590049545676,0,3.771574583227096e-05,0.0001268240868967374,0.0003,0.00030000000000000003,11641.966901180216,0,True,True
production-ensemble__threshold-0p1__capital-1e+06__volume-0p01__slippage-0p002,production-ensemble__threshold-0p1,1000000.0,0.01,0.002,0.20550779642805805,0.0806289229922037,1.362157348855265,2918.69471136,36,0,0,0.00014980548123640674,0.00014859860772466668,0.000532829542358268,0.0006666860475063041,0.030415831447250352,0,3.535604884887583e-05,0.00011419428955317112,0.0003,0.00030000000000000003,10918.004302000129,0,True,True
production-ensemble__threshold-0p1__capital-5e+06__volume-0p001__slippage-0p0002,production-ensemble__threshold-0p1,5000000.0,0.001,0.0002,0.211594098235256,0.08042953747758419,1.39448644491489,14690.284947,36,0,0,0.0007566775336537101,3.0296336178297262e-05,0.00010539529368845668,0.00013414121887111996,0.03033599742240889,0,7.027455180862978e-06,2.3999187665657562e-05,0.0003,0.0003,58013.98429414082,0,True,True
production-ensemble__threshold-0p1__capital-5e+06__volume-0p001__slippage-0p002,production-ensemble__threshold-0p1,5000000.0,0.001,0.002,0.2055082080751438,0.08065866177664238,1.3620728356618628,14594.52378768,36,0,0,0.0007490844966855537,0.00016941558231694227,0.0005389282649064381,0.0006942489459469403,0.030444728501350632,0,7.046799011464553e-06,2.282336828696163e-05,0.0003,0.0003,54429.33357471933,0,True,True
production-ensemble__threshold-0p1__capital-5e+06__volume-0p005__slippage-0p0002,production-ensemble__threshold-0p1,5000000.0,0.005,0.0002,0.211594098235256,0.08042953747758419,1.39448644491489,14690.284947,36,0,0,0.0007566775336537101,3.0296336178297262e-05,0.00010539529368845668,0.00013414121887111996,0.03033599742240889,0,7.027455180862978e-06,2.3999187665657562e-05,0.0003,0.0003,58013.98429414082,0,True,True
production-ensemble__threshold-0p1__capital-5e+06__volume-0p005__slippage-0p002,production-ensemble__threshold-0p1,5000000.0,0.005,0.002,0.2055082080751438,0.08065866177664238,1.3620728356618628,14594.52378768,36,0,0,0.0007490844966855537,0.00016941558231694227,0.0005389282649064381,0.0006942489459469403,0.030444728501350632,0,7.046799011464553e-06,2.282336828696163e-05,0.0003,0.0003,54429.33357471933,0,True,True
production-ensemble__threshold-0p1__capital-5e+06__volume-0p01__slippage-0p0002,production-ensemble__threshold-0p1,5000000.0,0.01,0.0002,0.211594098235256,0.08042953747758419,1.39448644491489,14690.284947,36,0,0,0.0007566775336537101,3.0296336178297262e-05,0.00010539529368845668,0.00013414121887111996,0.03033599742240889,0,7.027455180862978e-06,2.3999187665657562e-05,0.0003,0.0003,58013.98429414082,0,True,True
production-ensemble__threshold-0p1__capital-5e+06__volume-0p01__slippage-0p002,production-ensemble__threshold-0p1,5000000.0,0.01,0.002,0.2055082080751438,0.08065866177664238,1.3620728356618628,14594.52378768,36,0,0,0.0007490844966855537,0.00016941558231694227,0.0005389282649064381,0.0006942489459469403,0.030444728501350632,0,7.046799011464553e-06,2.282336828696163e-05,0.0003,0.0003,54429.33357471933,0,True,True
production-ensemble__threshold-0p1__capital-1e+07__volume-0p001__slippage-0p0002,production-ensemble__threshold-0p1,10000000.0,0.001,0.0002,0.21125655489367112,0.08043190837373326,1.3927879917118788,28767.240190211996,40,5,0,0.000999997259655831,0.00903621913180929,0.08291122066186737,0.09512743995664924,0.03188341733432343,1,3.4359430369276292e-06,1.1689511164592048e-05,0.0003,0.0003,116021.56747325575,0,True,False
production-ensemble__threshold-0p1__capital-1e+07__volume-0p001__slippage-0p002,production-ensemble__threshold-0p1,10000000.0,0.001,0.002,0.20533267648376818,0.080660313754083,1.3613506536518922,28589.932105379994,40,5,0,0.000999997259655831,0.008989696360474295,0.08132205119255331,0.09461091458160434,0.03197858001783577,1,3.5213405442169867e-06,1.1873582413501893e-05,0.0003,0.00030000000000000003,109063.61811997913,0,True,False
production-ensemble__threshold-0p1__capital-1e+07__volume-0p005__slippage-0p0002,production-ensemble__threshold-0p1,10000000.0,0.005,0.0002,0.21159729944883865,0.08042998942252544,1.3944933149074255,29381.129627219998,36,0,0,0.00151341215781094,3.3873150318613885e-05,0.00011166067220712284,0.00014356625687794722,0.030344610641084985,0,3.558240819238785e-06,1.1700234935352327e-05,0.0003,0.0003,115917.10258163196,0,True,True
production-ensemble__threshold-0p1__capital-1e+07__volume-0p005__slippage-0p002,production-ensemble__threshold-0p1,10000000.0,0.005,0.002,0.20550883229729555,0.08065959871920236,1.3620645424999078,29189.285175659996,36,0,0,0.0014982260838746274,0.0001741490347303517,0.0005455958266954303,0.0006950356979338324,0.03044453180219389,0,3.5688802886021717e-06,1.2302797063878934e-05,0.0003,0.0003,108849.37728355931,0,True,True
production-ensemble__threshold-0p1__capital-1e+07__volume-0p01__slippage-0p0002,production-ensemble__threshold-0p1,10000000.0,0.01,0.0002,0.21159729944883865,0.08042998942252544,1.3944933149074255,29381.129627219998,36,0,0,0.00151341215781094,3.3873150318613885e-05,0.00011166067220712284,0.00014356625687794722,0.030344610641084985,0,3.558240819238785e-06,1.1700234935352327e-05,0.0003,0.0003,115917.10258163196,0,True,True
production-ensemble__threshold-0p1__capital-1e+07__volume-0p01__slippage-0p002,production-ensemble__threshold-0p1,10000000.0,0.01,0.002,0.20550883229729555,0.08065959871920236,1.3620645424999078,29189.285175659996,36,0,0,0.0014982260838746274,0.0001741490347303517,0.0005455958266954303,0.0006950356979338324,0.03044453180219389,0,3.5688802886021717e-06,1.2302797063878934e-05,0.0003,0.0003,108849.37728355931,0,True,True
production-ensemble__threshold-0p1__capital-5e+07__volume-0p001__slippage-0p0002,production-ensemble__threshold-0p1,50000000.0,0.001,0.0002,0.18040518423835672,0.08175019355115665,1.3203315528056134,102351.45020535798,89,59,0,0.000999999314160774,0.06250990250629393,0.2057285427710722,0.251874289655858,0.06923904566218778,7,7.19499600589694e-07,2.3837668042814286e-06,0.00030179501568802726,0.00045975639623442957,565812.1832849713,0,True,False
production-ensemble__threshold-0p1__capital-5e+07__volume-0p001__slippage-0p002,production-ensemble__threshold-0p1,50000000.0,0.001,0.002,0.17599324075559442,0.08192354360794118,1.2925746336408912,101930.83005895998,89,59,0,0.000999999314160774,0.06222879879733854,0.20569589653230297,0.2517956250746497,0.06889393228480167,7,7.575670046853277e-07,2.6026914841104087e-06,0.0003080626165502529,0.0010175728729725113,558217.3831578189,0,True,False
production-ensemble__threshold-0p1__capital-5e+07__volume-0p005__slippage-0p0002,production-ensemble__threshold-0p1,50000000.0,0.005,0.0002,0.21125881930984947,0.08043251070489799,1.3927891634370617,143837.650028904,40,5,0,0.004999990911063495,0.009038311458260844,0.0829106804207682,0.09512198530416956,0.03188662118296093,1,6.834465734733914e-07,2.408204547277304e-06,0.0003,0.00030000000000000003,579981.3243587692,0,True,False
production-ensemble__threshold-0p1__capital-5e+07__volume-0p005__slippage-0p002,production-ensemble__threshold-0p1,50000000.0,0.005,0.002,0.2053329855108248,0.08066215242283636,1.3613409397804281,142949.92794347997,40,5,0,0.004999990911063495,0.008992947413393215,0.08132516316904258,0.09461088988009646,0.03198328596348696,1,7.185322961358427e-07,2.431134276892344e-06,0.0003,0.0003,545234.8062806352,0,True,False
production-ensemble__threshold-0p1__capital-5e+07__volume-0p01__slippage-0p0002,production-ensemble__threshold-0p1,50000000.0,0.01,0.0002,0.21159831503763238,0.08043294069297469,1.3944853860694522,146907.70757566797,36,0,0,0.0075673462415722995,3.791795599945973e-05,0.00011783986689807568,0.00015095781200225034,0.030350244440025265,0,7.016142102458477e-07,2.486128513723429e-06,0.0003,0.00030000000000000003,579151.9468821964,0,True,True
production-ensemble__threshold-0p1__capital-5e+07__volume-0p01__slippage-0p002,production-ensemble__threshold-0p1,50000000.0,0.01,0.002,0.2055080226295909,0.08066213031742442,1.3620500194784804,145946.71273014,36,0,0,0.007491358781387217,0.00017786666784213605,0.000547484512564464,0.0006947130219643327,0.03044161455800469,0,6.905915548775385e-07,2.2739628025014724e-06,0.0003,0.00030000000000000003,544265.9369897975,0,True,True
production-ensemble__threshold-0p1__capital-1e+08__volume-0p001__slippage-0p0002,production-ensemble__threshold-0p1,100000000.0,0.001,0.0002,0.16165977154641853,0.08245410330804137,1.233268443738395,172894.859513334,134,107,1,0.0009999993938173,0.07855384376884808,0.22454313522369632,0.3517471868343198,0.12552387754863,10,3.983564639935409e-07,1.2971196523825501e-06,0.0003,0.00030000000000000003,1066241.6368737041,0,True,False
production-ensemble__threshold-0p1__capital-1e+08__volume-0p001__slippage-0p002,production-ensemble__threshold-0p1,100000000.0,0.001,0.002,0.1578562110688575,0.08262968863436349,1.2081481319284457,172406.12942964,134,107,1,0.0009999993938173,0.07824632332685535,0.2243674487611948,0.35171311908174774,0.1253839842950221,10,3.975762221923079e-07,1.3507321519057314e-06,0.00030000000000000003,0.00030000000000000003,1060077.2499564248,0,True,False
production-ensemble__threshold-0p1__capital-1e+08__volume-0p005__slippage-0p0002,production-ensemble__threshold-0p1,100000000.0,0.005,0.0002,0.2106389002602862,0.08043288318783004,1.3897440447015557,260153.39610195596,52,20,0,0.004999999752345302,0.03349651211856716,0.1569175161893607,0.21897398769623788,0.037419211619272696,4,3.3320557443464854e-07,1.1227044229844552e-06,0.0003,0.00030000000000000003,1196127.3323501209,0,True,False
production-ensemble__threshold-0p1__capital-1e+08__volume-0p005__slippage-0p002,production-ensemble__threshold-0p1,100000000.0,0.005,0.002,0.20524130452123734,0.08066227671645143,1.3612604448904495,258842.09225075995,52,20,0,0.004999999752345302,0.03322380084081145,0.15637023436590977,0.21770282681066275,0.037518443046926475,4,3.48301240982417e-07,1.2329002520572452e-06,0.0003,0.00030000000000000003,1142815.8608537903,0,True,False
production-ensemble__threshold-0p1__capital-1e+08__volume-0p01__slippage-0p0002,production-ensemble__threshold-0p1,100000000.0,0.01,0.0002,0.21125906220980561,0.08043293657732331,1.3927885697494962,287675.72230266593,40,5,0,0.009999993312502523,0.009038748201356838,0.08291152200979336,0.0951219415676447,0.03188815098406106,1,3.320022018900306e-07,1.1896298661162596e-06,0.0003,0.0003,1160018.648220869,0,True,False
production-ensemble__threshold-0p1__capital-1e+08__volume-0p01__slippage-0p002,production-ensemble__threshold-0p1,100000000.0,0.01,0.002,0.2053334822685855,0.08066227156586514,1.3613417669387862,285900.82330901996,40,5,0,0.009999993312502523,0.008993375545848658,0.0813260050930368,0.09460997879334654,0.031984819256098584,1,3.6005411112256787e-07,1.2548957050440013e-06,0.0003,0.0003,1090394.8579171149,0,True,False
production-ensemble__threshold-0p1__capital-5e+08__volume-0p001__slippage-0p0002,production-ensemble__threshold-0p1,500000000.0,0.001,0.0002,0.1122814466170845,0.09449762708720721,0.9810646497639813,492451.15273501794,321,309,1,0.000999999871187156,0.12547055840812985,0.36177647961944165,0.5338023951579853,0.2563993185158728,74,8.552326422351639e-08,2.940118074001852e-07,0.0002999999999999999,0.00030000000000000003,180206444.94657123,0,True,False
production-ensemble__threshold-0p1__capital-5e+08__volume-0p001__slippage-0p002,production-ensemble__threshold-0p1,500000000.0,0.001,0.002,0.11011902890795522,0.09463213691220973,0.963811930301568,492028.44824389997,320,308,1,0.000999999871187156,0.1257379928770997,0.36188129619571807,0.5334447090808022,0.2562580357547938,74,8.197875322013395e-08,3.0964135022681916e-07,0.0003007642731114402,0.000544567395660887,179312316.28389496,0,True,False
production-ensemble__threshold-0p1__capital-5e+08__volume-0p005__slippage-0p0002,production-ensemble__threshold-0p1,500000000.0,0.005,0.0002,0.16165984705590208,0.08245422628464705,1.2332681415895808,864478.7076605698,134,107,1,0.004999999813371562,0.07855317715270857,0.2245431304185238,0.3517468467875503,0.12552301131628188,10,7.924755278215201e-08,2.5783559731706873e-07,0.00030000000000000003,0.0003,5331034.338108452,0,True,False
production-ensemble__threshold-0p1__capital-5e+08__volume-0p005__slippage-0p002,production-ensemble__threshold-0p1,500000000.0,0.005,0.002,0.1578563057592839,0.0826299665941106,1.2081474608323022,862036.1963989198,134,107,1,0.004999999813371562,0.07824576480308788,0.22436721132624168,0.35171277886649754,0.1253831902992154,10,7.891415123604305e-08,2.6004136355339824e-07,0.00030000000000000003,0.00030000000000000003,5300398.751525955,0,True,False
production-ensemble__threshold-0p1__capital-5e+08__volume-0p01__slippage-0p0002,production-ensemble__threshold-0p1,500000000.0,0.01,0.0002,0.18040534248065065,0.08175063023286888,1.3203298214007577,1023499.3444550339,89,59,0,0.00999999970936401,0.06250931396474955,0.20572839652644798,0.25187315871435395,0.06923677263548303,7,7.090166671003253e-08,2.40974746879008e-07,0.0002999999999999999,0.0003,5658022.554868775,0,True,False
production-ensemble__threshold-0p1__capital-5e+08__volume-0p01__slippage-0p002,production-ensemble__threshold-0p1,500000000.0,0.01,0.002,0.1759933777879592,0.08192400217421492,1.2925732124543041,1019275.65884244,89,59,0,0.00999999970936401,0.06222821285017604,0.2056958542142505,0.2517938850039878,0.0688920698363421,7,7.274000167570366e-08,2.759671723917556e-07,0.0002999999999999999,0.00030000000000000003,5581727.041394469,0,True,False
production-ensemble__threshold-0p1__capital-1e+09__volume-0p001__slippage-0p0002,production-ensemble__threshold-0p1,1000000000.0,0.001,0.0002,0.0986621765614788,0.09416159553616688,0.9131364588934178,556957.779781176,338,332,1,0.000999999871187156,0.15528681573013597,0.506753727527652,0.6268948523079652,0.3261860921403327,126,4.387256917038467e-08,1.5302077682743942e-07,0.0003,0.00030000000000000003,480541594.608983,0,True,False
production-ensemble__threshold-0p1__capital-1e+09__volume-0p001__slippage-0p002,production-ensemble__threshold-0p1,1000000000.0,0.001,0.002,0.09747050548278735,0.09435141931913305,0.903119964380701,556649.22522588,338,332,1,0.000999999871187156,0.15529453163306445,0.5064284914677524,0.6267421819282328,0.326052790403183,126,4.44993897672841e-08,1.5322294727448948e-07,0.0003,0.00030000000000000003,479446506.2483404,0,True,False
production-ensemble__threshold-0p1__capital-1e+09__volume-0p005__slippage-0p0002,production-ensemble__threshold-0p1,1000000000.0,0.005,0.0002,0.15005521442822523,0.08524595974916416,1.1289959818891995,1491926.3843870638,211,191,1,0.0049999999189753305,0.10565620635937925,0.26149688560355083,0.420517410830052,0.1895654804291006,41,3.820542577480215e-08,1.2615589731201915e-07,0.0003,0.00030000000000000003,11239989.252520332,0,True,False
production-ensemble__threshold-0p1__capital-1e+09__volume-0p005__slippage-0p002,production-ensemble__threshold-0p1,1000000000.0,0.005,0.002,0.14684260477607336,0.08537324528295664,1.1079420954143278,1487672.9437098599,211,191,1,0.0049999999189753305,0.1051983917835508,0.26095009710876227,0.4205088954901922,0.18874195469027147,41,3.9754792470291354e-08,1.3904714007972885e-07,0.0003,0.00030000000000000003,11172984.083363347,0,True,False
production-ensemble__threshold-0p1__capital-1e+09__volume-0p01__slippage-0p0002,production-ensemble__threshold-0p1,1000000000.0,0.01,0.0002,0.1616598668205207,0.08245423787395367,1.233268162413572,1728958.596877578,134,107,1,0.00999999970936401,0.07855307351602484,0.22454309641885478,0.3517468467875503,0.12552296368918514,10,4.171650865499052e-08,1.312438249190251e-07,0.00030000000000000003,0.0003,10662062.738866622,0,True,False
