execution_date,symbol,rank,selected
2019-12-02,SH600720,3,True
2019-12-02,SZ002884,4,True
2019-12-02,SZ000933,5,True
2019-12-02,SH600449,6,True
2019-12-02,SZ000910,7,True
2019-12-02,SZ000791,8,True
2019-12-02,SH600267,9,True
2019-12-02,SH600261,10,True
2019-12-02,SZ002444,11,True
2019-12-02,SZ300625,12,True
2019-12-02,SH603886,13,True
2019-12-02,SH601222,14,True
2019-12-02,SH600097,15,True
2019-12-02,SZ000932,16,True
2019-12-02,SZ000069,17,True
2019-12-02,SZ002664,18,True
2019-12-02,SH601006,19,True
2019-12-02,SH603585,20,True
2020-01-02,SH600382,1,True
2020-01-02,SH600510,2,True
2020-01-02,SH600449,3,True
2020-01-02,SZ002884,4,True
2020-01-02,SH600720,5,True
2020-01-02,SZ000933,6,True
2020-01-02,SH600267,7,True
2020-01-02,SZ000910,8,True
2020-01-02,SZ000791,9,True
2020-01-02,SH600097,10,True
2020-01-02,SH603886,11,True
2020-01-02,SH600261,12,True
2020-01-02,SZ002444,13,True
2020-01-02,SZ300625,14,True
2020-01-02,SH603858,15,True
2020-01-02,SH601006,16,True
2020-01-02,SZ000932,17,True
2020-01-02,SH603585,18,True
2020-01-02,SH601222,19,True
2020-01-02,SH603458,20,True
2020-02-03,SH600382,1,True
2020-02-03,SH600449,2,True
2020-02-03,SZ000933,3,True
2020-02-03,SH600720,4,True
2020-02-03,SZ002884,5,True
2020-02-03,SZ000910,6,True
2020-02-03,SH600510,7,True
2020-02-03,SH600261,8,True
2020-02-03,SZ000791,9,True
2020-02-03,SH600267,10,True
2020-02-03,SH600097,11,True
2020-02-03,SH603585,12,True
2020-02-03,SH603886,13,True
2020-02-03,SZ300625,14,True
2020-02-03,SH603858,15,True
2020-02-03,SH601006,16,True
2020-02-03,SZ000932,17,True
2020-02-03,SZ300107,18,True
2020-02-03,SH603277,19,True
2020-02-03,SH601222,20,True
2020-03-02,SH600382,1,True
2020-03-02,SH600449,2,True
2020-03-02,SZ000933,3,True
2020-03-02,SZ300625,4,True
2020-03-02,SZ000910,5,True
2020-03-02,SH600261,6,True
2020-03-02,SZ000791,7,True
2020-03-02,SH603585,8,True
2020-03-02,SH603886,9,True
2020-03-02,SH600720,10,True
2020-03-02,SH603458,11,True
2020-03-02,SZ002724,12,True
2020-03-02,SH600097,13,True
2020-03-02,SZ300107,14,True
2020-03-02,SZ002884,15,True
2020-03-02,SZ002360,16,True
2020-03-02,SH601006,17,True
2020-03-02,SH600516,18,True
2020-03-02,SH603858,19,True
2020-03-02,SH600750,20,True
2020-04-01,SZ000933,1,True
2020-04-01,SZ000910,2,True
2020-04-01,SZ000877,3,True
2020-04-01,SH600382,4,True
2020-04-01,SZ300625,5,True
2020-04-01,SH600261,6,True
2020-04-01,SZ002746,7,True
2020-04-01,SH601006,8,True
2020-04-01,SH600097,9,True
2020-04-01,SZ002444,10,True
2020-04-01,SH603858,11,True
2020-04-01,SH603458,12,True
2020-04-01,SH603277,13,True
2020-04-01,SH600668,14,True
2020-04-01,SZ002233,15,True
2020-04-01,SZ002724,16,True
2020-04-01,SH600516,17,True
2020-04-01,SZ002664,18,True
2020-04-01,SH603808,19,True
2020-04-01,SH600987,20,True
2020-05-06,SH600051,1,True
2020-05-06,SH603357,2,True
2020-05-06,SH600750,3,True
2020-05-06,SH601000,4,True
2020-05-06,SH600566,5,True
2020-05-06,SZ002884,6,True
2020-05-06,SZ000922,7,True
2020-05-06,SH600064,8,True
2020-05-06,SZ002270,9,True
2020-05-06,SZ000600,10,True
2020-05-06,SH600382,11,True
2020-05-06,SH600352,12,True
2020-05-06,SH600035,13,True
2020-05-06,SZ002234,14,True
2020-05-06,SZ002583,15,True
2020-05-06,SH600211,16,True
2020-05-06,SH600682,17,True
2020-05-06,SZ002440,18,True
2020-05-06,SZ002394,19,True
2020-05-06,SH600261,20,True
2020-06-01,SH600051,1,True
2020-06-01,SH601000,2,True
2020-06-01,SH603357,3,True
2020-06-01,SH600750,4,True
2020-06-01,SZ002583,5,True
2020-06-01,SH600566,6,True
2020-06-01,SZ002270,7,True
2020-06-01,SZ002884,8,True
2020-06-01,SZ002234,9,True
2020-06-01,SZ000922,10,True
2020-06-01,SH600035,11,True
2020-06-01,SZ000600,12,True
2020-06-01,SH600382,13,True
2020-06-01,SZ002440,14,True
2020-06-01,SH600682,15,True
2020-06-01,SH600064,16,True
2020-06-01,SH600777,17,True
2020-06-01,SH600062,18,True
2020-06-01,SH601677,19,True
2020-06-01,SH600352,20,True
2020-07-01,SH600051,1,True
2020-07-01,SH601000,2,True
2020-07-01,SH603357,3,True
2020-07-01,SZ002270,4,True
2020-07-01,SZ000922,5,True
2020-07-01,SZ002884,6,True
2020-07-01,SH600566,7,True
2020-07-01,SH600750,8,True
2020-07-01,SZ002234,9,True
2020-07-01,SH600382,10,True
2020-07-01,SZ002583,11,True
2020-07-01,SH600777,12,True
2020-07-01,SH600261,13,True
2020-07-01,SZ002440,14,True
2020-07-01,SH600064,15,True
2020-07-01,SH601677,16,True
2020-07-01,SZ000600,17,True
2020-07-01,SH600496,18,True
2020-07-01,SZ002746,19,True
2020-07-01,SZ002394,20,True
2020-08-03,SH601000,1,True
2020-08-03,SH603357,2,True
2020-08-03,SH600051,3,True
2020-08-03,SZ002884,4,True
2020-08-03,SZ002234,5,True
2020-08-03,SZ002270,6,True
2020-08-03,SH600750,7,True
2020-08-03,SZ002664,8,True
2020-08-03,SH600566,9,True
2020-08-03,SH600382,10,True
2020-08-03,SZ000922,11,True
2020-08-03,SH600064,12,True
2020-08-03,SZ002440,13,True
2020-08-03,SZ000581,14,True
2020-08-03,SZ002583,15,True
2020-08-03,SH603586,16,True
2020-08-03,SZ002543,17,True
2020-08-03,SZ002394,18,True
2020-08-03,SH600062,19,True
2020-08-03,SH600352,20,True
2020-09-01,SH600449,1,True
2020-09-01,SH601677,2,True
2020-09-01,SH601717,3,True
2020-09-01,SH600261,4,True
2020-09-01,SH601000,5,True
2020-09-01,SZ002394,6,True
2020-09-01,SZ002403,7,True
2020-09-01,SH600668,8,True
2020-09-01,SZ002869,9,True
2020-09-01,SH600023,10,True
2020-09-01,SZ000027,11,True
2020-09-01,SZ002432,12,True
2020-09-01,SZ300552,13,True
2020-09-01,SH603556,14,True
2020-09-01,SH601006,15,True
2020-09-01,SH600026,16,True
2020-09-01,SZ002406,17,True
2020-09-01,SZ000922,18,True
2020-09-01,SZ000581,19,True
2020-09-01,SH600273,20,True
2020-10-09,SH600449,1,True
2020-10-09,SH600720,2,True
2020-10-09,SH601677,3,True
2020-10-09,SZ002869,4,True
2020-10-09,SH600261,5,True
2020-10-09,SZ002432,6,True
2020-10-09,SH601000,7,True
2020-10-09,SZ002394,8,True
2020-10-09,SZ002403,9,True
2020-10-09,SZ000027,10,True
2020-10-09,SH603556,11,True
2020-10-09,SH601717,12,True
2020-10-09,SH600023,13,True
2020-10-09,SZ000922,14,True
2020-10-09,SH600668,15,True
2020-10-09,SZ300552,16,True
2020-10-09,SH601006,17,True
2020-10-09,SH600026,18,True
2020-10-09,SZ002406,19,True
2020-10-09,SH603012,20,True
2020-11-02,SH600720,1,True
2020-11-02,SH600449,2,True
2020-11-02,SZ300552,3,True
2020-11-02,SH600261,4,True
2020-11-02,SH603886,5,True
2020-11-02,SZ002724,6,True
2020-11-02,SH603277,7,True
2020-11-02,SZ000922,8,True
2020-11-02,SZ000883,9,True
2020-11-02,SZ002124,10,True
2020-11-02,SZ000910,11,True
2020-11-02,SZ002236,12,True
2020-11-02,SH600668,13,True
2020-11-02,SZ002033,14,True
2020-11-02,SH600368,15,True
2020-11-02,SH600023,16,True
2020-11-02,SZ000069,17,True
2020-11-02,SZ000581,18,True
2020-11-02,SH600067,19,True
2020-11-02,SZ000791,20,True
2020-12-01,SH600720,1,True
2020-12-01,SH600449,2,True
2020-12-01,SH600261,3,True
2020-12-01,SH603886,4,True
2020-12-01,SZ300552,5,True
2020-12-01,SZ000922,6,True
2020-12-01,SZ002236,7,True
2020-12-01,SZ300625,8,True
2020-12-01,SZ000883,9,True
2020-12-01,SZ002033,10,True
2020-12-01,SZ002124,11,True
2020-12-01,SZ000910,12,True
2020-12-01,SZ000069,13,True
2020-12-01,SH600368,14,True
2020-12-01,SZ002382,15,True
2020-12-01,SH600067,16,True
2020-12-01,SZ000581,17,True
2020-12-01,SH603556,18,True
2020-12-01,SZ002312,19,True
2020-12-01,SH600023,20,True
2021-01-04,SH600720,1,True
2021-01-04,SH600449,2,True
2021-01-04,SH603886,3,True
2021-01-04,SH600261,4,True
2021-01-04,SZ002124,5,True
2021-01-04,SZ002724,6,True
2021-01-04,SZ000883,7,True
2021-01-04,SZ000910,8,True
2021-01-04,SZ300625,9,True
2021-01-04,SZ002100,10,True
2021-01-04,SH600023,11,True
2021-01-04,SZ000922,12,True
2021-01-04,SH603556,13,True
2021-01-04,SZ000581,14,True
2021-01-04,SZ000612,15,True
2021-01-04,SH600067,16,True
2021-01-04,SH600368,17,True
2021-01-04,SZ300552,18,True
2021-01-04,SZ002381,19,True
2021-01-04,SZ002322,20,True
2021-02-01,SH600720,1,True
2021-02-01,SH600449,2,True
2021-02-01,SH603886,3,True
2021-02-01,SZ002100,4,True
2021-02-01,SZ000910,5,True
2021-02-01,SH600261,6,True
2021-02-01,SZ002724,7,True
2021-02-01,SZ000883,8,True
2021-02-01,SZ300625,9,True
2021-02-01,SZ002124,10,True
2021-02-01,SH600273,11,True
2021-02-01,SZ002322,12,True
2021-02-01,SH603556,13,True
2021-02-01,SH600368,14,True
2021-02-01,SH600067,15,True
2021-02-01,SH600023,16,True
2021-02-01,SH600028,17,True
2021-02-01,SZ300552,18,True
2021-02-01,SZ002033,19,True
2021-02-01,SZ000069,20,True
2021-03-01,SH600720,1,True
2021-03-01,SH600449,2,True
2021-03-01,SH603886,3,True
2021-03-01,SH600261,4,True
2021-03-01,SZ000910,5,True
2021-03-01,SZ300552,6,True
2021-03-01,SZ000883,7,True
2021-03-01,SZ002724,8,True
2021-03-01,SZ300625,9,True
2021-03-01,SH600273,10,True
2021-03-01,SZ002100,11,True
2021-03-01,SZ300462,12,True
2021-03-01,SH603556,13,True
2021-03-01,SZ002322,14,True
2021-03-01,SH600368,15,True
2021-03-01,SZ002432,16,True
2021-03-01,SZ300259,17,True
2021-03-01,SH600067,18,True
2021-03-01,SZ002381,19,True
2021-03-01,SH600023,20,True
2021-04-01,SH603886,1,True
2021-04-01,SH600273,2,True
2021-04-01,SH600261,3,True
2021-04-01,SZ300625,4,True
2021-04-01,SZ002100,5,True
2021-04-01,SH600023,6,True
2021-04-01,SH600390,7,True
2021-04-01,SZ002322,8,True
2021-04-01,SH601000,9,True
2021-04-01,SZ300462,10,True
2021-04-01,SH603556,11,True
2021-04-01,SZ300552,12,True
2021-04-01,SH600585,13,True
2021-04-01,SH601006,14,True
2021-04-01,SZ002724,15,True
2021-04-01,SZ002432,16,True
2021-04-01,SZ300259,17,True
2021-04-01,SZ002382,18,True
2021-04-01,SH601163,19,True
2021-04-01,SZ000581,20,True
2021-05-06,SH600512,1,True
2021-05-06,SZ002382,2,True
2021-05-06,SZ000848,3,True
2021-05-06,SZ002022,4,True
2021-05-06,SH601678,5,True
2021-05-06,SH600750,6,True
2021-05-06,SH600618,7,True
2021-05-06,SH600694,8,True
2021-05-06,SH600075,9,True
2021-05-06,SH600089,10,True
2021-05-06,SH600035,11,True
2021-05-06,SZ002154,12,True
2021-05-06,SH603685,13,True
2021-05-06,SH600033,14,True
2021-05-06,SZ002664,15,True
2021-05-06,SH601126,16,True
2021-05-06,SH603900,17,True
2021-05-06,SZ002406,18,True
2021-05-06,SH601000,19,True
2021-05-06,SZ002531,20,True
2021-06-01,SH600512,1,True
2021-06-01,SZ002382,2,True
2021-06-01,SZ300677,3,True
2021-06-01,SH600075,4,True
2021-06-01,SH600694,5,True
2021-06-01,SH600566,6,True
2021-06-01,SH600089,7,True
2021-06-01,SH601000,8,True
2021-06-01,SZ002753,9,True
2021-06-01,SZ002406,10,True
2021-06-01,SZ002664,11,True
2021-06-01,SH600483,12,True
2021-06-01,SH600035,13,True
2021-06-01,SH603685,14,True
2021-06-01,SH601678,15,True
2021-06-01,SH600033,16,True
2021-06-01,SZ002531,17,True
2021-06-01,SH601515,18,True
2021-06-01,SZ002128,19,True
2021-06-01,SZ002567,20,True
2021-07-01,SH600512,1,True
2021-07-01,SZ002382,2,True
2021-07-01,SZ300677,3,True
2021-07-01,SH600075,4,True
2021-07-01,SH600089,5,True
2021-07-01,SH600694,6,True
2021-07-01,SH600566,7,True
2021-07-01,SH601000,8,True
2021-07-01,SZ002128,9,True
2021-07-01,SH600033,10,True
2021-07-01,SZ300443,11,True
2021-07-01,SZ002753,12,True
2021-07-01,SZ002531,13,True
2021-07-01,SH600368,14,True
2021-07-01,SH603685,15,True
2021-07-01,SZ002567,16,True
2021-07-01,SZ002763,17,True
2021-07-01,SH600618,18,True
2021-07-01,SZ002406,19,True
2021-07-01,SH603900,20,True
2021-08-02,SH600512,1,True
2021-08-02,SZ002382,2,True
2021-08-02,SZ300677,3,True
2021-08-02,SZ002022,4,True
2021-08-02,SZ002606,5,True
2021-08-02,SH600694,6,True
2021-08-02,SZ002128,7,True
2021-08-02,SH600012,8,True
2021-08-02,SH600089,9,True
2021-08-02,SZ002763,10,True
2021-08-02,SH600035,11,True
2021-08-02,SZ002753,12,True
2021-08-02,SH601006,13,True
2021-08-02,SH601678,14,True
2021-08-02,SH600075,15,True
2021-08-02,SH603900,16,True
2021-08-02,SZ002406,17,True
2021-08-02,SZ002035,18,True
2021-08-02,SH603089,19,True
2021-08-02,SH600707,20,True
2021-09-01,SH600097,1,True
2021-09-01,SH600707,2,True
2021-09-01,SZ002270,3,True
2021-09-01,SZ000690,4,True
2021-09-01,SZ300677,5,True
2021-09-01,SZ002382,6,True
2021-09-01,SZ002774,7,True
2021-09-01,SH600720,8,True
2021-09-01,SZ000923,9,True
2021-09-01,SH600535,10,True
2021-09-01,SH600449,11,True
2021-09-01,SZ000581,12,True
2021-09-01,SZ002543,13,True
2021-09-01,SZ000612,14,True
2021-09-01,SZ300443,15,True
2021-09-01,SZ000910,16,True
2021-09-01,SZ002467,17,True
2021-09-01,SZ002763,18,True
2021-09-01,SH601019,19,True
2021-09-01,SZ002233,20,True
2021-10-08,SZ300677,1,True
2021-10-08,SH600097,2,True
2021-10-08,SZ000923,3,True
2021-10-08,SH600707,4,True
2021-10-08,SZ002270,5,True
2021-10-08,SZ002382,6,True
2021-10-08,SH600449,7,True
2021-10-08,SH600720,8,True
2021-10-08,SZ002774,9,True
2021-10-08,SZ000690,10,True
2021-10-08,SH600535,11,True
2021-10-08,SZ000581,12,True
2021-10-08,SZ002543,13,True
2021-10-08,SZ000949,14,True
2021-10-08,SZ000910,15,True
2021-10-08,SZ000612,16,True
2021-10-08,SZ002109,17,True
2021-10-08,SZ000725,18,True
2021-10-08,SZ002467,19,True
2021-10-08,SZ002110,20,True
2021-11-01,SZ000666,1,True
2021-11-01,SZ000949,2,True
2021-11-01,SZ002022,3,True
2021-11-01,SZ002109,4,True
2021-11-01,SZ300677,5,True
2021-11-01,SZ002322,6,True
2021-11-01,SZ300360,7,True
2021-11-01,SH600746,8,True
2021-11-01,SH600668,9,True
2021-11-01,SH688298,10,True
2021-11-01,SH603886,11,True
2021-11-01,SH601000,12,True
2021-11-01,SZ300259,13,True
2021-11-01,SH600449,14,True
2021-11-01,SH600012,15,True
2021-11-01,SZ002131,16,True
2021-11-01,SH601019,17,True
2021-11-01,SH600033,18,True
2021-11-01,SH600097,19,True
2021-11-01,SZ000026,20,True
2021-12-01,SZ000666,1,True
2021-12-01,SZ000949,2,True
2021-12-01,SZ002022,3,True
2021-12-01,SZ002109,4,True
2021-12-01,SH600746,5,True
2021-12-01,SH601000,6,True
2021-12-01,SH600449,7,True
2021-12-01,SH600566,8,True
2021-12-01,SZ002322,9,True
2021-12-01,SZ300677,10,True
2021-12-01,SZ000026,11,True
2021-12-01,SH603886,12,True
2021-12-01,SZ300259,13,True
2021-12-01,SZ000883,14,True
2021-12-01,SH603898,15,True
2021-12-01,SH600585,16,True
2021-12-01,SZ002255,17,True
2021-12-01,SZ000807,18,True
2021-12-01,SH600327,19,True
2021-12-01,SZ000725,20,True
2022-01-04,SZ000949,1,True
2022-01-04,SZ002322,2,True
2022-01-04,SZ002022,3,True
2022-01-04,SH600746,4,True
2022-01-04,SZ300677,5,True
2022-01-04,SH601000,6,True
2022-01-04,SH688399,7,True
2022-01-04,SZ002109,8,True
2022-01-04,SZ300259,9,True
2022-01-04,SZ000666,10,True
2022-01-04,SH603886,11,True
2022-01-04,SH600449,12,True
2022-01-04,SZ000883,13,True
2022-01-04,SH600089,14,True
2022-01-04,SZ000725,15,True
2022-01-04,SH603898,16,True
2022-01-04,SH600097,17,True
2022-01-04,SH600327,18,True
2022-01-04,SZ002818,19,True
2022-01-04,SZ000833,20,True
2022-02-07,SZ000949,1,True
2022-02-07,SZ002322,2,True
2022-02-07,SZ002022,3,True
2022-02-07,SH600746,4,True
2022-02-07,SZ300677,5,True
2022-02-07,SZ002109,6,True
2022-02-07,SZ300259,7,True
2022-02-07,SH688399,8,True
2022-02-07,SZ000666,9,True
2022-02-07,SH601000,10,True
2022-02-07,SZ000883,11,True
2022-02-07,SH600449,12,True
2022-02-07,SH603886,13,True
2022-02-07,SH600089,14,True
2022-02-07,SH603898,15,True
2022-02-07,SZ000833,16,True
2022-02-07,SH600097,17,True
2022-02-07,SZ002255,18,True
2022-02-07,SZ000725,19,True
2022-02-07,SH603012,20,True
2022-03-01,SZ000949,1,True
2022-03-01,SZ002322,2,True
2022-03-01,SZ002022,3,True
2022-03-01,SH600746,4,True
2022-03-01,SZ300677,5,True
2022-03-01,SZ002109,6,True
2022-03-01,SH688399,7,True
2022-03-01,SZ300259,8,True
2022-03-01,SH601000,9,True
2022-03-01,SZ000666,10,True
2022-03-01,SZ000883,11,True
2022-03-01,SH603886,12,True
2022-03-01,SH603898,13,True
2022-03-01,SZ002759,14,True
2022-03-01,SZ000833,15,True
2022-03-01,SH600089,16,True
2022-03-01,SH600449,17,True
2022-03-01,SH600097,18,True
2022-03-01,SZ000725,19,True
2022-03-01,SZ002818,20,True
2022-04-01,SZ000949,1,True
2022-04-01,SZ002322,2,True
2022-04-01,SZ300677,3,True
2022-04-01,SH600585,4,True
2022-04-01,SH600535,5,True
2022-04-01,SH600618,6,True
2022-04-01,SZ002109,7,True
2022-04-01,SH688289,8,True
2022-04-01,SZ000883,9,True
2022-04-01,SH600636,10,True
2022-04-01,SZ300771,11,True
2022-04-01,SH603898,12,True
2022-04-01,SZ300259,13,True
2022-04-01,SH601000,14,True
2022-04-01,SZ002233,15,True
2022-04-01,SZ300360,16,True
2022-04-01,SZ002255,17,True
2022-04-01,SH601811,18,True
2022-04-01,SH600097,19,True
2022-04-01,SZ000598,20,True
2022-05-05,SH688606,1,True
2022-05-05,SH688068,2,True
2022-05-05,SH688317,3,True
2022-05-05,SH600089,4,True
2022-05-05,SZ002109,5,True
2022-05-05,SH600643,6,True
2022-05-05,SZ002267,7,True
2022-05-05,SZ002064,8,True
2022-05-05,SH603183,9,True
2022-05-05,SH600618,10,True
2022-05-05,SH600780,11,True
2022-05-05,SH600035,12,True
2022-05-05,SH603508,13,True
2022-05-05,SH601668,14,True
2022-05-05,SZ002763,15,True
2022-05-05,SH600368,16,True
2022-05-05,SH601339,17,True
2022-05-05,SH600585,18,True
2022-05-05,SZ002759,19,True
2022-05-05,SH688057,20,True
2022-06-01,SH688606,1,True
2022-06-01,SH688068,2,True
2022-06-01,SZ002932,3,True
2022-06-01,SH603508,4,True
2022-06-01,SZ002759,5,True
2022-06-01,SH600089,6,True
2022-06-01,SH600643,7,True
2022-06-01,SZ002109,8,True
2022-06-01,SH600585,9,True
2022-06-01,SH688057,10,True
2022-06-01,SH603077,11,True
2022-06-01,SH603012,12,True
2022-06-01,SH600596,13,True
2022-06-01,SZ002818,14,True
2022-06-01,SZ002267,15,True
2022-06-01,SH600694,16,True
2022-06-01,SH603766,17,True
2022-06-01,SH601827,18,True
2022-06-01,SH600368,19,True
2022-06-01,SH600035,20,True
2022-07-01,SH688606,1,True
2022-07-01,SH688068,2,True
2022-07-01,SZ002932,3,True
2022-07-01,SH603508,4,True
2022-07-01,SZ002759,5,True
2022-07-01,SZ002109,6,True
2022-07-01,SH600089,7,True
2022-07-01,SH600643,8,True
