family,split,train_blocks,test_blocks,selected_trial,is_sharpe,oos_sharpe,oos_percentile,logit,below_oos_median
adx-dmi,15,0;1;6;7,2;3;4;5,adx-dmi__period-10-threshold-20,1.340202900776576,0.5201738756493465,0.5,0.0,True
adx-dmi,16,0;2;3;4,1;5;6;7,adx-dmi__period-20-threshold-20,0.862640381442666,0.685927240277441,0.2777777777777778,-0.9555114450274363,True
adx-dmi,17,0;2;3;5,1;4;6;7,adx-dmi__period-10-threshold-30,0.38173669161198426,1.3282292121207775,0.5,0.0,True
adx-dmi,18,0;2;3;6,1;4;5;7,adx-dmi__period-10-threshold-30,1.433112236615296,0.7251592206024327,0.3888888888888889,-0.45198512374305727,True
adx-dmi,19,0;2;3;7,1;4;5;6,adx-dmi__period-10-threshold-30,0.8101956848469271,1.112168736209989,0.7222222222222222,0.9555114450274362,False
adx-dmi,20,0;2;4;5,1;3;6;7,adx-dmi__period-20-threshold-20,0.7150353054825159,0.8381761179625714,0.2777777777777778,-0.9555114450274363,True
adx-dmi,21,0;2;4;6,1;3;5;7,adx-dmi__period-10-threshold-30,1.2316085719113357,0.6473115734812641,0.9444444444444444,2.8332133440562157,False
adx-dmi,22,0;2;4;7,1;3;5;6,adx-dmi__period-10-threshold-25,0.9804364017775892,0.9045550390290051,0.5,0.0,True
adx-dmi,23,0;2;5;6,1;3;4;7,adx-dmi__period-10-threshold-30,1.130450460925969,0.9124219305810164,0.3888888888888889,-0.45198512374305727,True
adx-dmi,24,0;2;5;7,1;3;4;6,adx-dmi__period-10-threshold-30,0.5519155708832153,1.3147128903913676,0.7222222222222222,0.9555114450274362,False
adx-dmi,25,0;2;6;7,1;3;4;5,adx-dmi__period-10-threshold-30,1.3211878044659329,0.600991635196013,0.7222222222222222,0.9555114450274362,False
adx-dmi,26,0;3;4;5,1;2;6;7,adx-dmi__period-20-threshold-20,0.8532808439326627,0.6880888228294613,0.2777777777777778,-0.9555114450274363,True
adx-dmi,27,0;3;4;6,1;2;5;7,adx-dmi__period-14-threshold-20,1.320153880161249,0.4579361714803318,0.7222222222222222,0.9555114450274362,False
adx-dmi,28,0;3;4;7,1;2;5;6,adx-dmi__period-10-threshold-25,1.025815580938857,0.8188464353537522,0.5,0.0,True
adx-dmi,29,0;3;5;6,1;2;4;7,adx-dmi__period-10-threshold-30,1.0933243118279525,0.9496370146112709,0.6111111111111112,0.4519851237430575,False
adx-dmi,30,0;3;5;7,1;2;4;6,adx-dmi__period-10-threshold-30,0.494404930553453,1.3456537030179931,0.9444444444444444,2.8332133440562157,False
adx-dmi,31,0;3;6;7,1;2;4;5,adx-dmi__period-10-threshold-25,1.373831566456554,0.5177358576808488,0.5,0.0,True
adx-dmi,32,0;4;5;6,1;2;3;7,adx-dmi__period-14-threshold-20,1.2427279645579297,0.5420801843637285,0.5,0.0,True
adx-dmi,33,0;4;5;7,1;2;3;6,adx-dmi__period-14-threshold-20,0.9233306694450455,1.0618105157142832,0.5,0.0,True
adx-dmi,34,0;4;6;7,1;2;3;5,adx-dmi__period-10-threshold-25,1.4647729366780902,-0.1454136279378261,0.5,0.0,True
adx-dmi,35,0;5;6;7,1;2;3;4,adx-dmi__period-10-threshold-20,1.1864666363268617,0.6391105218297106,0.3888888888888889,-0.45198512374305727,True
adx-dmi,36,1;2;3;4,0;5;6;7,adx-dmi__period-10-threshold-30,0.8771108398634356,1.0653880980470416,0.6111111111111112,0.4519851237430575,False
adx-dmi,37,1;2;3;5,0;4;6;7,adx-dmi__period-10-threshold-30,0.6388183220989382,1.2301826005213161,0.3888888888888889,-0.45198512374305727,True
adx-dmi,38,1;2;3;6,0;4;5;7,adx-dmi__period-10-threshold-30,1.6078409864289875,0.6180419075001872,0.3888888888888889,-0.45198512374305727,True
adx-dmi,39,1;2;3;7,0;4;5;6,adx-dmi__period-10-threshold-30,0.9593913724256276,0.9966629700134387,0.5,0.0,True
adx-dmi,40,1;2;4;5,0;3;6;7,adx-dmi__period-14-threshold-20,0.7034639314517113,1.2042192598624633,0.3888888888888889,-0.45198512374305727,True
adx-dmi,41,1;2;4;6,0;3;5;7,adx-dmi__period-10-threshold-30,1.3456537030179931,0.494404930553453,0.9444444444444444,2.8332133440562157,False
adx-dmi,42,1;2;4;7,0;3;5;6,adx-dmi__period-10-threshold-25,1.0166987148209443,0.8450176652047073,0.3888888888888889,-0.45198512374305727,True
adx-dmi,43,1;2;5;6,0;3;4;7,adx-dmi__period-10-threshold-30,1.3028419665936093,0.8047614643538643,0.3888888888888889,-0.45198512374305727,True
adx-dmi,44,1;2;5;7,0;3;4;6,adx-dmi__period-10-threshold-30,0.6998123275040153,1.1984388814769165,0.5,0.0,True
adx-dmi,45,1;2;6;7,0;3;4;5,adx-dmi__period-10-threshold-30,1.447212724250964,0.4682210128917446,0.6111111111111112,0.4519851237430575,False
adx-dmi,46,1;3;4;5,0;2;6;7,adx-dmi__period-14-threshold-20,0.8458244138171948,1.0429056683176932,0.5,0.0,True
adx-dmi,47,1;3;4;6,0;2;5;7,adx-dmi__period-14-threshold-20,1.4453386365024037,0.2957736455072274,0.6111111111111112,0.4519851237430575,False
adx-dmi,48,1;3;4;7,0;2;5;6,adx-dmi__period-14-threshold-20,1.1036218038813848,0.7431578052073943,0.6111111111111112,0.4519851237430575,False
adx-dmi,49,1;3;5;6,0;2;4;7,adx-dmi__period-10-threshold-30,1.2736424175444423,0.8437846884668547,0.6111111111111112,0.4519851237430575,False
adx-dmi,50,1;3;5;7,0;2;4;6,adx-dmi__period-10-threshold-30,0.6473115734812641,1.2316085719113357,0.9444444444444444,2.8332133440562157,False
adx-dmi,51,1;3;6;7,0;2;4;5,adx-dmi__period-10-threshold-30,1.4182838130378517,0.5210349362280645,0.7222222222222222,0.9555114450274362,False
adx-dmi,52,1;4;5;6,0;2;3;7,adx-dmi__period-14-threshold-20,1.3640506232680347,0.3704401424775909,0.3888888888888889,-0.45198512374305727,True
adx-dmi,53,1;4;5;7,0;2;3;6,adx-dmi__period-14-threshold-20,1.0372742566697706,0.8624030168770068,0.3888888888888889,-0.45198512374305727,True
adx-dmi,54,1;4;6;7,0;2;3;5,adx-dmi__period-14-threshold-20,1.554755910521105,-0.254317045961503,0.5,0.0,True
adx-dmi,55,1;5;6;7,0;2;3;4,adx-dmi__period-10-threshold-20,1.3565479186538218,0.4794651584623144,0.3888888888888889,-0.45198512374305727,True
adx-dmi,56,2;3;4;5,0;1;6;7,adx-dmi__period-14-threshold-20,0.6817663707073977,1.2286476554512265,0.5,0.0,True
adx-dmi,57,2;3;4;6,0;1;5;7,adx-dmi__period-10-threshold-25,1.3530214982803368,0.3410495559627211,0.5,0.0,True
adx-dmi,58,2;3;4;7,0;1;5;6,adx-dmi__period-10-threshold-25,1.0963087163232998,0.7076046897389044,0.3888888888888889,-0.45198512374305727,True
adx-dmi,59,2;3;5;6,0;1;4;7,adx-dmi__period-10-threshold-30,1.2974465435153653,0.8035656272543581,0.3888888888888889,-0.45198512374305727,True
adx-dmi,60,2;3;5;7,0;1;4;6,adx-dmi__period-10-threshold-30,0.7003040973569956,1.1987739947753318,0.7222222222222222,0.9555114450274362,False
adx-dmi,61,2;3;6;7,0;1;4;5,adx-dmi__period-10-threshold-25,1.4482520327978818,0.42615264934478225,0.3888888888888889,-0.45198512374305727,True
adx-dmi,62,2;4;5;6,0;1;3;7,adx-dmi__period-14-threshold-20,1.212461659524733,0.5817567048158098,0.3888888888888889,-0.45198512374305727,True
adx-dmi,63,2;4;5;7,0;1;3;6,adx-dmi__period-14-threshold-20,0.8972575751209466,1.1198762639361692,0.6111111111111112,0.4519851237430575,False
adx-dmi,64,2;4;6;7,0;1;3;5,adx-dmi__period-10-threshold-25,1.5251441091484326,-0.38369121667731415,0.16666666666666666,-1.6094379124341005,True
adx-dmi,65,2;5;6;7,0;1;3;4,adx-dmi__period-10-threshold-20,1.2559470294323287,0.5583832542460463,0.3888888888888889,-0.45198512374305727,True
adx-dmi,66,3;4;5;6,0;1;2;7,adx-dmi__period-14-threshold-20,1.3444591131277606,0.39876929597411886,0.5,0.0,True
adx-dmi,67,3;4;5;7,0;1;2;6,adx-dmi__period-14-threshold-20,1.0188313604067116,0.8955696019559387,0.5,0.0,True
adx-dmi,68,3;4;6;7,0;1;2;5,adx-dmi__period-10-threshold-25,1.5734340629672057,-0.41777306354109417,0.3888888888888889,-0.45198512374305727,True
adx-dmi,69,3;5;6;7,0;1;2;4,adx-dmi__period-10-threshold-20,1.2544419971202783,0.5767430466139157,0.5,0.0,True
adx-dmi,70,4;5;6;7,0;1;2;3,adx-dmi__period-14-threshold-20,1.469176812506127,-0.14710497711388681,0.2777777777777778,-0.9555114450274363,True
aroon,1,0;1;2;3,4;5;6;7,aroon__period-25-threshold-70,0.8329462258740457,1.1130202690120583,0.8333333333333334,1.6094379124341007,False
aroon,2,0;1;2;4,3;5;6;7,aroon__period-14-threshold-80,0.8326676972158735,0.3944196813807716,0.05555555555555555,-2.833213344056216,True
aroon,3,0;1;2;5,3;4;6;7,aroon__period-25-threshold-70,0.9748399980734247,1.0369829247573747,0.8333333333333334,1.6094379124341007,False
aroon,4,0;1;2;6,3;4;5;7,aroon__period-25-threshold-70,1.7849715450238632,0.42827092131430994,0.7222222222222222,0.9555114450274362,False
aroon,5,0;1;2;7,3;4;5;6,aroon__period-25-threshold-80,1.2125658110956192,0.8321353338287034,0.5,0.0,True
aroon,6,0;1;3;4,2;5;6;7,aroon__period-14-threshold-80,0.7319756264310349,0.5074695926368987,0.05555555555555555,-2.833213344056216,True
aroon,7,0;1;3;5,2;4;6;7,aroon__period-25-threshold-70,0.3652399075365536,1.3080345990190352,0.8333333333333334,1.6094379124341007,False
aroon,8,0;1;3;6,2;4;5;7,aroon__period-25-threshold-60,1.3733221670015068,0.4249474339208511,0.3888888888888889,-0.45198512374305727,True
aroon,9,0;1;3;7,2;4;5;6,aroon__period-25-threshold-80,0.9548068888448896,1.0286189973548125,0.6111111111111112,0.4519851237430575,False
aroon,10,0;1;4;5,2;3;6;7,aroon__period-25-threshold-70,0.5558154056606096,1.3448430368556121,0.8333333333333334,1.6094379124341007,False
aroon,11,0;1;4;6,2;3;5;7,aroon__period-25-threshold-60,1.3298776819487463,0.1076226789878345,0.6111111111111112,0.4519851237430575,False
aroon,12,0;1;4;7,2;3;5;6,aroon__period-25-threshold-80,0.8024680916863262,1.3019748773077218,0.7222222222222222,0.9555114450274362,False
aroon,13,0;1;5;6,2;3;4;7,aroon__period-25-threshold-60,1.5863677179617088,0.24195519363774232,0.05555555555555555,-2.833213344056216,True
aroon,14,0;1;5;7,2;3;4;6,aroon__period-25-threshold-80,0.9268879408106911,1.0490879878325798,0.6111111111111112,0.4519851237430575,False
aroon,15,0;1;6;7,2;3;4;5,aroon__period-25-threshold-80,1.5610904937529042,0.36043052538004694,0.6111111111111112,0.4519851237430575,False
aroon,16,0;2;3;4,1;5;6;7,aroon__period-14-threshold-80,0.6425723618440911,0.6070186758844348,0.16666666666666666,-1.6094379124341005,True
aroon,17,0;2;3;5,1;4;6;7,aroon__period-25-threshold-70,0.5944353853803745,1.207383450727967,0.8333333333333334,1.6094379124341007,False
aroon,18,0;2;3;6,1;4;5;7,aroon__period-25-threshold-70,1.513313113500815,0.6178296728075171,0.7222222222222222,0.9555114450274362,False
aroon,19,0;2;3;7,1;4;5;6,aroon__period-25-threshold-80,1.0521362893640047,0.9565708137906966,0.5,0.0,True
aroon,20,0;2;4;5,1;3;6;7,aroon__period-25-threshold-70,0.6844274854341197,1.2134265727892288,0.8333333333333334,1.6094379124341007,False
aroon,21,0;2;4;6,1;3;5;7,aroon__period-25-threshold-60,1.3758237656984535,0.05198269955354859,0.3888888888888889,-0.45198512374305727,True
aroon,22,0;2;4;7,1;3;5;6,aroon__period-25-threshold-80,0.8716210517486571,1.1963587961568198,0.7222222222222222,0.9555114450274362,False
aroon,23,0;2;5;6,1;3;4;7,aroon__period-25-threshold-60,1.651053617912065,0.1997429692541429,0.05555555555555555,-2.833213344056216,True
aroon,24,0;2;5;7,1;3;4;6,aroon__period-25-threshold-80,1.023418299004326,0.976703048337027,0.3888888888888889,-0.45198512374305727,True
aroon,25,0;2;6;7,1;3;4;5,aroon__period-25-threshold-80,1.6421054068489096,0.2774594236251795,0.5,0.0,True
aroon,26,0;3;4;5,1;2;6;7,aroon__period-50-threshold-80,0.3794253509979052,0.7101933004528823,0.2777777777777778,-0.9555114450274363,True
aroon,27,0;3;4;6,1;2;5;7,aroon__period-25-threshold-60,1.1219333168653398,0.38077904523424827,0.6111111111111112,0.4519851237430575,False
aroon,28,0;3;4;7,1;2;5;6,aroon__period-25-threshold-80,0.6809795147075561,1.4690733536073404,0.7222222222222222,0.9555114450274362,False
aroon,29,0;3;5;6,1;2;4;7,aroon__period-25-threshold-60,1.3114311735946202,0.4486736688430435,0.3888888888888889,-0.45198512374305727,True
aroon,30,0;3;5;7,1;2;4;6,aroon__period-25-threshold-80,0.7636324288908163,1.172270566538864,0.6111111111111112,0.4519851237430575,False
aroon,31,0;3;6;7,1;2;4;5,aroon__period-25-threshold-80,1.430665441171028,0.5103167658488701,0.5,0.0,True
aroon,32,0;4;5;6,1;2;3;7,aroon__period-25-threshold-60,1.2940786213373048,0.13591811221136935,0.3888888888888889,-0.45198512374305727,True
aroon,33,0;4;5;7,1;2;3;6,aroon__period-25-threshold-80,0.6625105759373209,1.5030411076835755,0.8333333333333334,1.6094379124341007,False
aroon,34,0;4;6;7,1;2;3;5,aroon__period-25-threshold-80,1.2283685980106784,0.6907432943939981,0.8333333333333334,1.6094379124341007,False
aroon,35,0;5;6;7,1;2;3;4,aroon__period-25-threshold-80,1.406542984619086,0.5326110947082564,0.5,0.0,True
aroon,36,1;2;3;4,0;5;6;7,aroon__period-14-threshold-80,0.8827669460849829,0.33804004014335703,0.05555555555555555,-2.833213344056216,True
aroon,37,1;2;3;5,0;4;6;7,aroon__period-25-threshold-70,0.7358778350754581,1.1496923422785104,0.7222222222222222,0.9555114450274362,False
aroon,38,1;2;3;6,0;4;5;7,aroon__period-25-threshold-70,1.627632395375781,0.5585708965249843,0.8333333333333334,1.6094379124341007,False
aroon,39,1;2;3;7,0;4;5;6,aroon__period-25-threshold-80,1.2313293775276173,0.8237577566854711,0.3888888888888889,-0.45198512374305727,True
aroon,40,1;2;4;5,0;3;6;7,aroon__period-25-threshold-70,0.7579893110358245,1.1362688734899293,0.8333333333333334,1.6094379124341007,False
aroon,41,1;2;4;6,0;3;5;7,aroon__period-25-threshold-70,1.4139192023504992,0.3676277740204993,0.8333333333333334,1.6094379124341007,False
aroon,42,1;2;4;7,0;3;5;6,aroon__period-25-threshold-80,1.0008592304566695,1.0073817239419258,0.6111111111111112,0.4519851237430575,False
aroon,43,1;2;5;6,0;3;4;7,aroon__period-25-threshold-70,1.7136449883913192,0.467283000767944,0.5,0.0,True
aroon,44,1;2;5;7,0;3;4;6,aroon__period-25-threshold-80,1.2013927261793529,0.8433844115500816,0.2777777777777778,-0.9555114450274363,True
aroon,45,1;2;6;7,0;3;4;5,aroon__period-25-threshold-80,1.7891468037157718,0.12125042957313284,0.05555555555555555,-2.833213344056216,True
aroon,46,1;3;4;5,0;2;6;7,aroon__period-14-threshold-80,0.5628879902844257,0.6989497930700622,0.2777777777777778,-0.9555114450274363,True
aroon,47,1;3;4;6,0;2;5;7,aroon__period-14-threshold-80,1.1194042623583669,-0.07981192706104516,0.2777777777777778,-0.9555114450274363,True
aroon,48,1;3;4;7,0;2;5;6,aroon__period-25-threshold-80,0.8102844871769236,1.2801368017908632,0.7222222222222222,0.9555114450274362,False
aroon,49,1;3;5;6,0;2;4;7,aroon__period-25-threshold-70,1.2726389677037577,0.7661382237078739,0.8333333333333334,1.6094379124341007,False
aroon,50,1;3;5;7,0;2;4;6,aroon__period-25-threshold-80,0.9417505463915121,1.0389759658918785,0.6111111111111112,0.4519851237430575,False
aroon,51,1;3;6;7,0;2;4;5,aroon__period-25-threshold-80,1.5775375566487686,0.35445951013931354,0.5,0.0,True
aroon,52,1;4;5;6,0;2;3;7,aroon__period-25-threshold-60,1.2462664061665683,0.20219647053410156,0.6111111111111112,0.4519851237430575,False
aroon,53,1;4;5;7,0;2;3;6,aroon__period-25-threshold-80,0.7913573137650974,1.3126362528729962,0.7222222222222222,0.9555114450274362,False
aroon,54,1;4;6;7,0;2;3;5,aroon__period-25-threshold-80,1.343877323706328,0.4060892954272898,0.8333333333333334,1.6094379124341007,False
aroon,55,1;5;6;7,0;2;3;4,aroon__period-25-threshold-80,1.5527257115427442,0.37595564503338574,0.6111111111111112,0.4519851237430575,False
aroon,56,2;3;4;5,0;1;6;7,aroon__period-25-threshold-70,0.5317834871667364,1.3502928559900602,0.8333333333333334,1.6094379124341007,False
aroon,57,2;3;4;6,0;1;5;7,aroon__period-25-threshold-70,1.2182808429795087,0.6240972616396981,0.8333333333333334,1.6094379124341007,False
aroon,58,2;3;4;7,0;1;5;6,aroon__period-25-threshold-80,0.8800017779629159,1.1763173690318254,0.7222222222222222,0.9555114450274362,False
aroon,59,2;3;5;6,0;1;4;7,aroon__period-25-threshold-70,1.4433067409088407,0.6571940994564315,0.6111111111111112,0.4519851237430575,False
aroon,60,2;3;5;7,0;1;4;6,aroon__period-25-threshold-80,1.0397414342109172,0.9672163719958243,0.5,0.0,True
aroon,61,2;3;6;7,0;1;4;5,aroon__period-25-threshold-80,1.659426963848658,0.27240709303220145,0.2777777777777778,-0.9555114450274363,True
aroon,62,2;4;5;6,0;1;3;7,aroon__period-25-threshold-70,1.3000075750421094,0.50486731119174,0.8333333333333334,1.6094379124341007,False
aroon,63,2;4;5;7,0;1;3;6,aroon__period-25-threshold-80,0.8607734488877858,1.207830411648371,0.7222222222222222,0.9555114450274362,False
aroon,64,2;4;6;7,0;1;3;5,aroon__period-25-threshold-80,1.4069265515639207,0.255857074818548,0.8333333333333334,1.6094379124341007,False
aroon,65,2;5;6;7,0;1;3;4,aroon__period-25-threshold-80,1.6341331382444195,0.29341002507711966,0.5,0.0,True
aroon,66,3;4;5;6,0;1;2;7,aroon__period-50-threshold-80,1.093995899419609,-0.09841466804392107,0.16666666666666666,-1.6094379124341005,True
aroon,67,3;4;5;7,0;1;2;6,aroon__period-25-threshold-80,0.6692937709737394,1.4784004087516118,0.7222222222222222,0.9555114450274362,False
aroon,68,3;4;6;7,0;1;2;5,aroon__period-25-threshold-80,1.23752436805663,0.6650189938153883,0.8333333333333334,1.6094379124341007,False
aroon,69,3;5;6;7,0;1;2;4,aroon__period-25-threshold-80,1.4216133065612184,0.5248446373378542,0.3888888888888889,-0.45198512374305727,True
aroon,70,4;5;6;7,0;1;2;3,aroon__period-25-threshold-80,1.2197519566906698,0.7104631297115013,0.8333333333333334,1.6094379124341007,False
supertrend,1,0;1;2;3,4;5;6;7,supertrend__multiplier-2-period-7,0.2574041924862449,0.531954396937351,0.25,-1.0986122886681098,True
supertrend,2,0;1;2;4,3;5;6;7,supertrend__multiplier-3-period-7,0.4293137356232589,0.9444854596017659,0.9166666666666666,2.3978952727983702,False
supertrend,3,0;1;2;5,3;4;6;7,supertrend__multiplier-2-period-14,0.1526128279388148,0.7224346266073235,0.5833333333333334,0.336472236621213,False
supertrend,4,0;1;2;6,3;4;5;7,supertrend__multiplier-2-period-10,0.9836140632798304,0.050665710075426446,0.4166666666666667,-0.33647223662121273,True
supertrend,5,0;1;2;7,3;4;5;6,supertrend__multiplier-2-period-10,0.5090137326040682,0.36417852004607426,0.08333333333333333,-2.3978952727983707,True
supertrend,6,0;1;3;4,2;5;6;7,supertrend__multiplier-2-period-14,0.512211989981549,0.4991279368373246,0.4166666666666667,-0.33647223662121273,True
supertrend,7,0;1;3;5,2;4;6;7,supertrend__multiplier-2-period-14,0.6323679940014021,0.48605028960145874,0.08333333333333333,-2.3978952727983707,True
supertrend,8,0;1;3;6,2;4;5;7,supertrend__multiplier-2-period-7,1.0951991913199033,-0.01913302543233895,0.4166666666666667,-0.33647223662121273,True
supertrend,9,0;1;3;7,2;4;5;6,supertrend__multiplier-2-period-7,0.6255476541574785,0.2732334522482435,0.08333333333333333,-2.3978952727983707,True
supertrend,10,0;1;4;5,2;3;6;7,supertrend__multiplier-2-period-14,0.5642332034629732,0.4401645797616686,0.08333333333333333,-2.3978952727983707,True
supertrend,11,0;1;4;6,2;3;5;7,supertrend__multiplier-3-period-7,1.1678460749160395,0.03366397545951723,0.9166666666666666,2.3978952727983702,False
supertrend,12,0;1;4;7,2;3;5;6,supertrend__multiplier-3-period-7,0.7867663815603265,0.5438438505507014,0.9166666666666666,2.3978952727983702,False
supertrend,13,0;1;5;6,2;3;4;7,supertrend__multiplier-2-period-14,1.1289215523640221,0.10666283649615822,0.4166666666666667,-0.33647223662121273,True
supertrend,14,0;1;5;7,2;3;4;6,supertrend__multiplier-2-period-14,0.6627352754087201,0.398558907096399,0.08333333333333333,-2.3978952727983707,True
supertrend,15,0;1;6;7,2;3;4;5,supertrend__multiplier-3-period-7,1.2406597720350894,0.15135600463452778,0.9166666666666666,2.3978952727983702,False
supertrend,16,0;2;3;4,1;5;6;7,supertrend__multiplier-3-period-7,0.2294749293821841,1.1401750612937538,0.9166666666666666,2.3978952727983702,False
supertrend,17,0;2;3;5,1;4;6;7,supertrend__multiplier-2-period-14,-0.059478784666640125,0.8187198237363288,0.5833333333333334,0.336472236621213,False
supertrend,18,0;2;3;6,1;4;5;7,supertrend__multiplier-2-period-10,0.7480923073468095,0.21869785380512471,0.4166666666666667,-0.33647223662121273,True
supertrend,19,0;2;3;7,1;4;5;6,supertrend__multiplier-2-period-7,0.27956241006138877,0.5268423223317372,0.08333333333333333,-2.3978952727983707,True
supertrend,20,0;2;4;5,1;3;6;7,supertrend__multiplier-3-period-7,0.23518188760808187,1.1692535242134183,0.9166666666666666,2.3978952727983702,False
supertrend,21,0;2;4;6,1;3;5;7,supertrend__multiplier-3-period-7,0.9780805498643623,0.29544868615631475,0.75,1.0986122886681098,False
supertrend,22,0;2;4;7,1;3;5;6,supertrend__multiplier-3-period-7,0.6048637214150845,0.8298407488045454,0.75,1.0986122886681098,False
supertrend,23,0;2;5;6,1;3;4;7,supertrend__multiplier-3-period-7,0.6460578663318891,0.7206831166541371,0.9166666666666666,2.3978952727983702,False
supertrend,24,0;2;5;7,1;3;4;6,supertrend__multiplier-2-period-14,0.154851890160253,0.7696244705460972,0.5833333333333334,0.336472236621213,False
supertrend,25,0;2;6;7,1;3;4;5,supertrend__multiplier-3-period-7,1.0203014366589755,0.3652439249424371,0.75,1.0986122886681098,False
supertrend,26,0;3;4;5,1;2;6;7,supertrend__multiplier-2-period-14,0.4461286901856647,0.5713011450008626,0.08333333333333333,-2.3978952727983707,True
supertrend,27,0;3;4;6,1;2;5;7,supertrend__multiplier-3-period-7,0.9969591279466398,0.2771167812151148,0.9166666666666666,2.3978952727983702,False
supertrend,28,0;3;4;7,1;2;5;6,supertrend__multiplier-3-period-7,0.6197922956393846,0.8008213374341264,0.9166666666666666,2.3978952727983702,False
supertrend,29,0;3;5;6,1;2;4;7,supertrend__multiplier-2-period-14,0.9841101053038873,0.2161074137940039,0.08333333333333333,-2.3978952727983707,True
supertrend,30,0;3;5;7,1;2;4;6,supertrend__multiplier-2-period-14,0.5169226378473274,0.5083800710618012,0.08333333333333333,-2.3978952727983707,True
supertrend,31,0;3;6;7,1;2;4;5,supertrend__multiplier-3-period-7,1.0442714593624027,0.34996135249922417,0.9166666666666666,2.3978952727983702,False
supertrend,32,0;4;5;6,1;2;3;7,supertrend__multiplier-3-period-7,0.982124154085523,0.2742324035117241,0.9166666666666666,2.3978952727983702,False
supertrend,33,0;4;5;7,1;2;3;6,supertrend__multiplier-3-period-7,0.6163573966134707,0.8337481394548057,0.9166666666666666,2.3978952727983702,False
supertrend,34,0;4;6;7,1;2;3;5,supertrend__multiplier-3-period-7,1.254517616428331,-0.40660156986280277,0.4166666666666667,-0.33647223662121273,True
supertrend,35,0;5;6;7,1;2;3;4,supertrend__multiplier-3-period-7,1.019519619757944,0.3479933339800187,0.9166666666666666,2.3978952727983702,False
supertrend,36,1;2;3;4,0;5;6;7,supertrend__multiplier-3-period-7,0.3479933339800187,1.019519619757944,0.9166666666666666,2.3978952727983702,False
supertrend,37,1;2;3;5,0;4;6;7,supertrend__multiplier-2-period-14,-0.09611775630140142,0.8331320788377831,0.5833333333333334,0.336472236621213,False
supertrend,38,1;2;3;6,0;4;5;7,supertrend__multiplier-3-period-7,0.8337481394548057,0.6163573966134707,0.9166666666666666,2.3978952727983702,False
supertrend,39,1;2;3;7,0;4;5;6,supertrend__multiplier-3-period-7,0.2742324035117241,0.982124154085523,0.9166666666666666,2.3978952727983702,False
supertrend,40,1;2;4;5,0;3;6;7,supertrend__multiplier-3-period-7,0.34996135249922417,1.0442714593624027,0.9166666666666666,2.3978952727983702,False
supertrend,41,1;2;4;6,0;3;5;7,supertrend__multiplier-3-period-7,1.083868823957914,0.15456459245875265,0.4166666666666667,-0.33647223662121273,True
supertrend,42,1;2;4;7,0;3;5;6,supertrend__multiplier-3-period-7,0.7051568070753497,0.6730668827549465,0.5833333333333334,0.336472236621213,False
supertrend,43,1;2;5;6,0;3;4;7,supertrend__multiplier-3-period-7,0.8008213374341264,0.6197922956393846,0.9166666666666666,2.3978952727983702,False
supertrend,44,1;2;5;7,0;3;4;6,supertrend__multiplier-3-period-7,0.2771167812151148,0.9969591279466398,0.9166666666666666,2.3978952727983702,False
supertrend,45,1;2;6;7,0;3;4;5,supertrend__multiplier-3-period-7,1.144209923250691,0.249604043925529,0.75,1.0986122886681098,False
supertrend,46,1;3;4;5,0;2;6;7,supertrend__multiplier-2-period-14,0.427508732380926,0.5907823382319085,0.25,-1.0986122886681098,True
supertrend,47,1;3;4;6,0;2;5;7,supertrend__multiplier-3-period-7,1.1034423503006883,0.13771967708690613,0.75,1.0986122886681098,False
supertrend,48,1;3;4;7,0;2;5;6,supertrend__multiplier-3-period-7,0.7206831166541371,0.6460578663318891,0.9166666666666666,2.3978952727983702,False
supertrend,49,1;3;5;6,0;2;4;7,supertrend__multiplier-2-period-14,0.9637177060683819,0.2333114004073743,0.4166666666666667,-0.33647223662121273,True
supertrend,50,1;3;5;7,0;2;4;6,supertrend__multiplier-2-period-14,0.49432320069143354,0.5251401773836873,0.08333333333333333,-2.3978952727983707,True
supertrend,51,1;3;6;7,0;2;4;5,supertrend__multiplier-3-period-7,1.1692535242134183,0.23518188760808187,0.9166666666666666,2.3978952727983702,False
supertrend,52,1;4;5;6,0;2;3;7,supertrend__multiplier-3-period-7,1.0858912840212276,0.12797165641056862,0.5833333333333334,0.336472236621213,False
supertrend,53,1;4;5;7,0;2;3;6,supertrend__multiplier-3-period-7,0.7149218904566309,0.6694697271500194,0.5833333333333334,0.336472236621213,False
supertrend,54,1;4;6;7,0;2;3;5,supertrend__multiplier-3-period-7,1.3474883416258734,-0.6155403658838191,0.4166666666666667,-0.33647223662121273,True
supertrend,55,1;5;6;7,0;2;3;4,supertrend__multiplier-3-period-7,1.1401750612937538,0.2294749293821841,0.9166666666666666,2.3978952727983702,False
supertrend,56,2;3;4;5,0;1;6;7,supertrend__multiplier-3-period-7,0.15135600463452778,1.2406597720350894,0.9166666666666666,2.3978952727983702,False
supertrend,57,2;3;4;6,0;1;5;7,supertrend__multiplier-3-period-7,0.9103582651833487,0.39139568068942726,0.4166666666666667,-0.33647223662121273,True
supertrend,58,2;3;4;7,0;1;5;6,supertrend__multiplier-3-period-7,0.535830371889067,0.921531795201097,0.75,1.0986122886681098,False
supertrend,59,2;3;5;6,0;1;4;7,supertrend__multiplier-3-period-7,0.5438438505507014,0.7867663815603265,0.9166666666666666,2.3978952727983702,False
