trade_date,model,underlying_return,model_return
2024-10-11,ema-price,-0.07309941520467844,0.0
2024-10-11,dual-ma,-0.07309941520467844,-0.049005059399999995
2024-10-11,macd-cross,-0.07309941520467844,-0.07261856312931414
2024-10-11,trix,-0.07309941520467844,-0.07261686277180801
2024-10-11,adx-dmi,-0.07309941520467844,-0.07251935838127033
2024-10-11,aroon,-0.07309941520467844,-0.07252219478033461
2024-10-11,supertrend,-0.07309941520467844,-0.07259678471757391
2024-10-11,tsmom-monthly,-0.07309941520467844,0.0
2024-10-11,donchian,-0.07309941520467844,-0.07252165173687142
2024-10-11,bollinger-breakout,-0.07309941520467844,-0.07259501985716166
2024-10-11,keltner-breakout,-0.07309941520467844,-0.07252226633472192
2024-10-11,rsi-reversion,-0.07309941520467844,0.0
2024-10-11,stochastic-reversion,-0.07309941520467844,0.0
2024-10-11,cci-reversion,-0.07309941520467844,0.0
2024-10-11,bollinger-reversion,-0.07309941520467844,0.0
2024-10-11,mfi-reversion,-0.07309941520467844,0.0
2024-10-11,obv-trend,-0.07309941520467844,-0.0725195989274896
2024-10-11,vol-target-trend,-0.07309941520467844,-0.0188564442975917
2024-10-11,indicator-vote,-0.07309941520467844,0.0
2024-10-18,buy-hold,0.1241900647948162,0.1230510170653194
2024-10-18,sma-price,0.1241900647948162,0.0
2024-10-18,ema-price,0.1241900647948162,0.0
2024-10-18,dual-ma,0.1241900647948162,0.12291565115189784
2024-10-18,macd-cross,0.1241900647948162,0.12328555678246844
2024-10-18,trix,0.1241900647948162,0.12328236059919284
2024-10-18,adx-dmi,0.1241900647948162,0.12309910721463058
2024-10-18,aroon,0.1241900647948162,0.0
2024-10-18,supertrend,0.1241900647948162,0.0
2024-10-18,tsmom-monthly,0.1241900647948162,0.0
2024-10-18,donchian,0.1241900647948162,0.12310341682685055
2024-10-18,bollinger-breakout,0.1241900647948162,0.12324130362627717
2024-10-18,keltner-breakout,0.1241900647948162,0.12310457176757361
2024-10-18,rsi-reversion,0.1241900647948162,0.0
2024-10-18,stochastic-reversion,0.1241900647948162,0.12295245211830808
2024-10-18,cci-reversion,0.1241900647948162,0.0
2024-10-18,bollinger-reversion,0.1241900647948162,0.0
2024-10-18,mfi-reversion,0.1241900647948162,0.0
2024-10-18,obv-trend,0.1241900647948162,0.0
2024-10-18,vol-target-trend,0.1241900647948162,0.026614793971057704
2024-10-18,indicator-vote,0.1241900647948162,0.0
2025-04-07,buy-hold,-0.09176029962546828,-0.09102969980768882
2025-04-07,sma-price,-0.09176029962546828,0.0
2025-04-07,ema-price,-0.09176029962546828,0.0
2025-04-07,dual-ma,-0.09176029962546828,-0.09094275574906807
2025-04-07,macd-cross,-0.09176029962546828,0.0
2025-04-07,trix,-0.09176029962546828,0.0
2025-04-07,adx-dmi,-0.09176029962546828,0.0
2025-04-07,aroon,-0.09176029962546828,0.0
2025-04-07,supertrend,-0.09176029962546828,0.0
2025-04-07,tsmom-monthly,-0.09176029962546828,0.0
2025-04-07,donchian,-0.09176029962546828,0.0
2025-04-07,bollinger-breakout,-0.09176029962546828,0.0
2025-04-07,keltner-breakout,-0.09176029962546828,0.0
2025-04-07,rsi-reversion,-0.09176029962546828,-0.09083939556494824
2025-04-07,stochastic-reversion,-0.09176029962546828,-0.09081538376263432
2025-04-07,cci-reversion,-0.09176029962546828,0.0
2025-04-07,bollinger-reversion,-0.09176029962546828,0.0
2025-04-07,mfi-reversion,-0.09176029962546828,0.0
2025-04-07,obv-trend,-0.09176029962546828,0.0
2025-04-07,vol-target-trend,-0.09176029962546828,-0.048272801180317515
2025-04-07,indicator-vote,-0.09176029962546828,0.0
2025-08-22,buy-hold,0.0951986754966887,0.09452792516991493
2025-08-22,sma-price,0.0951986754966887,0.09443480261078818
2025-08-22,ema-price,0.0951986754966887,0.09441465940663729
2025-08-22,dual-ma,0.0951986754966887,0.09433983607521368
2025-08-22,macd-cross,0.0951986754966887,0.0943435450090162
2025-08-22,trix,0.0951986754966887,0.09431968742383301
2025-08-22,adx-dmi,0.0951986754966887,0.09436397301083477
2025-08-22,aroon,0.0951986754966887,0.09435181669438975
2025-08-22,supertrend,0.0951986754966887,0.09441043012820338
2025-08-22,tsmom-monthly,0.0951986754966887,0.09439927793568081
2025-08-22,donchian,0.0951986754966887,0.09439137043300372
2025-08-22,bollinger-breakout,0.0951986754966887,0.09439334937815969
2025-08-22,keltner-breakout,0.0951986754966887,0.09439241548242094
2025-08-22,rsi-reversion,0.0951986754966887,0.0
2025-08-22,stochastic-reversion,0.0951986754966887,0.0
2025-08-22,cci-reversion,0.0951986754966887,0.0
2025-08-22,bollinger-reversion,0.0951986754966887,0.0
2025-08-22,mfi-reversion,0.0951986754966887,0.0
2025-08-22,obv-trend,0.0951986754966887,0.09434995567643933
2025-08-22,vol-target-trend,0.0951986754966887,0.09437526357873316
2025-08-22,indicator-vote,0.0951986754966887,0.09440868305136552
2026-07-02,buy-hold,-0.0746724890829693,-0.07439402430433739
2026-07-02,sma-price,-0.0746724890829693,-0.07422887555162483
2026-07-02,ema-price,-0.0746724890829693,-0.074240755556505
2026-07-02,dual-ma,-0.0746724890829693,-0.07409052876158684
2026-07-02,macd-cross,-0.0746724890829693,-0.07406906172361583
2026-07-02,trix,-0.0746724890829693,-0.07403821933198973
2026-07-02,adx-dmi,-0.0746724890829693,-0.07406712067307297
2026-07-02,aroon,-0.0746724890829693,-0.07404331891536542
2026-07-02,supertrend,-0.0746724890829693,-0.07421230018630642
2026-07-02,tsmom-monthly,-0.0746724890829693,-0.07413517353918986
2026-07-02,donchian,-0.0746724890829693,-0.0740371622173237
2026-07-02,bollinger-breakout,-0.0746724890829693,-0.0740649348000687
2026-07-02,keltner-breakout,-0.0746724890829693,-0.07406649971133417
2026-07-02,rsi-reversion,-0.0746724890829693,0.0
2026-07-02,stochastic-reversion,-0.0746724890829693,0.0
2026-07-02,cci-reversion,-0.0746724890829693,0.0
2026-07-02,bollinger-reversion,-0.0746724890829693,0.0
2026-07-02,mfi-reversion,-0.0746724890829693,0.0
2026-07-02,obv-trend,-0.0746724890829693,-0.07409481226488135
2026-07-02,vol-target-trend,-0.0746724890829693,-0.025984978783666013
2026-07-02,indicator-vote,-0.0746724890829693,-0.0742315866896992
2026-07-17,buy-hold,-0.07095115681233943,-0.07063984340570262
2026-07-17,sma-price,-0.07095115681233943,-0.07045540751092061
2026-07-17,ema-price,-0.07095115681233943,-0.07046867011438518
2026-07-17,dual-ma,-0.07095115681233943,-0.0703010149179657
2026-07-17,macd-cross,-0.07095115681233943,0.0
2026-07-17,trix,-0.07095115681233943,0.0
2026-07-17,adx-dmi,-0.07095115681233943,-0.012201803050063242
2026-07-17,aroon,-0.07095115681233943,0.0
2026-07-17,supertrend,-0.07095115681233943,-0.012229931466096522
2026-07-17,tsmom-monthly,-0.07095115681233943,-0.07035082663184433
2026-07-17,donchian,-0.07095115681233943,-0.012196001034067927
2026-07-17,bollinger-breakout,-0.07095115681233943,0.0
2026-07-17,keltner-breakout,-0.07095115681233943,0.0
2026-07-17,rsi-reversion,-0.07095115681233943,0.0
2026-07-17,stochastic-reversion,-0.07095115681233943,-0.0702140838473464
2026-07-17,cci-reversion,-0.07095115681233943,0.0
2026-07-17,bollinger-reversion,-0.07095115681233943,0.0
2026-07-17,mfi-reversion,-0.07095115681233943,0.0
2026-07-17,obv-trend,-0.07095115681233943,0.0
2026-07-17,vol-target-trend,-0.07095115681233943,-0.019245133569374517
2026-07-17,indicator-vote,-0.07095115681233943,-0.07045843410621822
2026-07-21,buy-hold,0.11074380165289255,0.11022324945739226
2026-07-21,sma-price,0.11074380165289255,0.10991500547069122
2026-07-21,ema-price,0.11074380165289255,0.10993716716372126
2026-07-21,dual-ma,0.11074380165289255,0.10965706044956036
2026-07-21,macd-cross,0.11074380165289255,0.0
2026-07-21,trix,0.11074380165289255,0.0
2026-07-21,adx-dmi,0.11074380165289255,0.0
2026-07-21,aroon,0.11074380165289255,0.0
2026-07-21,supertrend,0.11074380165289255,0.0
2026-07-21,tsmom-monthly,0.11074380165289255,0.10974027252385588
2026-07-21,donchian,0.11074380165289255,0.0
2026-07-21,bollinger-breakout,0.11074380165289255,0.0
2026-07-21,keltner-breakout,0.11074380165289255,0.0
2026-07-21,rsi-reversion,0.11074380165289255,0.0
2026-07-21,stochastic-reversion,0.11074380165289255,0.10951185932458718
2026-07-21,cci-reversion,0.11074380165289255,0.0
2026-07-21,bollinger-reversion,0.11074380165289255,0.10966582208843012
2026-07-21,mfi-reversion,0.11074380165289255,0.0
2026-07-21,obv-trend,0.11074380165289255,0.0
2026-07-21,vol-target-trend,0.11074380165289255,0.028975634462974353
2026-07-21,indicator-vote,0.11074380165289255,0.10992006283241773
2026-08-19,buy-hold,-0.06726694915254239,-0.06696293054643532
2026-08-19,sma-price,-0.06726694915254239,0.0
2026-08-19,ema-price,-0.06726694915254239,-0.06679580255744455
2026-08-19,dual-ma,-0.06726694915254239,-0.06663213311505423
2026-08-19,macd-cross,-0.06726694915254239,-0.06664955015750906
2026-08-19,trix,-0.06726694915254239,-0.06664994221582865
2026-08-19,adx-dmi,-0.06726694915254239,0.0
2026-08-19,aroon,-0.06726694915254239,0.0
2026-08-19,supertrend,-0.06726694915254239,0.0
2026-08-19,tsmom-monthly,-0.06726694915254239,-0.06668075819144181
2026-08-19,donchian,-0.06726694915254239,0.0
2026-08-19,bollinger-breakout,-0.06726694915254239,0.0
2026-08-19,keltner-breakout,-0.06726694915254239,0.0
2026-08-19,rsi-reversion,-0.06726694915254239,0.0
2026-08-19,stochastic-reversion,-0.06726694915254239,0.0
2026-08-19,cci-reversion,-0.06726694915254239,0.0
2026-08-19,bollinger-reversion,-0.06726694915254239,0.0
2026-08-19,mfi-reversion,-0.06726694915254239,0.0
2026-08-19,obv-trend,-0.06726694915254239,0.0
2026-08-19,vol-target-trend,-0.06726694915254239,-0.016734261612453172
2026-08-19,indicator-vote,-0.06726694915254239,0.0
