family,config,canonical,params,total_return,annualized_return,maximum_drawdown,sharpe,annualized_volatility,turnover,average_cash_ratio,maximum_cash_ratio,longest_underwater_trading_days,yearly_returns,calmar,average_exposure,invested_session_ratio,filled_trade_count,rejected_order_count,maximum_volume_participation,exposure_matched_beta_annualized,timing_value_add
mfi-reversion,mfi-reversion__entry-30-exit-70-period-7,False,"{""entry"": 30, ""exit"": 70, ""period"": 7}",-0.44310153004343555,-0.11989811565117137,0.5244251547956478,-0.4996653617735802,0.21120046537723342,55.427914283030276,0.4814299883739018,1.0,1130,"{""2021"": 0.0126301824050159, ""2022"": -0.37536862520621395, ""2023"": -0.10829709758125372, ""2024"": 0.0730383320842154, ""2025"": 0.022432154865282827, ""2026"": -0.1000229266364282}",-0.22862769749840078,0.5185700116260983,0.5238095238095238,57,0,0.003215501435292223,0.03037048468308079,-0.15026860033425216
mfi-reversion,mfi-reversion__entry-20-exit-60-period-14,True,"{""entry"": 20, ""exit"": 60, ""period"": 14}",0.44085289238976766,0.0829487941077458,0.1528160142359526,0.7064402939439204,0.12354492102320143,21.591223143032945,0.8602380357649756,1.0,235,"{""2021"": 0.0, ""2022"": 0.021388560889156638, ""2023"": 0.09591126197993449, ""2024"": 0.02693596488992145, ""2025"": 0.07792715606048706, ""2026"": 0.1628414021679505}",0.5428017117346768,0.13976196423502446,0.14112554112554113,22,0,0.0021284422955644314,0.011105884674706079,0.07184290943303973
mfi-reversion,mfi-reversion__entry-30-exit-70-period-14,False,"{""entry"": 30, ""exit"": 70, ""period"": 14}",0.17684004645508478,0.036165813298260296,0.49477219981640375,0.2633098519942235,0.24392487564008566,30.612031138432457,0.4935379107943148,1.0,970,"{""2021"": 0.011231609108220075, ""2022"": -0.35732215097483755, ""2023"": -0.005159030460728187, ""2024"": 0.4733271727996935, ""2025"": 0.004991143138328491, ""2026"": 0.2293013980058225}",0.07309588798982729,0.5064620892056851,0.5116883116883116,30,0,0.00202080864570959,0.030003841504006923,0.006161971794253374
mfi-reversion,mfi-reversion__entry-20-exit-60-period-21,False,"{""entry"": 20, ""exit"": 60, ""period"": 21}",-0.07544367017046161,-0.016968844905391522,0.3451965619642291,-0.10426825066462674,0.10821192756040296,7.841768612287582,0.8800432179832071,1.0,1119,"{""2021"": 0.0, ""2022"": -0.1952264366628741, ""2023"": 0.0, ""2024"": 0.14884033465974356, ""2025"": 0.0, ""2026"": 0.0}",-0.049157050721582544,0.1199567820167928,0.12121212121212122,8,0,0.00156292107979478,0.009660904719937191,-0.026629749625328714
mfi-reversion,mfi-reversion__entry-30-exit-70-period-21,False,"{""entry"": 30, ""exit"": 70, ""period"": 21}",0.3028231665473762,0.059414520804898396,0.4276667955439202,0.3597802785166443,0.23280575694632136,17.899524192602822,0.46191337587230497,1.0,776,"{""2021"": 0.0, ""2022"": -0.20454444385497483, ""2023"": -0.07524754539144807, ""2024"": 0.3730356895994178, ""2025"": 0.16812011131189641, ""2026"": 0.10426862464168374}",0.13892713071009669,0.538086624127695,0.5437229437229437,17,0,0.0012869829213888,0.030926568223668793,0.028487952581229603
obv-trend,obv-trend__obv_period-10-price_period-50,False,"{""obv_period"": 10, ""price_period"": 50}",0.20979023517581585,0.04242743911686753,0.2957556413865734,0.2891715239806972,0.23689866221866546,139.945288691788,0.7134667739246977,1.0,566,"{""2021"": -0.006277721217423982, ""2022"": -0.06168790446674066, ""2023"": -0.02770323994898438, ""2024"": -0.05459926575489493, ""2025"": 0.24614838125208527, ""2026"": 0.13269556987949982}",0.1434543696882924,0.28653322607530224,0.2891774891774892,142,0,0.0029845640316030716,0.020469890379725575,0.021957548737141952
obv-trend,obv-trend__obv_period-10-price_period-100,False,"{""obv_period"": 10, ""price_period"": 100}",0.2277608875441135,0.04578644790642694,0.2826453407360937,0.30679941286820694,0.2288912508753742,120.91445688681985,0.7271858185157425,1.0,550,"{""2021"": 0.0, ""2022"": -0.06699624111345448, ""2023"": -0.0811089157225845, ""2024"": 0.010594112712701609, ""2025"": 0.20302979204833504, ""2026"": 0.1779130046151134}",0.161992579772181,0.2728141814842575,0.2753246753246753,118,0,0.0011783781947360254,0.019695639663913633,0.026090808242513308
obv-trend,obv-trend__obv_period-20-price_period-50,False,"{""obv_period"": 20, ""price_period"": 50}",0.42663206210786986,0.08060772627172796,0.32625790836816837,0.4367192357179402,0.2422340885274964,103.34655268915348,0.6842068712880975,1.0,566,"{""2021"": -0.00292877481638798, ""2022"": -0.06160805773606026, ""2023"": -0.044366820123470485, ""2024"": -0.1444604699683949, ""2025"": 0.4540616643557278, ""2026"": 0.28258867704797686}",0.24706750152019463,0.3157931287119024,0.31861471861471863,108,0,0.00210989257690454,0.0220511501022429,0.058556576169485064
obv-trend,obv-trend__obv_period-20-price_period-100,True,"{""obv_period"": 20, ""price_period"": 100}",0.27606344716069886,0.054628258667777985,0.3457217123524544,0.3419056904236146,0.23260058676482265,96.84139565376228,0.7159483503820064,1.0,689,"{""2021"": -0.00292877481638798, ""2022"": -0.10709788589888936, ""2023"": -0.09796364537328506, ""2024"": -0.1060404619925357, ""2025"": 0.38249542415426685, ""2026"": 0.28569107204754207}",0.15801222982514293,0.28405164961799356,0.2865800865800866,94,0,0.00210989257690454,0.02033139153178931,0.03429686713598867
obv-trend,obv-trend__obv_period-50-price_period-50,False,"{""obv_period"": 50, ""price_period"": 50}",0.26166390344637214,0.052020191127501336,0.3630873141566925,0.32222000217357316,0.2545745105339317,94.63327495042266,0.6172450310991088,1.0,786,"{""2021"": -0.0223796125261001, ""2022"": -0.08062320842929793, ""2023"": -0.09735581044127961, ""2024"": -0.07279200349355497, ""2025"": 0.3310257508046379, ""2026"": 0.26008451530619836}",0.14327184977069102,0.3827549689008913,0.38614718614718613,98,0,0.0029362730363843314,0.02530971778775193,0.026710473339749408
obv-trend,obv-trend__obv_period-50-price_period-100,False,"{""obv_period"": 50, ""price_period"": 100}",0.006584305732386442,0.0014328926380937634,0.3136483679610115,0.12631953539212348,0.2464919569459083,81.97624068237215,0.6592699154715507,1.0,932,"{""2021"": -0.017793139808696012, ""2022"": -0.12568301035114693, ""2023"": -0.1368171140957094, ""2024"": 0.01629657161369913, ""2025"": 0.20671881946450643, ""2026"": 0.10725820327641955}",0.004568468337357589,0.3407300845284494,0.3437229437229437,82,0,0.001941001479916068,0.02332333359018346,-0.021890440952089696
vol-target-trend,vol-target-trend__target_vol-0p15-trend_period-100-vol_period-20,False,"{""target_vol"": 0.15, ""trend_period"": 100, ""vol_period"": 20}",0.29009160440199167,0.05714702634349078,0.14860770535915668,0.5236664426040335,0.11959745582116803,19.256633983459214,0.7850686281599246,1.0,734,"{""2021"": 0.0, ""2022"": -0.055461120398106134, ""2023"": -0.05588239855344945, ""2024"": 0.09203595381970864, ""2025"": 0.19770468512066808, ""2026"": 0.10608354058282132}",0.3845495508148601,0.21493137184007546,0.41385281385281386,111,0,0.000685719542772841,0.01619888728380081,0.04094813905968997
vol-target-trend,vol-target-trend__target_vol-0p2-trend_period-100-vol_period-20,False,"{""target_vol"": 0.2, ""trend_period"": 100, ""vol_period"": 20}",0.3217497550635444,0.06275354216579787,0.19039562089370998,0.47790771968535617,0.15082524875567516,22.73155580218609,0.7263063268853894,1.0,734,"{""2021"": 0.0, ""2022"": -0.0743836728576438, ""2023"": -0.07496048979170056, ""2024"": 0.12341402678973368, ""2025"": 0.20494777555133425, ""2026"": 0.14038076375558428}",0.3295955120776154,0.2736936731146105,0.41385281385281386,104,0,0.0009147517981717635,0.019745903017675648,0.04300763914812222
vol-target-trend,vol-target-trend__target_vol-0p15-trend_period-100-vol_period-60,False,"{""target_vol"": 0.15, ""trend_period"": 100, ""vol_period"": 60}",0.3612587180198301,0.06960498865897491,0.1489182369492933,0.5972711343417499,0.12561328073313097,15.296305296422506,0.7990672439273581,1.0,602,"{""2021"": 0.0, ""2022"": -0.06001963491399798, ""2023"": -0.06158494619668131, ""2024"": 0.13460048222958876, ""2025"": 0.25204599197832045, ""2026"": 0.08633477018576663}",0.4674040606771045,0.20093275607264202,0.41385281385281386,110,0,0.0006751149224086096,0.015297543796231938,0.05430744486274297
vol-target-trend,vol-target-trend__target_vol-0p2-trend_period-100-vol_period-60,False,"{""target_vol"": 0.2, ""trend_period"": 100, ""vol_period"": 60}",0.3865101256847223,0.07390293205762122,0.2015979833708208,0.5256674576058477,0.1592405131367614,18.74523731689605,0.7416131917451801,1.0,609,"{""2021"": 0.0, ""2022"": -0.08010355662557422, ""2023"": -0.09002336286100521, ""2024"": 0.17663131105090524, ""2025"": 0.2646093804300247, ""2026"": 0.1131586449985642}",0.36658567125487374,0.25838680825481986,0.41385281385281386,104,0,0.0008998777851933608,0.018858835596527346,0.05504409646109387
vol-target-trend,vol-target-trend__target_vol-0p15-trend_period-200-vol_period-20,False,"{""target_vol"": 0.15, ""trend_period"": 200, ""vol_period"": 20}",0.398646175647535,0.07594681992982699,0.11913644937082846,0.6355846672242302,0.1279429337700979,16.830242725458636,0.7433001551890854,1.0,689,"{""2021"": -0.03301796892263964, ""2022"": 0.0, ""2023"": -0.04599524409960565, ""2024"": 0.09203224543991384, ""2025"": 0.26672446121504456, ""2026"": 0.09602711649535589}",0.6374776177308437,0.2566998448109146,0.4683982683982684,115,0,0.0018628507960727775,0.018759479962675796,0.057187339967151196
vol-target-trend,vol-target-trend__target_vol-0p2-trend_period-200-vol_period-20,True,"{""target_vol"": 0.2, ""trend_period"": 200, ""vol_period"": 20}",0.4514574167508225,0.08468280648155302,0.14711244976736138,0.5932497810907954,0.15782866625847825,18.24823938694599,0.6845445238639274,1.0,360,"{""2021"": -0.041095728507547946, ""2022"": 0.0, ""2023"": -0.05884885812726515, ""2024"": 0.1234190581025949, ""2025"": 0.27127400873362584, ""2026"": 0.12613048996905407}",0.5756331745917326,0.3154554761360726,0.4683982683982684,103,0,0.0018628507960727775,0.0220334475283106,0.06264935895324242
vol-target-trend,vol-target-trend__target_vol-0p15-trend_period-200-vol_period-60,False,"{""target_vol"": 0.15, ""trend_period"": 200, ""vol_period"": 60}",0.5004173326940364,0.09256245018079157,0.11340883201441143,0.7470370264348581,0.12954765665811246,11.602851482779144,0.768210354189772,1.0,360,"{""2021"": -0.03229006993236805, ""2022"": 0.0, ""2023"": -0.051081364674469, ""2024"": 0.13456326872637647, ""2025"": 0.3271407960788133, ""2026"": 0.0851560112021732}",0.8161837886579167,0.231789645810228,0.4683982683982684,117,0,0.001400678023316503,0.017255623537769882,0.07530682664302168
vol-target-trend,vol-target-trend__target_vol-0p2-trend_period-200-vol_period-60,False,"{""target_vol"": 0.2, ""trend_period"": 200, ""vol_period"": 60}",0.5453491170247005,0.09961883239925884,0.14889830135032756,0.6581811032274101,0.16445373154534046,14.043526287408783,0.7029810075191614,1.0,351,"{""2021"": -0.041095728507547946, ""2022"": 0.0, ""2023"": -0.07747363964955156, ""2024"": 0.1766286625418334, ""2025"": 0.33631820798785816, ""2026"": 0.11102354087993538}",0.6690394147941009,0.29701899248083863,0.4683982683982684,110,0,0.0018628507960727775,0.021047536613020945,0.0785712957862379
indicator-vote,indicator-vote__threshold-2,False,"{""threshold"": 2}",0.5598537945048823,0.1018624800750838,0.30030158699702725,0.4845695705565437,0.27890457295301163,35.82682219281689,0.4957859723745639,1.0,463,"{""2021"": -0.053024748416354406, ""2022"": 0.0263147727278934, ""2023"": -0.17672179705471414, ""2024"": 0.2844192558313401, ""2025"": 0.33541379601314647, ""2026"": 0.13656793820001023}",0.33920060527716145,0.5042140276254361,0.5082251082251082,39,0,0.0018628507960727775,0.02993394291478757,0.07192853716029624
indicator-vote,indicator-vote__threshold-3,True,"{""threshold"": 3}",0.7127805245855334,0.12457769479053638,0.36849428810617113,0.5839070862661006,0.25574040904381784,28.0963707148519,0.6557007765832519,1.0,351,"{""2021"": -0.015454354068295761, ""2022"": 0.0, ""2023"": -0.0872367435533663, ""2024"": 0.226607171870016, ""2025"": 0.3579310566043945, ""2026"": 0.1442594044218517}",0.3380722546088499,0.3442992234167482,0.3471861471861472,27,0,0.002073531238198871,0.023499726396962295,0.10107796839357408
indicator-vote,indicator-vote__threshold-4,False,"{""threshold"": 4}",0.6920086712687796,0.12158783745615342,0.17915291191485538,0.7710598930756071,0.1667273681631147,20.19206794641398,0.8557683248937166,1.0,567,"{""2021"": 0.0, ""2022"": 0.0, ""2023"": -0.04669424834363234, ""2024"": 0.0, ""2025"": 0.35941043746549783, ""2026"": 0.3056289493834097}",0.6786818933422614,0.14423167510628335,0.14545454545454545,18,1,0.0004155448010414625,0.011426065888625159,0.11016177156752827
