model,execution_date,target_weight,execution,delay,family
walk-forward__obv-trend,2025-08-08,0.0,open,1,obv-trend
walk-forward__obv-trend,2025-08-13,0.99,open,1,obv-trend
walk-forward__obv-trend,2025-09-05,0.0,open,1,obv-trend
walk-forward__obv-trend,2025-09-09,0.99,open,1,obv-trend
walk-forward__obv-trend,2025-09-10,0.0,open,1,obv-trend
walk-forward__obv-trend,2025-09-11,0.99,open,1,obv-trend
walk-forward__obv-trend,2025-10-17,0.0,open,1,obv-trend
walk-forward__obv-trend,2025-10-22,0.99,open,1,obv-trend
walk-forward__obv-trend,2025-10-23,0.0,open,1,obv-trend
walk-forward__obv-trend,2025-10-27,0.99,open,1,obv-trend
walk-forward__obv-trend,2025-11-03,0.0,open,1,obv-trend
walk-forward__obv-trend,2025-12-31,0.99,open,1,obv-trend
walk-forward__obv-trend,2026-01-05,0.0,open,1,obv-trend
walk-forward__obv-trend,2026-01-06,0.99,open,1,obv-trend
walk-forward__obv-trend,2026-01-21,0.0,open,1,obv-trend
walk-forward__obv-trend,2026-01-22,0.99,open,1,obv-trend
walk-forward__obv-trend,2026-02-02,0.0,open,1,obv-trend
walk-forward__obv-trend,2026-03-02,0.99,open,1,obv-trend
walk-forward__obv-trend,2026-03-03,0.0,open,1,obv-trend
walk-forward__obv-trend,2026-04-15,0.99,open,1,obv-trend
walk-forward__obv-trend,2026-06-02,0.0,open,1,obv-trend
walk-forward__obv-trend,2026-06-04,0.99,open,1,obv-trend
walk-forward__obv-trend,2026-06-09,0.0,open,1,obv-trend
walk-forward__obv-trend,2026-06-10,0.99,open,1,obv-trend
walk-forward__obv-trend,2026-06-11,0.0,open,1,obv-trend
walk-forward__obv-trend,2026-06-16,0.99,open,1,obv-trend
walk-forward__obv-trend,2026-07-16,0.0,open,1,obv-trend
walk-forward__obv-trend,2026-07-22,0.99,open,1,obv-trend
walk-forward__obv-trend,2026-07-23,0.0,open,1,obv-trend
walk-forward__vol-target-trend,2023-12-25,0.0,open,1,vol-target-trend
walk-forward__vol-target-trend,2024-09-30,0.36777778427435476,open,1,vol-target-trend
walk-forward__vol-target-trend,2024-10-08,0.18777114821765312,open,1,vol-target-trend
walk-forward__vol-target-trend,2024-10-11,0.2958374990615309,open,1,vol-target-trend
walk-forward__vol-target-trend,2024-10-14,0.21853776065514152,open,1,vol-target-trend
walk-forward__vol-target-trend,2024-10-21,0.2042176262485807,open,1,vol-target-trend
walk-forward__vol-target-trend,2024-10-28,0.2058649857913747,open,1,vol-target-trend
walk-forward__vol-target-trend,2024-11-04,0.20581383064338174,open,1,vol-target-trend
walk-forward__vol-target-trend,2024-11-11,0.2056417618185282,open,1,vol-target-trend
walk-forward__vol-target-trend,2024-11-18,0.20147252192491275,open,1,vol-target-trend
walk-forward__vol-target-trend,2024-11-25,0.19941759858062094,open,1,vol-target-trend
walk-forward__vol-target-trend,2024-12-02,0.1987485655302302,open,1,vol-target-trend
walk-forward__vol-target-trend,2024-12-09,0.19990006544595412,open,1,vol-target-trend
walk-forward__vol-target-trend,2024-12-16,0.19960912659576413,open,1,vol-target-trend
walk-forward__vol-target-trend,2024-12-23,0.1996802379302661,open,1,vol-target-trend
walk-forward__vol-target-trend,2024-12-30,0.2060067981304003,open,1,vol-target-trend
walk-forward__vol-target-trend,2025-01-06,0.3488736961479871,open,1,vol-target-trend
walk-forward__vol-target-trend,2025-01-13,0.3786638804102026,open,1,vol-target-trend
walk-forward__vol-target-trend,2025-01-20,0.4811793728444999,open,1,vol-target-trend
walk-forward__vol-target-trend,2025-01-27,0.4888285273205393,open,1,vol-target-trend
walk-forward__vol-target-trend,2025-02-05,0.4944165894203351,open,1,vol-target-trend
walk-forward__vol-target-trend,2025-02-10,0.5018244330830619,open,1,vol-target-trend
walk-forward__vol-target-trend,2025-02-17,0.5329972137549531,open,1,vol-target-trend
walk-forward__vol-target-trend,2025-02-24,0.51757500270172,open,1,vol-target-trend
walk-forward__vol-target-trend,2025-03-03,0.5279091594794223,open,1,vol-target-trend
walk-forward__vol-target-trend,2025-03-10,0.5162143005660362,open,1,vol-target-trend
walk-forward__vol-target-trend,2025-03-17,0.5098212300014348,open,1,vol-target-trend
walk-forward__vol-target-trend,2025-03-24,0.5103297126501212,open,1,vol-target-trend
walk-forward__vol-target-trend,2025-03-31,0.5146883758417425,open,1,vol-target-trend
walk-forward__vol-target-trend,2025-04-07,0.5272133271820104,open,1,vol-target-trend
walk-forward__vol-target-trend,2025-04-14,0.4366848095942585,open,1,vol-target-trend
walk-forward__vol-target-trend,2025-04-21,0.4440197485651719,open,1,vol-target-trend
walk-forward__vol-target-trend,2025-04-28,0.4468334439324436,open,1,vol-target-trend
walk-forward__vol-target-trend,2025-05-06,0.4507855171088232,open,1,vol-target-trend
walk-forward__vol-target-trend,2025-05-12,0.4622411250989645,open,1,vol-target-trend
walk-forward__vol-target-trend,2025-05-19,0.4714472843917592,open,1,vol-target-trend
walk-forward__vol-target-trend,2025-05-26,0.5298181810377262,open,1,vol-target-trend
walk-forward__vol-target-trend,2025-06-03,0.5594434248866014,open,1,vol-target-trend
walk-forward__vol-target-trend,2025-06-09,0.5868382227108957,open,1,vol-target-trend
walk-forward__vol-target-trend,2025-06-16,0.5942679038967669,open,1,vol-target-trend
walk-forward__vol-target-trend,2025-06-23,0.0,open,1,vol-target-trend
walk-forward__vol-target-trend,2025-06-30,0.5991699525156574,open,1,vol-target-trend
walk-forward__vol-target-trend,2025-07-07,0.8980374505228037,open,1,vol-target-trend
walk-forward__vol-target-trend,2025-07-14,0.99,open,1,vol-target-trend
walk-forward__vol-target-trend,2025-08-25,0.6016550780211259,open,1,vol-target-trend
walk-forward__vol-target-trend,2025-09-01,0.514165121041036,open,1,vol-target-trend
walk-forward__vol-target-trend,2025-09-08,0.45045710137757483,open,1,vol-target-trend
walk-forward__vol-target-trend,2025-09-15,0.430578816187776,open,1,vol-target-trend
walk-forward__vol-target-trend,2025-09-22,0.4309355495103209,open,1,vol-target-trend
walk-forward__vol-target-trend,2025-09-29,0.4191126606759433,open,1,vol-target-trend
walk-forward__vol-target-trend,2025-10-09,0.4196479283795042,open,1,vol-target-trend
walk-forward__vol-target-trend,2025-10-13,0.3931794797685298,open,1,vol-target-trend
walk-forward__vol-target-trend,2025-10-20,0.37053345574241403,open,1,vol-target-trend
walk-forward__vol-target-trend,2025-10-27,0.3618975385917775,open,1,vol-target-trend
walk-forward__vol-target-trend,2025-11-03,0.3557036743785176,open,1,vol-target-trend
walk-forward__vol-target-trend,2025-11-10,0.3496760638314484,open,1,vol-target-trend
walk-forward__vol-target-trend,2025-11-17,0.34570252847220573,open,1,vol-target-trend
walk-forward__vol-target-trend,2025-11-24,0.3448477995763375,open,1,vol-target-trend
walk-forward__vol-target-trend,2025-12-01,0.42029925810502544,open,1,vol-target-trend
walk-forward__vol-target-trend,2025-12-08,0.45950222249947387,open,1,vol-target-trend
walk-forward__vol-target-trend,2025-12-15,0.49437358400217896,open,1,vol-target-trend
walk-forward__vol-target-trend,2025-12-22,0.48002903129076224,open,1,vol-target-trend
walk-forward__vol-target-trend,2025-12-29,0.5083479085869635,open,1,vol-target-trend
walk-forward__vol-target-trend,2026-01-05,0.5145987798146939,open,1,vol-target-trend
walk-forward__vol-target-trend,2026-01-12,0.5652435395405213,open,1,vol-target-trend
walk-forward__vol-target-trend,2026-01-19,0.5698617145578165,open,1,vol-target-trend
walk-forward__vol-target-trend,2026-01-26,0.5790075253516164,open,1,vol-target-trend
walk-forward__vol-target-trend,2026-02-02,0.5879140169125157,open,1,vol-target-trend
walk-forward__vol-target-trend,2026-02-09,0.5787911792335265,open,1,vol-target-trend
walk-forward__vol-target-trend,2026-02-24,0.5790239976765928,open,1,vol-target-trend
walk-forward__vol-target-trend,2026-03-02,0.6053563093247247,open,1,vol-target-trend
walk-forward__vol-target-trend,2026-03-09,0.5506594703080957,open,1,vol-target-trend
walk-forward__vol-target-trend,2026-03-16,0.5422034322992593,open,1,vol-target-trend
walk-forward__vol-target-trend,2026-03-23,0.5424692935164863,open,1,vol-target-trend
walk-forward__vol-target-trend,2026-03-30,0.5148154970027494,open,1,vol-target-trend
walk-forward__vol-target-trend,2026-04-07,0.0,open,1,vol-target-trend
walk-forward__vol-target-trend,2026-04-13,0.46657591828067657,open,1,vol-target-trend
walk-forward__vol-target-trend,2026-04-20,0.4814256938565511,open,1,vol-target-trend
walk-forward__vol-target-trend,2026-04-27,0.48661954720338463,open,1,vol-target-trend
walk-forward__vol-target-trend,2026-05-06,0.44940981649748474,open,1,vol-target-trend
walk-forward__vol-target-trend,2026-05-11,0.4272530029100395,open,1,vol-target-trend
walk-forward__vol-target-trend,2026-05-18,0.41567736321156645,open,1,vol-target-trend
walk-forward__vol-target-trend,2026-05-25,0.39779395975798704,open,1,vol-target-trend
walk-forward__vol-target-trend,2026-06-01,0.3609292797008594,open,1,vol-target-trend
walk-forward__vol-target-trend,2026-06-08,0.3553633982066344,open,1,vol-target-trend
walk-forward__vol-target-trend,2026-06-15,0.342678562800938,open,1,vol-target-trend
walk-forward__vol-target-trend,2026-06-22,0.33208665229384565,open,1,vol-target-trend
walk-forward__vol-target-trend,2026-06-29,0.3331079132443237,open,1,vol-target-trend
walk-forward__vol-target-trend,2026-07-06,0.30868941506717235,open,1,vol-target-trend
walk-forward__vol-target-trend,2026-07-13,0.2925601328645743,open,1,vol-target-trend
walk-forward__vol-target-trend,2026-07-20,0.2655143243049114,open,1,vol-target-trend
walk-forward__vol-target-trend,2026-07-27,0.246647771959677,open,1,vol-target-trend
walk-forward__vol-target-trend,2026-08-03,0.2407719618807963,open,1,vol-target-trend
walk-forward__vol-target-trend,2026-08-10,0.2367611653845787,open,1,vol-target-trend
walk-forward__vol-target-trend,2026-08-17,0.24123513304007088,open,1,vol-target-trend
walk-forward__vol-target-trend,2026-08-24,0.2396145316742412,open,1,vol-target-trend
walk-forward__vol-target-trend,2026-08-31,0.2431046925511343,open,1,vol-target-trend
walk-forward__indicator-vote,2023-12-25,0.0,open,1,indicator-vote
walk-forward__indicator-vote,2024-10-08,0.99,open,1,indicator-vote
walk-forward__indicator-vote,2025-01-07,0.0,open,1,indicator-vote
walk-forward__indicator-vote,2025-01-22,0.99,open,1,indicator-vote
walk-forward__indicator-vote,2025-03-17,0.0,open,1,indicator-vote
walk-forward__indicator-vote,2025-04-17,0.99,open,1,indicator-vote
walk-forward__indicator-vote,2025-05-19,0.0,open,1,indicator-vote
walk-forward__indicator-vote,2025-06-05,0.99,open,1,indicator-vote
walk-forward__indicator-vote,2025-06-16,0.0,open,1,indicator-vote
walk-forward__indicator-vote,2025-06-26,0.99,open,1,indicator-vote
walk-forward__indicator-vote,2025-11-21,0.0,open,1,indicator-vote
walk-forward__indicator-vote,2025-12-05,0.99,open,1,indicator-vote
walk-forward__indicator-vote,2026-02-03,0.0,open,1,indicator-vote
walk-forward__indicator-vote,2026-04-09,0.99,open,1,indicator-vote
walk-forward__indicator-vote,2026-08-04,0.0,open,1,indicator-vote
