window_end,window_start,trading_days,total_return,annualized_return,maximum_drawdown,sharpe,sortino,calmar,annualized_volatility,turnover,annualized_turnover,transaction_cost,average_cash_ratio,average_risk_weight,longest_underwater_trading_days,worst_rolling_three_year_return,positive_day_ratio
2025-05-30,2022-04-18,756,-0.1565776979478628,-0.05518156132108021,0.20918179463897468,-0.33724399773289226,-0.5643967279299625,-0.26379715030324535,0.13952162648434294,66.50080756203762,22.16693585401254,144109.20247964747,0.008863620801472969,0.5974190623167906,469,,0.48677248677248675
2025-06-30,2022-05-19,756,-0.08909151179299024,-0.030625518175022126,0.20918179463897435,-0.16077898970796667,-0.2728941998282312,-0.1464062311343993,0.136072756506573,64.99168593026165,21.663895310087216,140466.6929234146,0.008948469684125052,0.5930156567035925,489,,0.49206349206349204
2025-07-31,2022-06-22,756,-0.06405638728498408,-0.021824994162679245,0.20918179463897502,-0.09435014541495042,-0.16001184602740717,-0.10433505554509084,0.13608165132221517,65.78149069398991,21.927163564663303,141784.6014843684,0.009046102092207306,0.593888650077597,512,,0.49603174603174605
2025-08-29,2022-07-21,756,0.031433852419024966,0.01037004132558561,0.20918179463897413,0.1433891788266254,0.24988897023600778,0.04957430135582887,0.13966679436989224,67.86325639865805,22.621085466219352,146091.04547996822,0.009025237567802442,0.5994894335322807,531,,0.49867724867724866
2025-09-30,2022-08-22,756,0.03786681928737767,0.012466220660345195,0.20918179463897457,0.15755821147868815,0.2696781917394572,0.059595151107009865,0.14639669201942207,69.90434998403171,23.301449994677238,150582.28113141385,0.00809694665756555,0.6005683350141149,531,,0.5
2025-10-31,2022-09-15,756,0.04434545041018434,0.014568543651404253,0.2091817946389749,0.17135630514889294,0.2926941056559428,0.06964537079600058,0.14867954999092137,67.01801221687317,22.33933740562439,144466.69315680198,0.007908625625982784,0.597938069646171,531,,0.4973544973544973
2025-11-28,2022-10-20,756,0.11477931058954272,0.03688271151403466,0.20918179463897402,0.31795968060333574,0.5463406658756642,0.17631893625203082,0.14844450486727942,64.24195763855529,21.41398587951843,138819.34036031354,0.007690401976557892,0.5898487560341217,531,,0.5013227513227513
2025-12-31,2022-11-22,756,0.21310657311461,0.06651340543339401,0.20918179463897424,0.5063753900166303,0.8766352160684467,0.3179693794490536,0.14903476206520191,62.72833667221692,20.90944555740564,136153.9692236049,0.007502295534247743,0.5858863309431378,531,,0.5079365079365079
2026-01-30,2022-12-20,756,0.31348364209019475,0.09515323282217314,0.2091817946389759,0.6746002685880929,1.1679738919774374,0.4548829547351233,0.15177734367170964,60.424683998348236,20.141561332782747,132187.1958024036,0.007500791379188426,0.5794155166391485,531,,0.5132275132275133
2026-02-27,2023-01-10,756,0.3119773873482776,0.09473444554576615,0.20918179463897402,0.6591502975758127,1.1257263825578887,0.45288092928578194,0.15567446848442262,59.503010776840675,19.83433692561356,130817.16158932973,0.007413879339934139,0.5769171713698396,531,,0.5105820105820106
2026-03-31,2023-02-16,756,0.11313991949041324,0.03637418328749531,0.20918179463897568,0.30563856215633617,0.5126340953703469,0.17388790143173344,0.15727864608109957,61.52578983614257,20.508596612047523,136037.05320864756,0.007266369662247025,0.5756841586873332,531,,0.503968253968254
2026-04-30,2023-03-17,756,0.1927204423450204,0.06050540818941119,0.2091817946389749,0.453047627831569,0.7596996355429215,0.2892479639245708,0.15673304618530948,61.02518562307938,20.34172854102646,135481.3949223772,0.00698284550771418,0.5713885573808082,531,,0.5092592592592593
2026-05-29,2023-04-13,756,0.09643015517860576,0.0311622144138346,0.20918179463897513,0.2761720918628068,0.4589404104657331,0.14897192400331571,0.1539397798851298,59.13716431382016,19.71238810460672,131775.1848296189,0.006810199412946539,0.5686482142905617,531,,0.5052910052910053
2026-06-30,2023-05-17,756,0.3209572526662121,0.09722641538745869,0.20918179463897535,0.6801491304289046,1.1476474994246073,0.4647938677228615,0.153797230040177,58.49348576078037,19.49782858692679,130979.54632330914,0.006744968042775353,0.566652264157202,531,,0.5145502645502645
2026-07-24,2023-06-12,756,0.13385349349208675,0.04276308319627531,0.20918179463897535,0.3410008548621006,0.5659753784416274,0.20443023385510037,0.16050182796317247,57.12589636267876,19.041965454226254,128576.55898330912,0.006434152073186346,0.5643332474203197,531,,0.5079365079365079
