model,dimension,regime,trading_days,total_return,annualized_return,maximum_drawdown,sharpe,sortino,calmar,annualized_volatility,longest_underwater_trading_days
risk-core__trend-250-vol-20-target-0p2,trend_regime,transition,20,0.07072762908732377,1.3656773840744103,0.03785466746760002,4.420895560650132,13.316245827654381,36.07685591858123,0.1993178810154485,13
risk-core__trend-250-vol-20-target-0p2,trend_regime,uptrend,446,0.3235653105117893,0.1716256399436027,0.18050390013242168,0.8438516439379913,1.4466375447783206,0.9508140257229584,0.2150782056002528,118
risk-core__trend-250-vol-20-target-0p2,volatility_regime,high-vol,243,0.18978286562925417,0.19746495062330638,0.10127424301135912,1.122006212457203,2.0105180030043415,1.9498042616932552,0.1740851272656727,45
risk-core__trend-250-vol-20-target-0p2,volatility_regime,normal-vol,408,0.19112317701515602,0.11407497017732737,0.1978746201987237,0.6738408794611329,1.0832478499139127,0.5765012716778074,0.18588842518342,90
risk-core__trend-250-vol-60-target-0p15,trend_regime,downtrend,185,0.0,0.0,-0.0,,,,0.0,0
risk-core__trend-250-vol-60-target-0p15,trend_regime,transition,20,0.04612907894850915,0.7651208916069174,0.04548043065594798,3.105320244580801,7.350619554338218,16.82307930184153,0.18858272568899875,14
risk-core__trend-250-vol-60-target-0p15,trend_regime,uptrend,446,0.41790137516734904,0.21810129115437804,0.13974422598524439,1.2679706375030626,2.387444394973471,1.5607177299576398,0.16646830445358993,102
risk-core__trend-250-vol-60-target-0p15,volatility_regime,high-vol,243,0.18052197562423955,0.18780045192732642,0.08971535103210138,1.2067820695488156,2.1846408360976133,2.093292282389096,0.15218811638766852,47
risk-core__trend-250-vol-60-target-0p15,volatility_regime,normal-vol,408,0.25648475019645245,0.151447567155083,0.12931499190138573,1.1099024311018646,2.053109279447242,1.1711524311935568,0.13519920757211573,86
risk-core__trend-250-vol-60-target-0p2,trend_regime,downtrend,185,0.0,0.0,-0.0,,,,0.0,0
risk-core__trend-250-vol-60-target-0p2,trend_regime,transition,20,0.061536792669444784,1.1221772119767008,0.0603227542058159,3.112008048722783,7.373738363023668,18.602884214270645,0.2517101892543742,14
risk-core__trend-250-vol-60-target-0p2,trend_regime,uptrend,446,0.4675818280041355,0.24203561539738927,0.18258449934460796,1.1291850514179875,2.04509625847438,1.3256087798590939,0.21171385152146188,115
risk-core__trend-250-vol-60-target-0p2,volatility_regime,high-vol,243,0.23701722868986352,0.2468008002890585,0.11852474670806368,1.1903826111777223,2.150893540810708,2.0822723283007676,0.2024587154118965,47
risk-core__trend-250-vol-60-target-0p2,volatility_regime,normal-vol,408,0.2593940250366993,0.1530935298754934,0.16895438024564335,0.9379975458885039,1.6287519030401805,0.9061234734069055,0.16651363734033842,90
risk-friction__buffer-0p01,trend_regime,downtrend,185,0.0,0.0,-0.0,,,,0.0,0
risk-friction__buffer-0p01,trend_regime,transition,20,0.0013028373565930895,0.016540368414555306,0.04548043065594798,0.18177164752168373,0.327506864318195,0.363680998090816,0.14467714922051916,15
risk-friction__buffer-0p01,trend_regime,uptrend,446,0.42621180314720286,0.2221300757161948,0.13649099489836347,1.2890038083023556,2.42706068388926,1.6274339261839328,0.16629311317261009,102
risk-friction__buffer-0p01,volatility_regime,high-vol,243,0.18722180407703393,0.19479199308480366,0.08972888080253283,1.2457825518400927,2.252948958706348,2.1708951604276017,0.1521312607659118,47
risk-friction__buffer-0p01,volatility_regime,normal-vol,408,0.20286699609005576,0.12084657808935328,0.12931499190138573,0.9275780325718005,1.6832224291760833,0.9345132866072452,0.1323106253534048,86
risk-friction__buffer-0p02,trend_regime,downtrend,185,0.0,0.0,-0.0,,,,0.0,0
risk-friction__buffer-0p02,trend_regime,transition,20,0.005453845668188739,0.07093462021317043,0.04548043065594798,0.5298779570588242,0.9846100419857285,1.5596734505391832,0.14920867948947483,14
risk-friction__buffer-0p02,trend_regime,uptrend,446,0.44643167515379245,0.23188997518622578,0.12425623312793499,1.3385630100037686,2.5233336265580526,1.8662240867021167,0.16605379442896212,102
risk-friction__buffer-0p02,volatility_regime,high-vol,243,0.1872363358426894,0.1948071591595013,0.08972294188448737,1.2458814769047168,2.2531481166211687,2.17120788805948,0.15212911605665927,47
risk-friction__buffer-0p02,volatility_regime,normal-vol,408,0.22496275288558976,0.13351909294936504,0.12931499190138573,1.013085604049597,1.848604951915302,1.0325105464274809,0.13223590261673504,86
risk-friction__threshold-0p05,trend_regime,downtrend,185,0.0,0.0,-0.0,,,,0.0,0
risk-friction__threshold-0p05,trend_regime,transition,20,0.15886465857154874,5.409324406977513,0.044415904417883345,4.497264566727794,25.275262636434043,121.78800539744353,0.4334763144336345,18
risk-friction__threshold-0p05,trend_regime,uptrend,446,0.43298825055357715,0.22540765465148715,0.13501027705346658,1.2659347012548492,2.368116768976399,1.6695592333480032,0.17223280371503782,113
risk-friction__threshold-0p05,volatility_regime,high-vol,243,0.400110727468576,0.4176721400206158,0.08898542968053313,1.826612214401565,4.073660889525301,4.693713808205477,0.20209918268329657,47
risk-friction__threshold-0p05,volatility_regime,normal-vol,408,0.18607722027619578,0.1111575840422756,0.1357260538243138,0.8622226687441251,1.5550296038422204,0.8189848662819,0.13226153242705524,88
risk-friction__threshold-0p1,trend_regime,downtrend,185,0.0,0.0,-0.0,,,,0.0,0
risk-friction__threshold-0p1,trend_regime,transition,20,0.15195774874612789,4.944297478901478,0.056309095146319876,4.206225371146378,19.100489742383274,87.80637419325707,0.44674676105163574,18
risk-friction__threshold-0p1,trend_regime,uptrend,446,0.39384131691437707,0.20637899592670528,0.1394021173976311,1.1521257337259956,2.1284389869631313,1.480458114836442,0.17625654176503155,102
risk-friction__threshold-0p1,volatility_regime,high-vol,243,0.3709933637731635,0.38710946779535993,0.10658571131627281,1.6410606748740524,3.5054100415135583,3.631907720226084,0.21302415434114247,56
risk-friction__threshold-0p1,volatility_regime,normal-vol,408,0.17115541764772857,0.10250245124265045,0.12931458457097367,0.8160790143167068,1.469983164584612,0.7926596337352225,0.12975166313893163,88
risk-friction__threshold-0p15,trend_regime,downtrend,185,0.0,0.0,-0.0,,,,0.0,0
risk-friction__threshold-0p15,trend_regime,transition,20,0.15241848558063298,4.974323319955411,0.056309095146319876,4.218687038206184,19.138025902518507,88.33960671947526,0.44661729400339684,18
risk-friction__threshold-0p15,trend_regime,uptrend,446,0.39972258710201514,0.20925248348052516,0.13822374035707685,1.130859529187781,2.0478701732752285,1.5138678995370694,0.18271126858372458,102
risk-friction__threshold-0p15,volatility_regime,high-vol,243,0.3893189200834768,0.40634188394159443,0.12717092185594425,1.6381897245129196,3.3537448865860267,3.195242104180761,0.22317619117883356,56
risk-friction__threshold-0p15,volatility_regime,normal-vol,408,0.1610481659345644,0.09661594925436967,0.1280231661052964,0.7770836425016885,1.391779291169614,0.7546755184519109,0.12929702507498236,88
risk-friction__schedule-5,trend_regime,downtrend,185,0.0,0.0,-0.0,,,,0.0,0
risk-friction__schedule-5,trend_regime,transition,20,0.09247456140665,2.047774259787646,0.09979010802105515,2.523967441537785,6.493592465193875,20.52081414077212,0.4851611581184587,18
risk-friction__schedule-5,trend_regime,uptrend,446,0.4130136281734875,0.2157269791166294,0.12413789399248287,1.245652955184447,2.3688631695849387,1.737801183655433,0.1680765059850265,113
risk-friction__schedule-5,volatility_regime,high-vol,243,0.27418604819138626,0.2856725106461744,0.09979010802105515,1.3345730940886769,2.727971660173069,2.862733754992019,0.20353287252268357,78
risk-friction__schedule-5,volatility_regime,normal-vol,408,0.2115039604236686,0.12581062026946666,0.13279871045997105,0.9611994725599139,1.7956082642682236,0.9473783279498728,0.1322424501854564,88
risk-friction__smooth-3,trend_regime,downtrend,185,0.0,0.0,-0.0,,,,0.0,0
risk-friction__smooth-3,trend_regime,transition,20,0.08922423738813245,1.9354719730221785,0.04787215883597984,4.298435000825007,13.181639188081942,40.43001235130247,0.2582908608752631,16
risk-friction__smooth-3,trend_regime,uptrend,446,0.42257694076167085,0.22036920279376537,0.13330878386580025,1.2762699283729682,2.410034213590728,1.653073386488976,0.16689302749869234,102
risk-friction__smooth-3,volatility_regime,high-vol,243,0.2778025616568107,0.2894569772052611,0.09132620752560172,1.6177718238391168,3.136572569328692,3.1694842592047507,0.1656067170524636,47
risk-friction__smooth-3,volatility_regime,normal-vol,408,0.2126327884473529,0.1264584059275784,0.12840676190623745,0.9662912739481357,1.7691011143020599,0.9848266870861385,0.13215097136464415,86
risk-friction__smooth-5,trend_regime,downtrend,185,0.0,0.0,-0.0,,,,0.0,0
risk-friction__smooth-5,trend_regime,transition,20,0.07350776645353219,1.4442487597027807,0.04416062962470868,4.472870391064921,11.800202854705175,32.704442214172985,0.20456480999810492,14
risk-friction__smooth-5,trend_regime,uptrend,446,0.42311092470398637,0.2206280085337382,0.13298877916216667,1.2683804842097621,2.4017398471101625,1.6589971719697054,0.16827312695409194,102
risk-friction__smooth-5,volatility_regime,high-vol,243,0.24878299812457438,0.25910100051302454,0.09252040422898566,1.5059098169529055,2.8226194684603647,2.8004741513207843,0.16166713348119746,45
risk-friction__smooth-5,volatility_regime,normal-vol,408,0.2233675766637817,0.1326071594440541,0.12802062328618768,1.0059788226489026,1.8535265255133169,1.0358265413816437,0.13237453617427908,86
risk-friction__smooth-10,trend_regime,downtrend,185,0.0,0.0,-0.0,,,,0.0,0
risk-friction__smooth-10,trend_regime,transition,20,0.06840004339952332,1.301691437401586,0.0332251749935647,5.348411504656856,14.643717344156034,39.17786550872064,0.1583371563151694,13
risk-friction__smooth-10,trend_regime,uptrend,446,0.41816960604840947,0.2182314860539516,0.13433435612004496,1.2367585606532892,2.3390477417558007,1.6245396364496199,0.17140333469807803,102
risk-friction__smooth-10,volatility_regime,high-vol,243,0.23251288990756835,0.24209300772833298,0.09517170972686417,1.4062352196561803,2.5848048701763626,2.5437496964499444,0.1636776154828639,45
risk-friction__smooth-10,volatility_regime,normal-vol,408,0.22933600212784855,0.136016874965337,0.12741046769222375,1.0292581977749877,1.9087669695561849,1.0675486671464318,0.13228408782467657,86
risk-friction__slope-20,trend_regime,downtrend,185,0.0,0.0,-0.0,,,,0.0,0
risk-friction__slope-20,trend_regime,transition,20,0.01642340918767049,0.22783695271109328,0.00266506369177677,4.457679242253136,21.812754749369414,85.49024678625852,0.04629078722540756,1
risk-friction__slope-20,trend_regime,uptrend,446,0.42247348811945695,0.220319057565471,0.1364943597198367,1.2804303980848086,2.410163971012639,1.614125726643136,0.16624067779848303,102
risk-friction__slope-20,volatility_regime,high-vol,243,0.2114402026015989,0.22007700102477856,0.08971556562966454,1.4254536180340562,2.5546078843171243,2.4530525943873656,0.14713913968614512,45
risk-friction__slope-20,volatility_regime,normal-vol,408,0.19348470454297728,0.11543869467264556,0.13163305322773877,0.8913747752028106,1.616987331875019,0.8769734640502845,0.13224657440997425,86
macd-overlay__floor-0,trend_regime,downtrend,185,0.0,0.0,-0.0,,,,0.0,0
macd-overlay__floor-0,trend_regime,transition,20,0.14144987344357562,4.296100746398044,0.045892607499878335,4.026293645776652,21.782789828601782,93.612042994276,0.43678650987519996,18
macd-overlay__floor-0,trend_regime,uptrend,446,0.5387142785449914,0.27569971130317117,0.07514900980920469,1.890909983033765,3.946248291795728,3.6687071726313265,0.13345627518834047,98
macd-overlay__floor-0,volatility_regime,high-vol,243,0.2635983664180126,0.2745954215890032,0.07514900980920414,1.5115091878680473,3.597956486012206,3.6540125051038417,0.16981278803942085,75
macd-overlay__floor-0,volatility_regime,normal-vol,408,0.3899711056843671,0.22553888274399192,0.06188031927770876,1.927110998060706,4.813589254457034,3.644759519287712,0.10855262789330768,70
macd-overlay__floor-0p25,trend_regime,downtrend,185,0.0,0.0,-0.0,,,,0.0,0
macd-overlay__floor-0p25,trend_regime,transition,20,0.14607509967901655,4.572945151484006,0.045892607499878335,4.149830064742074,22.49045758489115,99.64448307924384,0.43607835830036534,18
macd-overlay__floor-0p25,trend_regime,uptrend,446,0.5111056882845819,0.2627157714714594,0.07498130914091494,1.7851341580027724,3.7871356322597043,3.5037501276181864,0.13580484666437365,99
macd-overlay__floor-0p25,volatility_regime,high-vol,243,0.2936197415938633,0.30601336435490345,0.07498130914091505,1.6425237941364592,3.963985760779821,4.08119527200841,0.17125816783770786,62
macd-overlay__floor-0p25,volatility_regime,normal-vol,408,0.3387555451128861,0.1974480320951879,0.0780092365884415,1.687537278514054,4.136343220574128,2.531085301307044,0.11032713332847197,72
macd-overlay__floor-0p5,trend_regime,downtrend,185,0.0,0.0,-0.0,,,,0.0,0
macd-overlay__floor-0p5,trend_regime,transition,20,0.1507409625146956,4.865667178464769,0.045892607499878335,4.271707314466878,23.187946507814097,106.02289657386909,0.435668291906491,18
macd-overlay__floor-0p5,trend_regime,uptrend,446,0.4833103378124255,0.2495393363663596,0.08098111572201072,1.634574831938091,3.3885314813901717,3.081450954849399,0.1424572590857483,100
macd-overlay__floor-0p5,volatility_regime,high-vol,243,0.32399678012596755,0.33783101385153613,0.07556141772350611,1.741563966586947,4.185545103921456,4.470945940793824,0.17580717030236992,47
macd-overlay__floor-0p5,volatility_regime,normal-vol,408,0.2892070369535742,0.16987772268538448,0.09385830806162998,1.4194173465861946,3.177276886039997,1.8099380459089252,0.11512869292970436,86
keltner-overlay__multiplier-1p5-floor-0p25,trend_regime,downtrend,185,0.0,0.0,-0.0,,,,0.0,0
keltner-overlay__multiplier-1p5-floor-0p25,trend_regime,transition,20,0.14607504951779138,4.572942078146455,0.045892607499878335,4.149828748965291,22.49044700012474,99.64441611121308,0.43607836320789894,18
keltner-overlay__multiplier-1p5-floor-0p25,trend_regime,uptrend,446,0.497251189514184,0.25616132210525877,0.0596890884075032,1.7501210842548838,3.635927264652374,4.291593806164714,0.1355231154946494,100
keltner-overlay__multiplier-1p5-floor-0p25,volatility_regime,high-vol,243,0.3107100335234265,0.3239107882936776,0.056163588962407696,1.6774255811563257,4.011702249008173,5.767273678156193,0.17633772604078807,47
keltner-overlay__multiplier-1p5-floor-0p25,volatility_regime,normal-vol,408,0.30918524103323186,0.1810421183786579,0.05562244312307718,1.636032728667213,3.999887243399174,3.254839381615465,0.10501599935565327,72
keltner-overlay__multiplier-1p5-floor-0p5,trend_regime,downtrend,185,0.0,0.0,-0.0,,,,0.0,0
keltner-overlay__multiplier-1p5-floor-0p5,trend_regime,transition,20,0.15074060407178425,4.865644157177668,0.045892607499878335,4.271698231979053,23.187886363700468,106.02239493998172,0.43566829271645946,18
keltner-overlay__multiplier-1p5-floor-0p5,trend_regime,uptrend,446,0.4741440014381131,0.24517051374008436,0.08579863189850623,1.61246806938938,3.29523865615765,2.8575107587974586,0.14221447649999674,102
keltner-overlay__multiplier-1p5-floor-0p5,volatility_regime,high-vol,243,0.33547341069137704,0.34985898879496147,0.06129772733085137,1.756975990978449,4.197350465143475,5.707536054421975,0.17975986351339734,47
keltner-overlay__multiplier-1p5-floor-0p5,volatility_regime,normal-vol,408,0.2702292274209257,0.15921094882188735,0.07938556280765152,1.3847999862920366,3.070122193878535,2.005540342488344,0.11105931672627155,84
keltner-overlay__multiplier-2-floor-0p25,trend_regime,downtrend,185,0.0,0.0,-0.0,,,,0.0,0
keltner-overlay__multiplier-2-floor-0p25,trend_regime,transition,20,0.1460737035062858,4.572859609696769,0.045892607499878335,4.149793246813267,22.49027645507629,99.64261912354603,0.4360785177138968,18
keltner-overlay__multiplier-2-floor-0p25,trend_regime,uptrend,446,0.40527097295526615,0.21195851900499685,0.05968961048050114,1.533731770818166,3.1347084949289385,3.551011931536017,0.13086835532954716,102
keltner-overlay__multiplier-2-floor-0p25,volatility_regime,high-vol,243,0.2855437161871903,0.2975589677470618,0.05616575783137112,1.5694954888817436,3.737745261699356,5.297871501003083,0.17555242289616946,47
keltner-overlay__multiplier-2-floor-0p25,volatility_regime,normal-vol,408,0.25281162213717456,0.14936736104781723,0.055624026869465104,1.4525847413233022,3.5479469449663306,2.685302906931621,0.0991454299642568,83
keltner-overlay__multiplier-2-floor-0p5,trend_regime,downtrend,185,0.0,0.0,-0.0,,,,0.0,0
keltner-overlay__multiplier-2-floor-0p5,trend_regime,transition,20,0.1507412431602675,4.865685203212618,0.045892607499878335,4.271714783865078,23.187981667007968,106.02328933315715,0.43566825081061633,18
keltner-overlay__multiplier-2-floor-0p5,trend_regime,uptrend,446,0.41339299919237105,0.21591139324072328,0.08580053451171799,1.4785771841316806,2.983702009590667,2.5164341279393283,0.13866484197523465,102
keltner-overlay__multiplier-2-floor-0p5,volatility_regime,high-vol,243,0.3183410492888208,0.3319049963901297,0.06130193545202123,1.6875138081905932,4.0180002633317375,5.41426618821684,0.17915083440373206,47
keltner-overlay__multiplier-2-floor-0p5,volatility_regime,normal-vol,408,0.23370930294709202,0.13851129123423966,0.07939431116411588,1.2688420382921466,2.787639666940791,1.7445996974257154,0.10662660393804349,85
keltner-overlay__multiplier-2p5-floor-0p25,trend_regime,downtrend,185,0.0,0.0,-0.0,,,,0.0,0
keltner-overlay__multiplier-2p5-floor-0p25,trend_regime,transition,20,0.1460755428191518,4.572972302388175,0.045892607499878335,4.149841726108583,22.49052851061468,99.64507469749454,0.4360783105667125,18
keltner-overlay__multiplier-2p5-floor-0p25,trend_regime,uptrend,446,0.362564473726547,0.19100820157806853,0.059695660688162344,1.4203487911926223,2.8735356808435313,3.19969993423568,0.12884640133169978,114
keltner-overlay__multiplier-2p5-floor-0p25,volatility_regime,high-vol,243,0.29270187843562945,0.30505239954533625,0.0561594016684549,1.6052764516237932,3.8320511370621624,5.4319025930200775,0.1751911085199655,47
keltner-overlay__multiplier-2p5-floor-0p25,volatility_regime,normal-vol,408,0.20801388541496224,0.12380635557764985,0.055628533922942314,1.2562250398231454,3.0053811264237087,2.22559084064931,0.09652954761637404,85
keltner-overlay__multiplier-2p5-floor-0p5,trend_regime,downtrend,185,0.0,0.0,-0.0,,,,0.0,0
keltner-overlay__multiplier-2p5-floor-0p5,trend_regime,transition,20,0.150739989165511,4.865604664516603,0.045892607499878335,4.271681838479955,23.187810020464966,106.02153439482605,0.4356683858936808,18
keltner-overlay__multiplier-2p5-floor-0p5,trend_regime,uptrend,446,0.38488576150896914,0.2019933156961644,0.08579779477192084,1.4096288947282665,2.8225108038074715,2.3542949586656627,0.1371250686676977,113
keltner-overlay__multiplier-2p5-floor-0p5,volatility_regime,high-vol,243,0.3232382458261247,0.3370361747694952,0.06128655648433701,1.7113777095351737,4.082003221175209,5.499349190154475,0.17887317768787878,47
keltner-overlay__multiplier-2p5-floor-0p5,volatility_regime,normal-vol,408,0.20435109189226797,0.12170052030369827,0.07939431116411588,1.1485318301125036,2.4847471835008395,1.532861971081672,0.10465930596640742,86
fixed-ensemble__core-macd-keltner,trend_regime,downtrend,185,0.0,0.0,-0.0,,,,0.0,0
