generation,config,archetype,objective,params,top_five_positive_day_share,total_return,annualized_return,maximum_drawdown,sharpe,annualized_volatility,turnover,average_cash_ratio,maximum_cash_ratio,longest_underwater_trading_days,yearly_returns,calmar,average_exposure,invested_session_ratio,filled_trade_count,rejected_order_count,maximum_volume_participation,total_turnover,positive_fold_ratio,worst_fold_return,median_fold_return,slippage_10bp_annualized,slippage_20bp_annualized,next_close_annualized,second_next_open_annualized,candidate,pareto
G0,risk-core__trend-250-vol-60-target-0p15,risk-core,risk,"{""kind"": ""risk-core"", ""target_vol"": 0.15, ""trend_period"": 250, ""vol_period"": 60}",0.11845716930157475,0.48330785964364353,0.16488508073018182,0.11378942942872083,1.147761827372692,0.1416668913130627,1.6429115114306705,0.6730143455187483,1.0,103,"{'2023': 0.0, '2024': -0.01724999157637941, '2025': 0.33165405008639515, '2026': 0.13343554309355388}",1.4490368882064566,0.3269856544812517,0.7127496159754224,429,1,0.00017282363194370617,4.244188071195899,0.5454545454545454,-0.023293394195947892,0.011703550559130749,0.16340401403940796,0.16156159209363952,0.17047016387043734,0.16403263611610108,False,False
G0,risk-core__trend-250-vol-60-target-0p2,risk-core,risk,"{""kind"": ""risk-core"", ""target_vol"": 0.2, ""trend_period"": 250, ""vol_period"": 60}",0.11326391687097834,0.5578921066794715,0.18721834162434936,0.149516681143385,1.039937352130532,0.1806340031748357,1.7962952234865937,0.5811422511614898,1.0,116,"{'2023': 0.0, '2024': -0.0234549248352367, '2025': 0.3559719230072518, '2026': 0.17650664835865237}",1.2521568843867583,0.4188577488385102,0.7127496159754224,424,1,0.00011235312878588437,4.640429327340367,0.5454545454545454,-0.030998478665815843,0.008093908349339207,0.18560102413725033,0.18359581781643697,0.19319583057904843,0.18534757015745296,False,True
G1,risk-friction__buffer-0p01,risk-friction,risk,"{""buffer"": 0.01, ""kind"": ""risk-core"", ""target_vol"": 0.15, ""trend_period"": 200, ""vol_period"": 60}",0.1210845851127697,0.4280699251627553,0.1478972669001375,0.12135697014663349,1.0551957740506148,0.13993684485569183,2.900196674686059,0.676855542409516,1.0,103,"{'2023': 0.0, '2024': -0.01724999157637941, '2025': 0.33165405008639515, '2026': 0.09122674748806725}",1.2186961055589622,0.32314445759048405,0.7050691244239631,427,1,0.00026084651058275247,7.492174742938985,0.5454545454545454,-0.043583781012256795,0.011703550559130749,0.14538467613504902,0.1422803915216826,0.15708269086552296,0.14816491195312076,False,False
G1,risk-friction__buffer-0p02,risk-friction,risk,"{""buffer"": 0.02, ""kind"": ""risk-core"", ""target_vol"": 0.15, ""trend_period"": 200, ""vol_period"": 60}",0.1206899382438693,0.4543202902796619,0.1560195688797268,0.11378942942872083,1.1059517459429,0.13988717923238778,2.0370020259251924,0.6767925802112265,1.0,103,"{'2023': 0.0, '2024': -0.01724999157637941, '2025': 0.33165405008639515, '2026': 0.11128535949449914}",1.3711253291542291,0.32320741978877354,0.7050691244239631,425,1,0.00017282363194370617,5.262255233640081,0.5454545454545454,-0.026015374093017907,0.011703550559130749,0.15421580608582142,0.15199403156762425,0.16303518655159777,0.15286149076498212,False,False
G1,risk-friction__threshold-0p05,risk-friction,risk,"{""kind"": ""risk-core"", ""rebalance_threshold"": 0.05, ""target_vol"": 0.15, ""trend_period"": 200, ""vol_period"": 60}",0.15750696542258055,0.6606394397148099,0.2169363863228726,0.11978153345997611,1.2923529003810685,0.16192732529335033,2.814673923944099,0.6676450081883216,1.0,114,"{'2023': 0.0, '2024': 0.1437475964284758, '2025': 0.30867356931052736, '2026': 0.10946555233111233}",1.8111004263888464,0.3323549918116783,0.706605222734255,31,0,0.0002984691524024141,7.271240970188923,0.6363636363636364,-0.04077954323143962,0.013712816988583176,0.21434332414148094,0.21113080579197807,0.19315802620719613,0.14670631825954472,True,True
G1,risk-friction__threshold-0p1,risk-friction,risk,"{""kind"": ""risk-core"", ""rebalance_threshold"": 0.1, ""target_vol"": 0.15, ""trend_period"": 200, ""vol_period"": 60}",0.1569065849000085,0.605646305542022,0.20117533792602038,0.12400380185003967,1.1872446625577426,0.16580677174256586,2.6858912866183595,0.6641506948495194,1.0,114,"{'2023': 0.0, '2024': 0.13776730631075962, '2025': 0.30695062957163777, '2026': 0.07978490497343405}",1.622332016636924,0.33584930515048056,0.706605222734255,20,0,0.0002954090552728354,6.938552490430762,0.6363636363636364,-0.045127144970934174,0.013716343200756986,0.19877557203971485,0.19575941470995217,0.17407457580855112,0.12975959476306964,True,True
G1,risk-friction__threshold-0p15,risk-friction,risk,"{""kind"": ""risk-core"", ""rebalance_threshold"": 0.15, ""target_vol"": 0.15, ""trend_period"": 200, ""vol_period"": 60}",0.14795822214913737,0.6130661840611085,0.20332098818689892,0.12717092185594425,1.1696025065144422,0.17051973215188745,2.5081980005191022,0.6554961535855907,1.0,103,"{'2023': 0.0, '2024': 0.13776730631075962, '2025': 0.2944070473818299, '2026': 0.09528683565879836}",1.598800930429799,0.3445038464144093,0.706605222734255,16,0,0.00028990557687441827,6.4795115013410145,0.6363636363636364,-0.04497573957745715,0.01648900596169689,0.20107202233512944,0.1982568895972212,0.1783659045259225,0.13364753520385575,True,True
G1,risk-friction__schedule-5,risk-friction,risk,"{""kind"": ""risk-core"", ""schedule_sessions"": 5, ""target_vol"": 0.15, ""trend_period"": 200, ""vol_period"": 60}",0.16673954318468812,0.5436814437004498,0.18301450911630868,0.11621900278735264,1.114475890386342,0.16245836038739186,2.60271558118586,0.6815887574909288,1.0,115,"{'2023': 0.0, '2024': 0.0812929536460738, '2025': 0.3307198194429597, '2026': 0.07282203622370731}",1.5747382504320107,0.3184112425090711,0.6912442396313364,90,0,0.0002832823931789309,6.723681918063472,0.5454545454545454,-0.05501017706386513,0.017290741923064123,0.18063086911223802,0.1776834968438814,0.16884193819569493,0.15945707239634932,False,True
G1,risk-friction__smooth-3,risk-friction,risk,"{""kind"": ""risk-core"", ""smooth_span"": 3, ""target_vol"": 0.15, ""trend_period"": 200, ""vol_period"": 60}",0.12987975015955058,0.5495052834270722,0.1847401879486399,0.11636026328099958,1.237537513929492,0.1454789033398862,2.3351544689816714,0.6769340389013409,1.0,103,"{'2023': 0.0, '2024': 0.06251631957593973, '2025': 0.3300155995009788, '2026': 0.09648000738444584}",1.5876570122784008,0.3230659610986592,0.7158218125960062,459,0,0.00013745036483642494,6.032482378202651,0.7272727272727273,-0.03645447148683978,0.01595566698249362,0.18266405347559034,0.1800363342807969,0.17341340421771823,0.15243196846618656,True,True
G1,risk-friction__smooth-5,risk-friction,risk,"{""kind"": ""risk-core"", ""smooth_span"": 5, ""target_vol"": 0.15, ""trend_period"": 200, ""vol_period"": 60}",0.12423330849841678,0.5277206301945934,0.1782645645203056,0.11438404466554053,1.2112925686053135,0.14392409790505906,1.9781383680712827,0.6773136853231222,1.0,103,"{'2023': 0.0, '2024': 0.03952510784139962, '2025': 0.33743572201541716, '2026': 0.09884400016031569}",1.5584740427876282,0.32268631467687775,0.7158218125960062,457,1,8.912204972689375e-05,5.110190784184147,0.7272727272727273,-0.032895100163034985,0.016097303344043246,0.17647891028980078,0.17429176602416985,0.1722187641808779,0.15829721295505728,True,True
G1,risk-friction__smooth-10,risk-friction,risk,"{""kind"": ""risk-core"", ""smooth_span"": 10, ""target_vol"": 0.15, ""trend_period"": 200, ""vol_period"": 60}",0.1263240808718721,0.5151724686500081,0.1745088277069775,0.11289191957459188,1.1834236492870458,0.14470518964452128,1.6397082712813436,0.6782598669429677,1.0,103,"{'2023': 0.0, '2024': 0.024263207343377946, '2025': 0.3434976666368448, '2026': 0.10106658072959318}",1.5458044150952102,0.3217401330570323,0.7158218125960062,461,1,4.676789903127141e-05,4.235913034143471,0.7272727272727273,-0.027873505202485216,0.014026974687977756,0.1730550621773892,0.17123440585148075,0.17188274131541004,0.16453849705554502,True,True
G1,risk-friction__slope-20,risk-friction,risk,"{""kind"": ""risk-core"", ""slope_sessions"": 20, ""target_vol"": 0.15, ""trend_period"": 200, ""vol_period"": 60}",0.12384415355821042,0.4458353522734544,0.1534040877942644,0.12136121624635765,1.103397121032929,0.13791005067235212,3.263822941334156,0.681762938090277,1.0,103,"{'2023': 0.0, '2024': 0.002787056233167773, '2025': 0.3213116541154222, '2026': 0.09120124909823568}",1.2640289257060608,0.318237061909723,0.685099846390169,414,0,0.0002640435787798709,8.43154259844657,0.5454545454545454,-0.04359633568838672,0.0038478137139459356,0.15052837400152486,0.14691834830314976,0.15681812144832796,0.15310409491020072,False,False
G2,macd-overlay__floor-0,macd-overlay,return,"{""floor"": 0.0, ""kind"": ""macd-overlay""}",0.2417862859596824,0.7563652185110039,0.24362547826539793,0.07514900980920425,1.6858863891913467,0.13459753136953634,6.091733720585987,0.8124842281132618,1.0,99,"{'2023': 0.0, '2024': 0.12817839309290235, '2025': 0.30741702650251646, '2026': 0.1907563709217468}",3.241898714087364,0.1875157718867381,0.3671274961597542,228,0,0.00048047518430462805,15.736978778180466,0.5454545454545454,-0.02569093880743356,0.06204464825068867,0.23797312549255611,0.23092802246821997,0.19545780110781186,0.14755353902391954,False,True
G2,macd-overlay__floor-0p25,macd-overlay,return,"{""floor"": 0.25, ""kind"": ""macd-overlay""}",0.21545796222972716,0.7318406023262845,0.23687452681052856,0.07498130914091528,1.6276800583505155,0.13619673310754712,5.460895399112938,0.7784911512692431,1.0,100,"{'2023': 0.0, '2024': 0.13257472162640171, '2025': 0.31162648457819153, '2026': 0.16581831995618268}",3.1591143116127927,0.221508848730757,0.706605222734255,432,0,0.00035533966203940803,14.10731311437509,0.5454545454545454,-0.015451075143952164,0.034876853945303266,0.23184037698275617,0.2255627703319194,0.1944393439326697,0.1468860659292901,False,True
G2,macd-overlay__floor-0p5,macd-overlay,return,"{""floor"": 0.5, ""kind"": ""macd-overlay""}",0.1939706709105359,0.7069059658422694,0.22995036486988085,0.07556141772350589,1.5390584995964094,0.14080385228736786,4.803660603343486,0.7444974375691306,1.0,101,"{'2023': 0.0, '2024': 0.13708087338589836, '2025': 0.3155983013193735, '2026': 0.1410244164059966}",3.0432245952731396,0.25550256243086944,0.706605222734255,431,0,0.0002325358575803722,12.40945655863734,0.6363636363636364,-0.005840929711948828,0.00826066756602617,0.22554119585040922,0.2200640918044856,0.19329734702331325,0.1461426163252293,False,False
G2,keltner-overlay__multiplier-1p5-floor-0p25,keltner-overlay,return,"{""floor"": 0.25, ""kind"": ""keltner-overlay"", ""multiplier"": 1.5}",0.2267126936711879,0.715962231163044,0.2324723468733465,0.056163588962407585,1.6035695661994596,0.13600238123941633,3.310475557810003,0.8181444201055259,1.0,101,"{'2023': 0.0, '2024': 0.142889929836425, '2025': 0.31915887153138667, '2026': 0.1381675936919471}",4.13920034613438,0.18185557989447398,0.706605222734255,425,0,0.00017564191850647103,8.552061857675842,0.8181818181818182,0.0,0.006300077754606503,0.2295013139598414,0.22579113433183307,0.20378475356230052,0.15621586363426565,False,True
G2,keltner-overlay__multiplier-1p5-floor-0p5,keltner-overlay,return,"{""floor"": 0.5, ""kind"": ""keltner-overlay"", ""multiplier"": 1.5}",0.19978872144803084,0.6963573587036964,0.22700243523691332,0.07785723625727214,1.5236605553364206,0.1406346561514435,3.4185748131972775,0.7709318014487602,1.0,103,"{'2023': 0.0, '2024': 0.1439455652843864, '2025': 0.32059713035402826, '2026': 0.12290144016399318}",2.9156241108636896,0.22906819855123986,0.706605222734255,428,0,0.0001552290790708041,8.831318267426301,0.7272727272727273,-0.010364457356640489,0.007985813651104623,0.22392346147021946,0.2200822565107139,0.19948354328803353,0.15234591967246036,False,False
G2,keltner-overlay__multiplier-2-floor-0p25,keltner-overlay,return,"{""floor"": 0.25, ""kind"": ""keltner-overlay"", ""multiplier"": 2.0}",0.2402766982179982,0.6105441084047254,0.20259234453945374,0.05616575783137112,1.4537361187781328,0.1328347824314642,3.242794705873144,0.8291698450265627,1.0,103,"{'2023': 0.0, '2024': 0.142889929836425, '2025': 0.27389818283198863, '2026': 0.10619960548791263}",3.607043728452939,0.17083015497343745,0.706605222734255,427,0,0.00015988893657168087,8.377219656838955,0.6363636363636364,-0.004495706856720405,0.0016267611623004274,0.19974490076274787,0.19617519261786454,0.17250148938701426,0.1330083754452709,False,True
G2,keltner-overlay__multiplier-2-floor-0p5,keltner-overlay,return,"{""floor"": 0.5, ""kind"": ""keltner-overlay"", ""multiplier"": 2.0}",0.20585165512555736,0.6264496169646463,0.20717591070399632,0.07785859265221307,1.4302874595665285,0.13818122412867595,3.3660402522219806,0.7782640060334914,1.0,103,"{'2023': 0.0, '2024': 0.1439455652843864, '2025': 0.2904366919341228, '2026': 0.10178930492791372}",2.660925450186743,0.2217359939665086,0.706605222734255,429,0,0.00015077601979624627,8.695603984906784,0.7272727272727273,-0.015429411833563833,0.004272562193958995,0.20418520896253067,0.20047170859980068,0.17879020173408766,0.13700750587174038,False,False
G2,keltner-overlay__multiplier-2p5-floor-0p25,keltner-overlay,return,"{""floor"": 0.25, ""kind"": ""keltner-overlay"", ""multiplier"": 2.5}",0.24853593654741526,0.5616018188522449,0.18831188586608905,0.05615940166845501,1.3765136502890691,0.1314728269272367,3.220849443583789,0.8340657739246348,1.0,115,"{'2023': 0.0, '2024': 0.142889929836425, '2025': 0.25278167836278187, '2026': 0.09066281544589971}",3.353167595655932,0.16593422607536534,0.706605222734255,430,0,0.00019783739100018725,8.320527729258123,0.6363636363636364,-0.014533140383346188,0.0016267611623004274,0.18549351021055926,0.18198179068950404,0.16596659453273221,0.12984347100590532,False,True
G2,keltner-overlay__multiplier-2p5-floor-0p5,keltner-overlay,return,"{""floor"": 0.5, ""kind"": ""keltner-overlay"", ""multiplier"": 2.5}",0.20985712893663275,0.5936434261943009,0.19769148917740242,0.07785668914418298,1.3827010950055505,0.13712392180819818,3.3538961271639933,0.781516699920461,1.0,114,"{'2023': 0.0, '2024': 0.1439455652843864, '2025': 0.27631666319169823, '2026': 0.09150909117460371}",2.539171538765245,0.21848330007953895,0.706605222734255,430,0,0.00014917748569768705,8.664231661840317,0.7272727272727273,-0.02402659808188523,0.004272562193958995,0.19471450493737086,0.19106061441283329,0.1744112916724887,0.13489379718210692,False,False
G2,fixed-ensemble__core-macd-keltner,fixed-ensemble,balanced,"{""kind"": ""fixed-ensemble""}",0.19887173605988032,0.6669839779961719,0.21873403314610695,0.0754265503567162,1.494877394776971,0.13863139149445236,3.9867945391233452,0.7613632066941989,1.0,102,"{'2023': 0.0, '2024': 0.1405436448940942, '2025': 0.30336610265392716, '2026': 0.1213807455030933}",2.8999607182304374,0.23863679330580118,0.706605222734255,433,0,0.00015357345446872492,10.299219226068642,0.6363636363636364,-0.003635196670667251,0.0014477443175595628,0.21513179569469942,0.21061705544385312,0.1862789510523064,0.14181127366071355,True,False
G3,production-core__buffer-0p02-threshold-0p1,production-core,risk,"{""buffer"": 0.02, ""kind"": ""risk-core"", ""rebalance_threshold"": 0.1, ""target_vol"": 0.15, ""trend_period"": 200, ""vol_period"": 60}",0.1307953981531445,0.4608456676235759,0.1580246602661477,0.11721685822890937,1.0904003237236972,0.14400730579348572,1.2127031657416272,0.6930547846849284,1.0,103,"{'2023': 0.0, '2024': 0.0, '2025': 0.3282660812304208, '2026': 0.0998140269232346}",1.3481393602748333,0.3069452153150716,0.6006144393241167,12,1,0.00017694950794067967,3.132816511499204,0.5454545454545454,-0.027419115909817604,0.011240895351687596,0.1570144396216846,0.15574989336107592,0.15506163231757042,0.1392419134482974,False,False
G3,production-core__buffer-0p02-smooth-5-threshold-0p05,production-core,risk,"{""buffer"": 0.02, ""kind"": ""risk-core"", ""rebalance_threshold"": 0.05, ""smooth_span"": 5, ""target_vol"": 0.15, ""trend_period"": 200, ""vol_period"": 60}",0.12788488744929832,0.47754769186830615,0.16313191054400256,0.10963232179800053,1.1118579048251123,0.14533940420886418,1.1520192441918222,0.6787311040349936,1.0,103,"{'2023': 0.0, '2024': -0.0073448902295876195, '2025': 0.34001135970988194, '2026': 0.11079686478430606}",1.487991021886556,0.32126889596500646,0.7112135176651305,38,1,7.640249664406476e-05,2.9760497141622073,0.5454545454545454,-0.029403835555871893,0.01031316988778297,0.16210357604751136,0.160829409830483,0.16195084676975346,0.158758232562759,False,True
G3,production-core__buffer-0p02-schedule-5-threshold-0p1,production-core,risk,"{""buffer"": 0.02, ""kind"": ""risk-core"", ""rebalance_threshold"": 0.1, ""schedule_sessions"": 5, ""target_vol"": 0.15, ""trend_period"": 200, ""vol_period"": 60}",0.1252394950700654,0.441361886101836,0.15202135382203585,0.11358400016651937,1.0203635062406389,0.14957206302239365,1.2732123390650452,0.6676372572418035,1.0,103,"{'2023': 0.0, '2024': 0.021989956992413573, '2025': 0.33114422124181386, '2026': 0.05950081384800421}",1.3384046485347016,0.33236274275819655,0.6943164362519201,14,0,0.00017104344898447472,3.2891318759180335,0.6363636363636364,-0.04949788966731783,0.014226282438539073,0.15096709599095504,0.14965319403000676,0.1439913908299606,0.14380855536974813,False,False
G3,risk-guard__volatility-shock,risk-guard,risk,"{""kind"": ""volatility-shock""}",0.16754734412601094,0.6962135352145442,0.2269621645780988,0.12134513032261496,1.4096236247476706,0.15332165342152534,3.7481420144981406,0.6856810507954991,1.0,103,"{'2023': 0.0, '2024': 0.1521692314909091, '2025': 0.32145438293588824, '2026': 0.11406896319631477}",1.8703854367677095,0.3143189492045009,0.706605222734255,431,0,0.00030343602620865165,9.682700204120197,0.6363636363636364,-0.04356509742435366,0.0038739043663738038,0.2235264485309887,0.21923510479663566,0.2006075404143579,0.15350191085855092,True,False
G3,risk-guard__drawdown-63d-0p12,risk-guard,risk,"{""kind"": ""drawdown-guard""}",0.17934322613185935,0.5796567230433547,0.19361148364065972,0.10955088408601654,1.253357977481336,0.15003715813100413,4.783828692776152,0.7062383590487588,1.0,116,"{'2023': 0.0, '2024': 0.12611088626612843, '2025': 0.28298577602603325, '2026': 0.0933512902016258}",1.767320138545308,0.2937616409512413,0.706605222734255,428,0,0.0002853332257389295,12.358224123005058,0.5454545454545454,-0.03257408879352075,0.002764891865776997,0.18929501352903144,0.18391608672501913,0.1691264180668144,0.11762793176561925,False,False
G3,production-ensemble__threshold-0p1,production-ensemble,balanced,"{""kind"": ""fixed-ensemble"", ""rebalance_threshold"": 0.1}",0.19855750972816255,0.6418582138778544,0.2115901542870906,0.08040063294733124,1.3945650283702904,0.14501406429354868,3.005629660623028,0.7596374199662541,1.0,101,"{'2023': 0.0, '2024': 0.13439999438915984, '2025': 0.3008791807344424, '2026': 0.11258313131830788}",2.6316976189192296,0.24036258003374586,0.706605222734255,36,0,0.00015128983432792604,7.764543289942823,0.6363636363636364,-0.003231392939949451,0.007935028620099871,0.20887694902600162,0.20550779642805783,0.17730366221897365,0.13004125461110605,True,True
