cash,daily_return,date,market_value,total_value
2378.9717162296874,0.0051549949426554775,2025-08-12,2082066.9,2084445.8717162297
2378.9717162296874,0.030238636011259867,2025-08-13,2145097.7,2147476.67171623
2378.9717162296874,-0.008399858418757344,2025-08-14,2127059.1999999997,2129438.1717162295
2378.9717162296874,0.017343588788133024,2025-08-15,2163991.3,2166370.2717162296
10526.85119993973,0.02536841471710738,2025-08-18,2210800.8,2221327.6511999397
10526.85119993973,0.009912810470848576,2025-08-19,2232820.4,2243347.2511999398
10526.85119993973,0.0052889716443380586,2025-08-20,2244685.4,2255212.2511999398
10526.85119993973,-0.007946923838527464,2025-08-21,2226763.4,2237290.2511999398
10526.85119993973,0.018926422254461395,2025-08-22,2269107.3,2279634.1511999397
7033.976088239811,0.03898249411710353,2025-08-25,2361466.0,2368499.97608824
7033.976088239811,-0.014422799385634177,2025-08-26,2327305.6,2334339.57608824
7033.976088239811,0.011740151381884445,2025-08-27,2354711.1,2361745.07608824
7033.976088239811,0.042826213982215755,2025-08-28,2455855.6999999997,2462889.6760882395
7033.976088239811,0.0014588960418671082,2025-08-29,2459448.8000000003,2466482.77608824
7003.919569669888,0.016491476800798877,2025-09-01,2500154.8,2507158.7195696696
7003.919569669888,-0.02746838461500356,2025-09-02,2431287.2,2438291.11956967
7003.919569669888,0.0002000171333460532,2025-09-03,2431774.9,2438778.8195696697
7003.919569669888,-0.046663272243802956,2025-09-04,2317973.5,2324977.4195696698
7003.919569669888,0.032042289689759196,2025-09-05,2392471.1,2399475.01956967
8628.137479660043,-0.009993220139591252,2025-09-08,2366868.4,2375496.53747966
