split,train_blocks,test_blocks,selected_trial,is_sharpe,oos_sharpe,oos_percentile,logit,below_oos_median
40,1;2;4;5,0;3;6;7,S_top1_r20_weak1_d20_rank4,0.9110585451126099,0.10499018430709839,0.18229166666666666,-1.5008977438588944,True
41,1;2;4;6,0;3;5;7,S_top1_r21_weak1_d20_rank4,0.7262281179428101,0.36345216631889343,0.24479166666666666,-1.1265861407105158,True
42,1;2;4;7,0;3;5;6,S_top1_r21_weak0_d20_rank4,0.9967345595359802,0.7134078741073608,0.9010416666666666,2.208852615331338,False
43,1;2;5;6,0;3;4;7,S_top3_r21_weak1_d20_rank0,0.6180937886238098,0.6580842733383179,0.4322916666666667,-0.27250727443254563,True
44,1;2;5;7,0;3;4;6,S_top3_r21_weak1_d5_rank0,1.1253395080566406,0.7040973901748657,0.9114583333333334,2.3315726298672983,False
45,1;2;6;7,0;3;4;5,S_top3_r21_weak1_d5_rank4,1.0696303844451904,0.8855159282684326,0.9322916666666666,2.6224364483792177,False
46,1;3;4;5,0;2;6;7,S_top1_r21_weak0_d20_rank4,1.0398311614990234,0.7188258767127991,0.7864583333333334,1.3037077701106168,False
47,1;3;4;6,0;2;5;7,S_top1_r21_weak0_d20_rank4,0.8597680330276489,0.850661039352417,0.828125,1.5723966407537513,False
48,1;3;4;7,0;2;5;6,S_top1_r21_weak0_d20_rank4,1.254408359527588,0.4418639838695526,0.703125,0.8622235106038793,False
49,1;3;5;6,0;2;4;7,S_top3_r21_weak1_d5_rank4,0.7439492344856262,1.1789355278015137,0.9947916666666666,5.252273428046623,False
50,1;3;5;7,0;2;4;6,S_top3_r21_weak1_d5_rank4,1.2601122856140137,0.6959312558174133,0.984375,4.143134726391533,False
51,1;3;6;7,0;2;4;5,S_top3_r21_weak1_d5_rank4,1.2124221324920654,0.723154604434967,0.8072916666666666,1.432507204275022,False
52,1;4;5;6,0;2;3;7,S_top3_r21_weak1_d20_rank4,0.8287802338600159,0.483347088098526,0.421875,-0.3150810466398954,True
53,1;4;5;7,0;2;3;6,S_top3_r21_weak0_d20_rank4,1.1267445087432861,0.3868156969547272,0.6197916666666666,0.48866405196313817,False
54,1;4;6;7,0;2;3;5,S_top3_r21_weak1_d5_rank4,0.9696167707443237,0.9920795559883118,0.9739583333333334,3.6216707044204877,False
55,1;5;6;7,0;2;3;4,S_top3_r21_weak1_d5_rank4,1.0988785028457642,0.8466019034385681,0.9427083333333334,2.800601758467456,False
56,2;3;4;5,0;1;6;7,S_top1_r21_weak1_d10_rank2,0.8752546906471252,0.26813024282455444,0.2552083333333333,-1.071024332149281,True
57,2;3;4;6,0;1;5;7,S_top1_r21_weak0_d20_rank2,0.7246420383453369,0.9650310277938843,0.8489583333333334,1.7264543708202886,False
58,2;3;4;7,0;1;5;6,S_top1_r21_weak0_d20_rank2,1.1036359071731567,0.5346434712409973,0.7864583333333334,1.3037077701106168,False
59,2;3;5;6,0;1;4;7,S_top3_r21_weak1_d5_rank4,0.6925365328788757,1.2340656518936157,0.9947916666666666,5.252273428046623,False
60,2;3;5;7,0;1;4;6,S_top3_r21_weak1_d5_rank4,1.1989271640777588,0.7423227429389954,0.9739583333333334,3.6216707044204877,False
61,2;3;6;7,0;1;4;5,S_top3_r21_weak1_d5_rank4,1.1567292213439941,0.7743489146232605,0.8489583333333334,1.7264543708202886,False
62,2;4;5;6,0;1;3;7,S_top1_r21_weak1_d20_rank0,0.8257895112037659,0.3187662661075592,0.296875,-0.8622235106038793,True
63,2;4;5;7,0;1;3;6,S_top3_r21_weak1_d10_rank4,0.9633522033691406,0.45664915442466736,0.7239583333333334,0.9641820195785701,False
64,2;4;6;7,0;1;3;5,S_top3_r21_weak1_d5_rank4,0.923189640045166,1.0577377080917358,0.9947916666666666,5.252273428046623,False
65,2;5;6;7,0;1;3;4,S_top3_r21_weak1_d5_rank4,1.0466725826263428,0.9027637243270874,0.921875,2.468099531471619,False
66,3;4;5;6,0;1;2;7,S_top1_r21_weak0_d20_rank4,0.7936151623725891,0.9248071312904358,0.859375,1.8101086078962514,False
67,3;4;5;7,0;1;2;6,S_top1_r21_weak0_d20_rank4,1.1724600791931152,0.49589142203330994,0.8489583333333334,1.7264543708202886,False
68,3;4;6;7,0;1;2;5,S_top3_r21_weak1_d5_rank4,1.0623893737792969,0.8893036842346191,0.9947916666666666,5.252273428046623,False
69,3;5;6;7,0;1;2;4,S_top3_r21_weak1_d5_rank4,1.183789610862732,0.7295017242431641,0.8489583333333334,1.7264543708202886,False
70,4;5;6;7,0;1;2;3,S_top3_r21_weak1_d20_rank4,1.0220389366149902,0.152726411819458,0.3072916666666667,-0.8128116843160341,True
